entity_id	valid	rejected	polled	electors	SJB	SLPP	UNP	JJB	IND19_D01	IND08_D01	JSWP	IND05_D01	IND02_D01	IND13_D01	IND11_D01	ULF	IND17_D01	IND10_D01	FSP	IND07_D01	USP	SPS	IND01_D01	IND06_D01	IND04_D01	IND20_D01	IND12_D01	IND15_D01	JSP	LP	SEP	NPP	IND18_D01	IND09_D01	IND24_D01	IND14_D01	IND26_D01	DUNF	NSU	IND25_D01	IND21_D01	IND03_D01	IND22_D01	SJP	IND16_D01	IND23_D01
LK-1103160	3909	397	4307	5590	2869	740	132	84	7	7	4	4	8	4	7	3	1	2	1	2	1	1	0	1	3	2	0	1	1	1	1	1	0	0	1	0	1	0	0	3	1	1	0	0	0	0
LK-1103165	2105	213	2319	3010	1545	398	71	45	3	4	2	2	4	2	3	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LK-1103170	1184	120	1304	1693	869	224	40	25	2	2	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LK-1103175	3136	318	3454	4483	2301	593	105	68	5	6	3	3	6	3	5	2	1	1	0	1	1	1	0	0	2	1	0	1	1	1	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0
LK-1106	95248	6845	102114	136002	36696	49718	2069	4632	105	75	161	13	93	36	30	30	136	19	29	59	8	33	0	4	0	6	17	24	18	23	6	20	0	0	107	0	1	193	9	19	0	0	0	5	0	0
LK-1106005	3780	272	4052	5397	1456	1973	82	184	5	3	7	1	4	2	2	2	6	1	2	3	1	2	0	1	0	1	1	1	1	1	1	1	0	0	5	0	0	8	1	1	0	0	0	1	0	0
LK-1106010	3446	248	3694	4920	1328	1799	75	168	4	3	6	1	4	2	1	1	5	1	1	2	1	2	0	0	0	1	1	1	1	1	1	1	0	0	4	0	0	7	1	1	0	0	0	1	0	0
LK-1106015	1147	82	1229	1637	442	598	25	56	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
LK-1106020	2526	182	2708	3607	973	1319	55	123	3	2	4	1	3	1	1	1	4	1	1	2	0	1	0	0	0	0	1	1	1	1	0	1	0	0	3	0	0	5	0	1	0	0	0	0	0	0
LK-1106025	1053	75	1129	1503	405	549	23	51	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
LK-1106030	2932	211	3143	4186	1130	1531	64	143	3	2	5	1	3	1	1	1	4	1	1	2	1	1	0	0	0	0	1	1	1	1	0	1	0	0	4	0	0	6	1	1	0	0	0	0	0	0
LK-1106035	4190	302	4493	5983	1615	2188	91	204	5	4	8	1	5	2	2	2	7	2	2	3	1	2	0	1	0	1	1	2	1	2	1	2	0	0	5	0	0	9	1	2	0	0	0	1	0	0
LK-1106040	2321	167	2488	3314	894	1212	50	113	3	2	4	0	2	1	1	1	3	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	3	0	0	5	0	1	0	0	0	0	0	0
LK-1106045	2863	206	3069	4088	1103	1494	62	139	3	2	5	1	3	1	1	1	4	1	1	2	0	1	0	0	0	0	1	1	1	1	0	1	0	0	3	0	0	6	1	1	0	0	0	0	0	0
LK-1106050	3782	272	4055	5401	1457	1975	83	184	5	3	7	1	4	2	2	2	6	1	2	3	1	2	0	1	0	1	1	1	1	1	1	1	0	0	5	0	0	8	1	1	0	0	0	1	0	0
LK-1106055	1840	132	1973	2627	709	960	40	89	2	1	3	0	2	1	1	1	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
LK-1106060	2310	166	2477	3299	890	1206	50	112	3	2	4	0	2	1	1	1	3	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	3	0	0	5	0	1	0	0	0	0	0	0
LK-1106065	2007	144	2152	2866	773	1048	44	98	2	2	3	0	2	1	1	1	3	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
LK-1106070	1375	99	1474	1963	530	718	30	67	1	1	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
LK-1106075	2206	159	2365	3150	850	1151	48	107	2	2	4	0	2	1	1	1	3	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	3	0	0	5	0	1	0	0	0	0	0	0
LK-1106080	1631	117	1749	2329	628	851	35	79	2	1	3	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
LK-1106085	1756	126	1883	2508	677	917	38	85	2	1	3	0	2	1	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
LK-1106090	1664	120	1784	2376	641	869	36	81	2	1	3	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
LK-1106095	2039	147	2186	2911	785	1064	44	99	2	2	3	0	2	1	1	1	3	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	4	0	0	0	0	0	0	0	0
LK-1106100	1115	80	1195	1592	429	582	24	54	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
LK-1106105	1790	129	1919	2556	690	934	39	87	2	1	3	0	2	1	1	1	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
LK-1106110	1164	83	1247	1661	448	607	25	56	1	1	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
LK-1106115	2916	210	3126	4163	1123	1522	63	142	3	2	5	1	3	1	1	1	4	1	1	2	1	1	0	0	0	0	1	1	1	1	0	1	0	0	3	0	0	6	1	1	0	0	0	0	0	0
LK-1106120	2026	146	2172	2893	781	1058	44	99	2	2	3	0	2	1	1	1	3	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
LK-1106125	5044	363	5407	7202	1944	2633	110	246	6	5	9	2	6	3	2	2	8	2	2	4	1	3	0	1	0	1	2	2	2	2	1	2	0	0	6	0	1	11	1	2	0	0	0	1	0	0
LK-1106130	1600	115	1716	2285	616	835	35	78	2	1	3	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
LK-1106135	2343	168	2512	3345	903	1223	51	114	3	2	4	0	2	1	1	1	3	1	1	2	0	1	0	0	0	0	1	1	1	1	0	1	0	0	3	0	0	5	0	1	0	0	0	0	0	0
LK-1106140	1464	105	1569	2090	564	764	32	71	1	1	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
LK-1106145	2452	176	2629	3502	945	1280	53	119	3	2	4	0	2	1	1	1	4	1	1	2	0	1	0	0	0	0	1	1	1	1	0	1	0	0	3	0	0	5	0	1	0	0	0	0	0	0
LK-1106150	2532	182	2715	3616	976	1322	55	123	3	2	4	1	3	1	1	1	4	1	1	2	0	1	0	0	0	0	1	1	1	1	0	1	0	0	3	0	0	5	0	1	0	0	0	0	0	0
LK-1106155	1313	94	1408	1875	506	685	28	64	1	1	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
LK-1106160	1035	74	1109	1478	399	540	22	50	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
LK-1106165	3201	230	3432	4571	1233	1671	70	156	4	3	6	1	3	1	1	1	5	1	1	2	1	1	0	0	0	1	1	1	1	1	1	1	0	0	4	0	0	7	1	1	0	0	0	0	0	0
LK-1106170	1196	86	1283	1708	461	624	26	58	1	1	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
LK-1106175	1927	139	2066	2752	743	1006	42	94	2	1	3	0	2	1	1	1	3	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
LK-1106180	1662	119	1781	2373	640	867	36	81	2	1	3	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
LK-1106185	2009	144	2154	2869	774	1049	44	98	2	2	3	0	2	1	1	1	3	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
LK-1106190	966	69	1035	1379	372	504	21	47	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
LK-1106195	1275	92	1367	1821	491	666	28	62	1	1	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
LK-1106200	1282	92	1374	1830	494	669	28	62	1	1	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
LK-1106205	2590	186	2777	3699	998	1352	56	126	3	2	4	1	3	1	1	1	4	1	1	2	0	1	0	0	0	0	1	1	1	1	0	1	0	0	3	0	0	5	0	1	0	0	0	0	0	0
LK-1106210	1577	113	1690	2251	607	823	34	77	2	1	3	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
LK-1106215	1258	90	1349	1797	485	657	27	61	1	1	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
LK-1106220	1869	134	2004	2668	720	975	41	91	2	1	3	0	2	1	1	1	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0
LK-1106225	1083	78	1162	1547	417	565	23	52	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
LK-1106230	1691	121	1813	2414	651	883	37	82	2	1	3	0	2	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
LK-1109	128740	6812	135588	188442	23766	90456	2650	9568	43	8	195	3	63	16	7	28	179	8	103	174	0	36	0	0	0	0	0	36	23	87	4	43	0	2	2	0	20	10	6	0	0	9	0	161	0	0
LK-1109005	2553	135	2688	3736	471	1794	53	190	1	0	4	0	1	0	0	1	4	0	2	3	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109010	2058	109	2168	3013	380	1446	42	153	1	0	3	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109015	2127	113	2241	3114	393	1495	44	158	1	0	3	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109020	2218	117	2336	3246	409	1558	46	165	1	0	3	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109025	2158	114	2272	3158	398	1516	44	160	1	0	3	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109030	2176	115	2292	3186	402	1529	45	162	1	0	3	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109035	1973	104	2078	2888	364	1386	41	147	1	0	3	0	1	0	0	0	3	0	2	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LK-1109040	2825	150	2975	4135	522	1985	58	210	1	0	5	0	2	1	0	1	4	0	2	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0
LK-1109045	2492	132	2624	3647	460	1751	51	185	1	0	4	0	1	0	0	1	3	0	2	3	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109050	1072	57	1129	1569	198	753	22	79	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109055	3111	165	3277	4554	574	2186	64	231	1	0	5	0	2	1	0	1	4	0	3	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	1	0	0	0	0	0	4	0	0
LK-1109060	2807	149	2956	4109	518	1972	58	209	1	0	4	0	2	1	0	1	4	0	2	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0
LK-1109065	1599	85	1684	2341	295	1124	33	119	0	0	2	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LK-1109070	3923	208	4132	5742	725	2757	81	292	2	1	6	0	2	1	1	1	6	1	3	6	0	1	0	0	0	0	0	1	1	3	1	2	0	0	0	0	1	1	1	0	0	1	0	5	0	0
LK-1109075	2250	119	2370	3293	415	1581	46	167	1	0	3	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109080	4689	249	4938	6863	866	3295	97	349	2	1	8	1	3	1	1	2	7	1	4	7	0	2	0	0	0	0	0	2	1	4	1	2	0	1	1	0	1	1	1	0	0	1	0	6	0	0
LK-1109085	1466	77	1544	2146	271	1030	30	109	0	0	2	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LK-1109090	977	51	1029	1430	180	686	20	72	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109095	2473	131	2605	3620	457	1738	51	184	1	0	4	0	1	0	0	1	3	0	2	3	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109100	1075	57	1132	1574	198	755	22	80	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109105	958	50	1009	1402	177	673	19	71	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109110	1340	71	1411	1961	247	941	27	99	0	0	2	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109115	3536	187	3724	5176	653	2485	73	263	2	1	6	0	2	1	1	1	5	1	3	5	0	1	0	0	0	0	0	1	1	3	0	2	0	0	0	0	1	1	0	0	0	1	0	5	0	0
LK-1109120	2622	139	2761	3838	484	1842	54	195	1	0	4	0	1	0	0	1	4	0	2	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0
LK-1109125	3043	161	3205	4455	562	2139	63	226	1	0	5	0	2	1	0	1	4	0	3	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0
LK-1109130	2626	139	2766	3844	485	1845	54	195	1	0	4	0	1	0	0	1	4	0	2	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0
LK-1109135	1929	102	2032	2824	356	1356	40	143	1	0	3	0	1	0	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LK-1109140	1426	75	1502	2088	263	1002	29	106	0	0	2	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LK-1109145	3440	182	3623	5035	635	2417	71	256	1	1	6	0	2	1	0	1	5	1	3	5	0	1	0	0	0	0	0	1	1	3	0	1	0	0	0	0	1	1	0	0	0	1	0	5	0	0
LK-1109150	4725	251	4977	6916	873	3320	98	352	2	1	8	1	3	1	1	2	7	1	4	7	0	2	0	0	0	0	0	2	1	4	1	2	0	1	1	0	1	1	1	0	0	1	0	6	0	0
LK-1109155	4351	231	4583	6369	804	3058	90	324	2	1	7	1	3	1	1	1	6	1	4	6	0	2	0	0	0	0	0	2	1	3	1	2	0	0	0	0	1	1	1	0	0	1	0	6	0	0
LK-1109160	2190	116	2306	3205	404	1539	45	163	1	0	3	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109165	1577	83	1661	2308	291	1108	32	117	0	0	2	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LK-1109170	1312	69	1381	1920	242	921	27	97	0	0	2	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109175	1259	66	1326	1843	232	884	26	93	0	0	2	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109180	1022	54	1076	1496	188	718	21	76	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109185	3873	205	4079	5669	715	2722	80	288	2	1	6	0	2	1	1	1	6	1	3	6	0	1	0	0	0	0	0	1	1	3	0	2	0	0	0	0	1	1	1	0	0	1	0	5	0	0
LK-1109190	3791	201	3993	5549	700	2664	78	282	2	1	6	0	2	1	1	1	6	1	3	5	0	1	0	0	0	0	0	1	1	3	0	2	0	0	0	0	1	1	1	0	0	1	0	5	0	0
LK-1109195	3187	169	3356	4664	588	2239	66	237	1	0	5	0	2	1	0	1	5	0	3	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	1	0	0	0	1	0	4	0	0
LK-1109200	2299	122	2421	3365	424	1615	47	171	1	0	4	0	1	0	0	1	3	0	2	3	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109205	2962	157	3120	4336	547	2081	61	220	1	0	5	0	2	1	0	1	4	0	3	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0
LK-1109210	1546	82	1628	2263	285	1086	32	115	0	0	2	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LK-1109215	1608	85	1694	2354	297	1130	33	119	0	0	2	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LK-1109220	2612	138	2751	3823	482	1835	54	194	1	0	4	0	1	0	0	1	4	0	2	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0
LK-1109225	2816	149	2965	4121	520	1978	58	209	1	0	4	0	2	1	0	1	4	0	2	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0
LK-1109230	1331	70	1402	1949	246	935	27	99	0	0	2	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109235	2593	137	2731	3795	479	1822	53	193	1	0	4	0	1	0	0	1	4	0	2	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0
LK-1109240	1128	59	1188	1651	208	792	23	84	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109245	1202	63	1266	1760	222	845	25	89	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109250	1561	83	1644	2285	288	1097	32	116	0	0	2	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LK-1109255	807	42	850	1181	149	567	16	60	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109260	1028	54	1083	1506	190	723	21	76	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1109265	2269	120	2390	3321	419	1594	47	169	1	0	4	0	1	0	0	1	3	0	2	3	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109270	1602	85	1687	2345	296	1125	33	119	0	0	2	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LK-1109275	2414	128	2542	3533	446	1696	50	179	1	0	4	0	1	0	0	1	3	0	2	3	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LK-1109280	2834	150	2985	4148	523	1991	58	211	1	0	5	0	2	1	0	1	4	0	2	4	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0
LK-1109285	1899	100	2000	2780	350	1334	39	141	1	0	3	0	1	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LK-1112	124085	7529	131655	180538	21806	89592	2293	8173	60	3	276	0	60	0	1	11	171	16	91	104	0	23	0	0	0	0	0	34	0	50	0	12	0	0	5	0	0	0	0	0	0	0	0	33	0	0
LK-1112005	3804	231	4036	5534	669	2747	71	251	3	1	9	0	3	0	1	1	6	1	4	4	0	2	0	0	0	0	0	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0
LK-1112010	774	47	821	1126	136	559	14	51	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112015	783	47	830	1139	137	565	14	51	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112020	1002	61	1063	1458	176	723	18	66	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112025	924	56	980	1344	162	667	17	61	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112030	862	52	915	1255	151	623	16	57	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112035	1567	95	1663	2280	275	1132	29	103	1	0	3	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112040	1576	96	1672	2293	277	1138	29	104	1	0	3	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112045	1420	86	1507	2066	250	1025	26	93	1	0	3	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112050	655	39	695	953	115	473	12	43	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112055	1639	99	1739	2384	288	1183	30	108	1	0	4	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1112060	1255	76	1331	1826	220	906	23	83	1	0	3	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112065	915	55	971	1332	161	661	17	60	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112070	3497	213	3710	5087	615	2525	65	231	2	1	8	0	2	0	0	1	6	1	3	4	0	2	0	0	0	0	0	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0
LK-1112075	1596	97	1693	2322	280	1152	30	105	1	0	4	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112080	2465	150	2615	3586	433	1780	46	163	1	0	6	0	1	0	0	1	4	1	2	2	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1112085	2173	132	2305	3161	382	1569	40	143	1	0	5	0	1	0	0	1	3	1	2	2	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LK-1112090	1098	66	1165	1597	193	793	20	72	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112095	732	44	776	1064	128	528	13	48	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112100	1601	97	1699	2330	281	1156	30	105	1	0	4	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112105	730	44	774	1062	128	527	13	48	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112110	1598	97	1696	2325	281	1154	30	105	1	0	4	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112115	939	57	996	1366	165	678	17	62	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
