entity_id	valid	rejected	polled	electors	I-AMI	UPF	DNM	SLNF	USP	AACAAKO	SEP	FSP	SLLP	NDF	ULPP	I-AP	JSP	NSH	PNF	UPFA	ONF	NSSP	ULGC
LK-1103165	2424	29	2453	3140	2	7	0	0	1	0	0	1	4	1970	3	1	0	1	1	424	0	0	0
LK-1103170	1363	16	1380	1766	1	4	0	0	0	0	0	0	2	1108	1	0	0	0	0	238	0	0	0
LK-1103175	3611	44	3655	4678	4	10	0	0	2	0	1	2	6	2935	4	1	0	1	2	632	1	0	0
LK-1106	97314	1252	98587	120598	39	105	0	0	4	0	5	19	67	56814	64	1	13	1	57	39747	24	0	0
LK-1106005	3862	50	3912	4785	2	5	0	0	1	0	1	1	3	2255	3	0	1	0	3	1577	1	0	0
LK-1106010	3520	46	3567	4363	2	4	0	0	0	0	1	1	3	2055	3	0	1	0	2	1438	1	0	0
LK-1106015	1171	15	1187	1452	0	1	0	0	0	0	0	0	1	684	1	0	0	0	0	478	0	0	0
LK-1106020	2581	33	2614	3198	1	3	0	0	0	0	0	1	2	1507	2	0	1	0	2	1054	1	0	0
LK-1106025	1075	14	1090	1333	0	1	0	0	0	0	0	0	0	628	0	0	0	0	0	439	0	0	0
LK-1106030	2995	39	3035	3712	1	3	0	0	0	0	0	1	2	1749	2	0	1	0	2	1224	1	0	0
LK-1106035	4281	56	4337	5305	2	5	0	0	1	0	1	2	3	2500	3	0	1	0	3	1749	2	0	0
LK-1106040	2371	31	2402	2939	1	3	0	0	0	0	0	1	2	1384	2	0	0	0	1	969	1	0	0
LK-1106045	2925	38	2963	3625	1	3	0	0	0	0	0	1	2	1708	2	0	1	0	2	1195	1	0	0
LK-1106050	3864	50	3915	4789	2	5	0	0	1	0	1	1	3	2256	3	0	1	0	3	1578	1	0	0
LK-1106055	1880	24	1904	2330	1	2	0	0	0	0	0	0	1	1097	1	0	0	0	1	768	0	0	0
LK-1106060	2360	30	2391	2925	1	3	0	0	0	0	0	1	2	1378	2	0	0	0	1	964	1	0	0
LK-1106065	2051	26	2078	2542	1	2	0	0	0	0	0	0	1	1197	1	0	0	0	1	838	1	0	0
LK-1106070	1405	18	1423	1741	0	1	0	0	0	0	0	0	1	820	1	0	0	0	1	574	0	0	0
LK-1106075	2254	29	2283	2793	1	2	0	0	0	0	0	1	2	1316	1	0	0	0	1	920	1	0	0
LK-1106080	1667	21	1688	2065	1	2	0	0	0	0	0	0	1	973	1	0	0	0	1	681	0	0	0
LK-1106085	1795	23	1818	2224	1	2	0	0	0	0	0	0	1	1048	1	0	0	0	1	733	0	0	0
LK-1106090	1700	22	1722	2107	1	2	0	0	0	0	0	0	1	992	1	0	0	0	1	694	0	0	0
LK-1106095	2083	27	2110	2581	1	2	0	0	0	0	0	0	1	1216	1	0	0	0	1	851	1	0	0
LK-1106100	1139	14	1154	1412	0	1	0	0	0	0	0	0	1	665	1	0	0	0	0	465	0	0	0
LK-1106105	1829	23	1853	2267	1	2	0	0	0	0	0	0	1	1068	1	0	0	0	1	747	0	0	0
LK-1106110	1189	15	1204	1473	0	1	0	0	0	0	0	0	1	694	1	0	0	0	0	485	0	0	0
LK-1106115	2979	39	3018	3691	1	3	0	0	0	0	0	1	2	1739	2	0	1	0	2	1217	1	0	0
LK-1106120	2070	27	2097	2566	1	2	0	0	0	0	0	0	1	1209	1	0	0	0	1	846	1	0	0
LK-1106125	5153	67	5221	6386	3	6	0	0	1	0	1	2	4	3009	4	1	2	1	4	2105	2	0	0
LK-1106130	1635	21	1657	2026	1	2	0	0	0	0	0	0	1	955	1	0	0	0	1	668	0	0	0
LK-1106135	2394	31	2425	2966	1	3	0	0	0	0	0	1	2	1397	2	0	0	0	1	978	1	0	0
LK-1106140	1495	19	1515	1853	0	1	0	0	0	0	0	0	1	873	1	0	0	0	1	611	0	0	0
LK-1106145	2505	32	2538	3105	1	3	0	0	0	0	0	1	2	1463	2	0	0	0	2	1023	1	0	0
LK-1106150	2587	33	2621	3206	1	3	0	0	0	0	0	1	2	1510	2	0	1	0	2	1057	1	0	0
LK-1106155	1342	17	1359	1663	0	1	0	0	0	0	0	0	1	783	1	0	0	0	1	548	0	0	0
LK-1106160	1057	13	1071	1310	0	1	0	0	0	0	0	0	0	617	0	0	0	0	0	432	0	0	0
LK-1106165	3271	42	3314	4053	2	4	0	0	0	0	0	1	3	1910	2	0	1	0	2	1336	1	0	0
LK-1106170	1222	16	1238	1515	0	1	0	0	0	0	0	0	1	713	1	0	0	0	1	499	0	0	0
LK-1106175	1969	25	1995	2440	1	2	0	0	0	0	0	0	1	1150	1	0	0	0	1	804	1	0	0
LK-1106180	1698	22	1720	2104	1	2	0	0	0	0	0	0	1	991	1	0	0	0	1	693	0	0	0
LK-1106185	2053	26	2080	2544	1	2	0	0	0	0	0	0	1	1199	1	0	0	0	1	838	1	0	0
LK-1106190	987	12	1000	1223	0	1	0	0	0	0	0	0	0	576	0	0	0	0	0	403	0	0	0
LK-1106195	1303	17	1320	1615	0	1	0	0	0	0	0	0	1	761	1	0	0	0	1	532	0	0	0
LK-1106200	1310	17	1327	1623	0	1	0	0	0	0	0	0	1	764	1	0	0	0	1	535	0	0	0
LK-1106205	2647	34	2681	3280	1	3	0	0	0	0	0	1	2	1545	2	0	1	0	2	1081	1	0	0
LK-1106210	1611	21	1632	1996	1	2	0	0	0	0	0	0	1	940	1	0	0	0	1	658	0	0	0
LK-1106215	1286	16	1303	1593	0	1	0	0	0	0	0	0	1	751	1	0	0	0	1	525	0	0	0
LK-1106220	1909	25	1934	2366	1	2	0	0	0	0	0	0	1	1115	1	0	0	0	1	780	0	0	0
LK-1106225	1107	14	1121	1372	0	1	0	0	0	0	0	0	1	646	0	0	0	0	0	452	0	0	0
LK-1106230	1727	22	1750	2141	1	2	0	0	0	0	0	0	1	1008	1	0	0	0	1	705	0	0	0
LK-1109	140610	1505	142148	173323	36	28	0	0	9	0	3	44	42	68856	48	0	44	6	54	70943	54	0	0
LK-1109005	2788	30	2818	3436	1	1	0	0	0	0	0	1	1	1365	1	0	1	0	1	1407	1	0	0
LK-1109010	2248	24	2273	2771	1	0	0	0	0	0	0	1	1	1101	1	0	1	0	1	1134	1	0	0
LK-1109015	2324	25	2349	2864	1	0	0	0	0	0	0	1	1	1138	1	0	1	0	1	1172	1	0	0
LK-1109020	2422	26	2449	2986	1	0	0	0	0	0	0	1	1	1186	1	0	1	0	1	1222	1	0	0
LK-1109025	2357	25	2382	2905	1	0	0	0	0	0	0	1	1	1154	1	0	1	0	1	1189	1	0	0
LK-1109030	2377	25	2403	2930	1	0	0	0	0	0	0	1	1	1164	1	0	1	0	1	1199	1	0	0
LK-1109035	2155	23	2179	2656	0	0	0	0	0	0	0	1	1	1055	1	0	1	0	1	1087	1	0	0
LK-1109040	3085	33	3119	3803	1	1	0	0	0	0	0	1	1	1511	1	0	1	0	1	1557	1	0	0
LK-1109045	2721	29	2751	3355	1	1	0	0	0	0	0	1	1	1333	1	0	1	0	1	1373	1	0	0
LK-1109050	1171	12	1184	1443	0	0	0	0	0	0	0	0	0	573	0	0	0	0	0	591	0	0	0
LK-1109055	3398	37	3435	4189	1	1	0	0	0	0	0	1	1	1664	1	0	1	0	2	1715	2	0	0
LK-1109060	3066	33	3099	3779	1	1	0	0	0	0	0	1	1	1501	1	0	1	0	1	1547	1	0	0
LK-1109065	1747	19	1766	2153	0	0	0	0	0	0	0	0	0	855	1	0	0	0	1	881	1	0	0
LK-1109070	4285	46	4332	5282	1	1	0	0	1	0	0	2	2	2099	2	0	2	1	2	2162	2	0	0
LK-1109075	2458	26	2484	3029	1	0	0	0	0	0	0	1	1	1203	1	0	1	0	1	1240	1	0	0
LK-1109080	5121	55	5177	6312	2	2	0	0	1	0	1	2	2	2508	2	0	2	1	3	2584	3	0	0
LK-1109085	1602	17	1619	1974	0	0	0	0	0	0	0	0	0	784	0	0	0	0	0	808	0	0	0
LK-1109090	1067	11	1079	1315	0	0	0	0	0	0	0	0	0	522	0	0	0	0	0	538	0	0	0
LK-1109095	2701	29	2731	3330	1	1	0	0	0	0	0	1	1	1323	1	0	1	0	1	1363	1	0	0
LK-1109100	1174	12	1187	1447	0	0	0	0	0	0	0	0	0	575	0	0	0	0	0	592	0	0	0
LK-1109105	1046	11	1058	1290	0	0	0	0	0	0	0	0	0	512	0	0	0	0	0	528	0	0	0
LK-1109110	1463	15	1479	1804	0	0	0	0	0	0	0	0	0	716	0	0	0	0	0	738	0	0	0
LK-1109115	3862	42	3904	4760	1	1	0	0	1	0	0	2	1	1891	2	0	2	0	2	1949	2	0	0
LK-1109120	2864	31	2895	3530	1	1	0	0	0	0	0	1	1	1402	1	0	1	0	1	1445	1	0	0
LK-1109125	3324	36	3360	4097	1	1	0	0	0	0	0	1	1	1628	1	0	1	0	1	1677	1	0	0
LK-1109130	2868	31	2900	3536	1	1	0	0	0	0	0	1	1	1405	1	0	1	0	1	1447	1	0	0
LK-1109135	2107	22	2130	2597	0	0	0	0	0	0	0	1	1	1032	1	0	1	0	1	1063	1	0	0
LK-1109140	1558	16	1575	1921	0	0	0	0	0	0	0	0	0	763	0	0	0	0	0	786	0	0	0
LK-1109145	3757	40	3798	4631	1	1	0	0	1	0	0	2	1	1840	2	0	2	0	2	1896	2	0	0
LK-1109150	5161	56	5217	6362	2	2	0	0	1	0	1	2	2	2528	2	0	2	1	3	2604	3	0	0
LK-1109155	4753	51	4804	5858	2	1	0	0	1	0	1	2	2	2328	2	0	2	1	2	2398	2	0	0
LK-1109160	2392	26	2418	2948	1	0	0	0	0	0	0	1	1	1171	1	0	1	0	1	1207	1	0	0
LK-1109165	1722	18	1741	2123	0	0	0	0	0	0	0	0	0	843	0	0	0	0	1	869	1	0	0
LK-1109170	1432	15	1448	1766	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	723	0	0	0
LK-1109175	1375	15	1390	1695	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	694	0	0	0
LK-1109180	1116	12	1128	1376	0	0	0	0	0	0	0	0	0	546	0	0	0	0	0	563	0	0	0
LK-1109185	4230	46	4276	5214	1	1	0	0	1	0	0	2	2	2072	2	0	2	1	2	2134	2	0	0
LK-1109190	4141	45	4186	5104	1	1	0	0	1	0	0	2	2	2028	2	0	2	1	2	2089	2	0	0
LK-1109195	3480	37	3518	4290	1	1	0	0	1	0	0	1	1	1704	2	0	1	0	2	1756	2	0	0
LK-1109200	2511	27	2539	3095	1	1	0	0	0	0	0	1	1	1230	1	0	1	0	1	1267	1	0	0
LK-1109205	3235	35	3271	3988	1	1	0	0	0	0	0	1	1	1584	1	0	1	0	1	1632	1	0	0
LK-1109210	1689	18	1707	2081	0	0	0	0	0	0	0	0	0	827	0	0	0	0	1	852	1	0	0
LK-1109215	1757	19	1776	2165	0	0	0	0	0	0	0	0	0	860	1	0	0	0	1	886	1	0	0
LK-1109220	2853	31	2884	3516	1	1	0	0	0	0	0	1	1	1397	1	0	1	0	1	1439	1	0	0
LK-1109225	3075	33	3109	3791	1	1	0	0	0	0	0	1	1	1506	1	0	1	0	1	1552	1	0	0
LK-1109230	1454	15	1470	1793	0	0	0	0	0	0	0	0	0	712	0	0	0	0	0	734	0	0	0
LK-1109235	2832	30	2863	3491	1	1	0	0	0	0	0	1	1	1387	1	0	1	0	1	1429	1	0	0
LK-1109240	1232	13	1245	1518	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	621	0	0	0
LK-1109245	1313	14	1327	1619	0	0	0	0	0	0	0	0	0	643	0	0	0	0	0	662	0	0	0
LK-1109250	1705	18	1724	2102	0	0	0	0	0	0	0	0	0	835	0	0	0	0	1	860	1	0	0
LK-1109255	881	9	891	1086	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	444	0	0	0
LK-1109260	1123	12	1136	1385	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	567	0	0	0
LK-1109265	2478	27	2505	3055	1	1	0	0	0	0	0	1	1	1214	1	0	1	0	1	1250	1	0	0
LK-1109270	1749	19	1769	2156	0	0	0	0	0	0	0	0	0	857	1	0	0	0	1	883	1	0	0
LK-1109275	2636	28	2665	3249	1	1	0	0	0	0	0	1	1	1291	1	0	1	0	1	1330	1	0	0
LK-1109280	3095	33	3129	3815	1	1	0	0	0	0	0	1	1	1516	1	0	1	0	1	1562	1	0	0
LK-1109285	2074	22	2097	2557	0	0	0	0	0	0	0	1	1	1016	1	0	1	0	1	1046	1	0	0
LK-1112	133541	1351	134940	164774	18	8	0	0	1	0	0	16	20	59852	5	0	3	0	80	72907	30	0	0
LK-1112005	4094	42	4137	5051	2	1	0	0	1	0	0	1	2	1835	1	0	1	0	3	2235	2	0	0
LK-1112010	833	8	841	1028	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	455	0	0	0
LK-1112015	842	8	851	1039	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	460	0	0	0
LK-1112020	1078	11	1089	1330	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	589	0	0	0
LK-1112025	994	10	1004	1226	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	543	0	0	0
LK-1112030	928	9	938	1145	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	507	0	0	0
LK-1112035	1687	17	1704	2081	0	0	0	0	0	0	0	0	0	756	0	0	0	0	1	921	0	0	0
LK-1112040	1696	17	1714	2093	0	0	0	0	0	0	0	0	0	760	0	0	0	0	1	926	0	0	0
LK-1112045	1528	15	1544	1886	0	0	0	0	0	0	0	0	0	685	0	0	0	0	1	834	0	0	0
LK-1112050	705	7	712	870	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	385	0	0	0
LK-1112055	1764	18	1782	2176	0	0	0	0	0	0	0	0	0	791	0	0	0	0	1	963	0	0	0
LK-1112060	1350	14	1365	1666	0	0	0	0	0	0	0	0	0	605	0	0	0	0	1	737	0	0	0
LK-1112065	985	10	995	1215	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	538	0	0	0
LK-1112070	3763	39	3803	4643	1	1	0	0	0	0	0	1	1	1687	1	0	1	0	3	2055	2	0	0
LK-1112075	1718	17	1736	2119	0	0	0	0	0	0	0	0	0	770	0	0	0	0	1	938	0	0	0
LK-1112080	2653	27	2680	3273	1	1	0	0	0	0	0	1	1	1189	0	0	0	0	2	1448	1	0	0
LK-1112085	2338	24	2363	2885	1	0	0	0	0	0	0	1	1	1048	0	0	0	0	2	1277	1	0	0
LK-1112090	1181	12	1194	1458	0	0	0	0	0	0	0	0	0	529	0	0	0	0	1	645	0	0	0
LK-1112095	787	8	796	971	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	430	0	0	0
LK-1112100	1723	18	1741	2126	0	0	0	0	0	0	0	0	0	772	0	0	0	0	1	941	0	0	0
LK-1112105	786	8	794	969	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	429	0	0	0
LK-1112110	1720	17	1738	2122	0	0	0	0	0	0	0	0	0	771	0	0	0	0	1	939	0	0	0
LK-1112115	1010	10	1021	1247	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	551	0	0	0
LK-1112120	1819	19	1838	2244	0	0	0	0	0	0	0	0	0	815	0	0	0	0	1	993	1	0	0
LK-1112125	1756	18	1774	2167	0	0	0	0	0	0	0	0	0	787	0	0	0	0	1	959	0	0	0
LK-1112130	1979	20	1999	2442	0	0	0	0	0	0	0	0	1	887	0	0	0	0	1	1080	1	0	0
LK-1112135	1613	16	1630	1990	0	0	0	0	0	0	0	0	0	723	0	0	0	0	1	880	0	0	0
LK-1112140	1239	12	1252	1528	0	0	0	0	0	0	0	0	0	555	0	0	0	0	1	676	0	0	0
LK-1112145	1719	17	1737	2121	0	0	0	0	0	0	0	0	0	770	0	0	0	0	1	938	0	0	0
LK-1112150	1770	18	1789	2185	0	0	0	0	0	0	0	0	0	794	0	0	0	0	1	967	0	0	0
LK-1112155	2171	22	2194	2679	1	0	0	0	0	0	0	1	1	973	0	0	0	0	1	1185	1	0	0
LK-1112160	1142	11	1154	1409	0	0	0	0	0	0	0	0	0	512	0	0	0	0	1	623	0	0	0
LK-1112165	3625	37	3663	4473	1	1	0	0	0	0	0	1	1	1625	1	0	1	0	3	1979	2	0	0
LK-1112170	2639	27	2667	3256	1	1	0	0	0	0	0	1	1	1183	0	0	0	0	2	1441	1	0	0
LK-1112175	1555	16	1572	1919	0	0	0	0	0	0	0	0	0	697	0	0	0	0	1	849	0	0	0
LK-1112180	1870	19	1890	2308	0	0	0	0	0	0	0	0	0	838	0	0	0	0	1	1021	1	0	0
LK-1112185	1388	14	1402	1712	0	0	0	0	0	0	0	0	0	622	0	0	0	0	1	757	0	0	0
LK-1112190	2371	24	2395	2925	1	0	0	0	0	0	0	1	1	1063	0	0	0	0	2	1294	1	0	0
LK-1112195	1886	19	1906	2327	0	0	0	0	0	0	0	0	0	845	0	0	0	0	1	1030	1	0	0
LK-1112200	2158	22	2181	2663	1	0	0	0	0	0	0	1	1	968	0	0	0	0	1	1178	1	0	0
LK-1112205	2508	26	2534	3094	1	0	0	0	0	0	0	1	1	1124	0	0	0	0	2	1369	1	0	0
LK-1112210	1674	17	1692	2066	0	0	0	0	0	0	0	0	0	751	0	0	0	0	1	914	0	0	0
LK-1112215	887	9	897	1095	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	484	0	0	0
LK-1112220	1363	14	1378	1682	0	0	0	0	0	0	0	0	0	611	0	0	0	0	1	744	0	0	0
LK-1112225	1376	14	1391	1698	0	0	0	0	0	0	0	0	0	617	0	0	0	0	1	751	0	0	0
LK-1112230	2768	28	2797	3416	1	1	0	0	0	0	0	1	1	1241	1	0	0	0	2	1512	1	0	0
LK-1112235	1063	11	1074	1312	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	580	0	0	0
LK-1112240	2018	21	2039	2489	0	0	0	0	0	0	0	0	1	904	0	0	0	0	1	1102	1	0	0
LK-1112245	2613	27	2641	3224	1	1	0	0	0	0	0	1	1	1171	0	0	0	0	2	1427	1	0	0
LK-1112250	1840	19	1859	2270	0	0	0	0	0	0	0	0	0	825	0	0	0	0	1	1005	1	0	0
LK-1112255	1404	14	1419	1733	0	0	0	0	0	0	0	0	0	629	0	0	0	0	1	767	0	0	0
LK-1112260	2267	23	2291	2798	1	0	0	0	0	0	0	1	1	1016	0	0	0	0	2	1238	1	0	0
LK-1112265	1792	18	1811	2211	0	0	0	0	0	0	0	0	0	803	0	0	0	0	1	978	1	0	0
LK-1112270	1504	15	1519	1855	0	0	0	0	0	0	0	0	0	674	0	0	0	0	1	821	0	0	0
LK-1112275	2112	22	2134	2606	1	0	0	0	0	0	0	0	1	947	0	0	0	0	1	1153	1	0	0
LK-1112280	1194	12	1206	1473	0	0	0	0	0	0	0	0	0	535	0	0	0	0	1	652	0	0	0
LK-1112285	1621	16	1638	2000	0	0	0	0	0	0	0	0	0	727	0	0	0	0	1	885	0	0	0
LK-1112290	2235	23	2258	2758	1	0	0	0	0	0	0	1	1	1002	0	0	0	0	2	1220	1	0	0
LK-1112295	858	8	867	1059	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	468	0	0	0
LK-1112300	1090	11	1101	1345	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	595	0	0	0
LK-1112305	1790	18	1809	2209	0	0	0	0	0	0	0	0	0	802	0	0	0	0	1	977	1	0	0
LK-1112310	1666	17	1683	2056	0	0	0	0	0	0	0	0	0	747	0	0	0	0	1	910	0	0	0
LK-1112315	2294	23	2318	2831	1	0	0	0	0	0	0	1	1	1028	0	0	0	0	2	1253	1	0	0
LK-1112320	1733	18	1751	2138	0	0	0	0	0	0	0	0	0	777	0	0	0	0	1	946	0	0	0
LK-1112325	1195	12	1207	1474	0	0	0	0	0	0	0	0	0	536	0	0	0	0	1	652	0	0	0
LK-1112330	1034	10	1045	1276	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	565	0	0	0
LK-1112335	951	9	961	1174	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	519	0	0	0
LK-1112340	1810	18	1829	2234	0	0	0	0	0	0	0	0	0	811	0	0	0	0	1	988	1	0	0
LK-1112345	1600	16	1617	1974	0	0	0	0	0	0	0	0	0	717	0	0	0	0	1	873	0	0	0
LK-1112350	1174	12	1186	1448	0	0	0	0	0	0	0	0	0	526	0	0	0	0	1	641	0	0	0
LK-1112355	1402	14	1416	1729	0	0	0	0	0	0	0	0	0	628	0	0	0	0	1	765	0	0	0
LK-1112360	1790	18	1809	2209	0	0	0	0	0	0	0	0	0	802	0	0	0	0	1	977	1	0	0
LK-1112365	1505	15	1521	1857	0	0	0	0	0	0	0	0	0	674	0	0	0	0	1	822	0	0	0
LK-1112370	1196	12	1209	1476	0	0	0	0	0	0	0	0	0	536	0	0	0	0	1	653	0	0	0
LK-1112375	1725	18	1743	2128	0	0	0	0	0	0	0	0	0	773	0	0	0	0	1	942	0	0	0
LK-1112380	738	7	746	911	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	403	0	0	0
LK-1112385	1110	11	1121	1369	0	0	0	0	0	0	0	0	0	497	0	0	0	0	1	606	0	0	0
LK-1112390	1147	11	1159	1416	0	0	0	0	0	0	0	0	0	514	0	0	0	0	1	626	0	0	0
LK-1112395	535	5	541	660	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	292	0	0	0
LK-1112400	1357	14	1371	1675	0	0	0	0	0	0	0	0	0	608	0	0	0	0	1	741	0	0	0
LK-1112405	2739	28	2767	3379	1	1	0	0	0	0	0	1	1	1228	1	0	0	0	2	1495	1	0	0
LK-1115	65604	680	66319	81232	9	6	0	0	5	0	0	20	8	29523	15	0	0	0	45	35486	15	0	0
LK-1115005	980	10	991	1213	0	0	0	0	0	0	0	0	0	441	0	0	0	0	1	530	0	0	0
LK-1115010	1037	11	1048	1284	0	0	0	0	0	0	0	0	0	467	0	0	0	0	1	561	0	0	0
LK-1115015	622	6	629	771	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	337	0	0	0
LK-1115020	344	3	348	427	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	186	0	0	0
LK-1115025	1181	12	1194	1462	0	0	0	0	0	0	0	1	0	531	0	0	0	0	1	639	0	0	0
LK-1115030	1935	21	1956	2396	1	1	0	0	1	0	0	1	1	871	1	0	0	0	2	1047	1	0	0
LK-1115035	974	10	984	1206	0	0	0	0	0	0	0	0	0	438	0	0	0	0	1	527	0	0	0
LK-1115040	470	5	475	581	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	254	0	0	0
LK-1115045	1335	14	1350	1653	0	0	0	0	0	0	0	1	0	601	1	0	0	0	1	722	1	0	0
LK-1115050	1345	14	1360	1665	0	0	0	0	0	0	0	1	0	605	1	0	0	0	1	728	1	0	0
LK-1115055	1527	16	1544	1891	1	0	0	0	0	0	0	1	1	688	1	0	0	0	1	826	1	0	0
LK-1115060	1154	12	1166	1428	0	0	0	0	0	0	0	1	0	519	0	0	0	0	1	624	0	0	0
LK-1115065	940	10	950	1164	0	0	0	0	0	0	0	0	0	423	0	0	0	0	1	509	0	0	0
LK-1115070	1536	16	1553	1902	1	0	0	0	0	0	0	1	1	691	1	0	0	0	1	831	1	0	0
LK-1115075	798	8	807	988	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	432	0	0	0
LK-1115080	620	6	627	768	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	335	0	0	0
LK-1115085	689	7	696	853	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	373	0	0	0
LK-1115090	664	7	671	822	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	359	0	0	0
LK-1115095	825	8	834	1021	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	446	0	0	0
LK-1115100	1421	15	1436	1759	1	0	0	0	0	0	0	1	0	639	1	0	0	0	1	769	1	0	0
LK-1115105	1129	12	1142	1398	0	0	0	0	0	0	0	1	0	508	0	0	0	0	1	611	0	0	0
LK-1115110	1055	11	1066	1306	0	0	0	0	0	0	0	0	0	475	0	0	0	0	1	571	0	0	0
LK-1115115	753	8	762	933	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	407	0	0	0
LK-1115120	1208	13	1221	1495	0	0	0	0	0	0	0	1	0	544	1	0	0	0	1	653	1	0	0
LK-1115125	1059	11	1071	1311	0	0	0	0	0	0	0	0	0	477	0	0	0	0	1	573	0	0	0
LK-1115130	1233	13	1246	1526	0	0	0	0	0	0	0	1	0	555	1	0	0	0	1	667	1	0	0
LK-1115135	994	10	1005	1231	0	0	0	0	0	0	0	0	0	448	0	0	0	0	1	538	0	0	0
LK-1115140	1082	11	1094	1340	0	0	0	0	0	0	0	0	0	487	0	0	0	0	1	585	0	0	0
LK-1115145	1709	18	1728	2116	1	1	0	0	1	0	0	1	1	769	1	0	0	0	2	925	1	0	0
LK-1115150	2212	24	2237	2739	1	1	0	0	1	0	0	1	1	996	1	0	0	0	2	1197	1	0	0
LK-1115155	753	8	762	933	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	407	0	0	0
LK-1115160	750	8	758	929	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	406	0	0	0
LK-1115165	1091	11	1103	1351	0	0	0	0	0	0	0	0	0	491	0	0	0	0	1	590	0	0	0
LK-1115170	1210	13	1223	1498	0	0	0	0	0	0	0	1	0	545	1	0	0	0	1	655	1	0	0
LK-1115175	836	9	845	1036	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	452	0	0	0
LK-1115180	1172	12	1185	1451	0	0	0	0	0	0	0	1	0	528	0	0	0	0	1	634	0	0	0
LK-1115185	2052	22	2074	2541	1	1	0	0	1	0	0	1	1	924	1	0	0	0	2	1110	1	0	0
LK-1115190	535	5	541	662	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	289	0	0	0
LK-1115195	772	8	780	956	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	417	0	0	0
LK-1115200	860	9	869	1065	0	0	0	0	0	0	0	0	0	387	0	0	0	0	1	465	0	0	0
LK-1115205	1723	18	1742	2134	1	1	0	0	1	0	0	1	1	776	1	0	0	0	2	933	1	0	0
LK-1115210	870	9	880	1078	0	0	0	0	0	0	0	0	0	392	0	0	0	0	1	471	0	0	0
LK-1115215	969	10	980	1200	0	0	0	0	0	0	0	0	0	436	0	0	0	0	1	524	0	0	0
LK-1115220	676	7	683	837	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	366	0	0	0
LK-1115225	998	10	1009	1236	0	0	0	0	0	0	0	0	0	449	0	0	0	0	1	540	0	0	0
LK-1115230	762	8	770	944	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	412	0	0	0
LK-1115235	852	9	861	1055	0	0	0	0	0	0	0	0	0	383	0	0	0	0	1	461	0	0	0
LK-1115240	1237	13	1251	1532	0	0	0	0	0	0	0	1	0	557	1	0	0	0	1	669	1	0	0
LK-1115245	650	7	657	805	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	352	0	0	0
LK-1115250	872	9	881	1079	0	0	0	0	0	0	0	0	0	392	0	0	0	0	1	471	0	0	0
LK-1115255	938	10	948	1161	0	0	0	0	0	0	0	0	0	422	0	0	0	0	1	507	0	0	0
LK-1115260	384	4	388	475	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	207	0	0	0
LK-1115265	990	10	1001	1226	0	0	0	0	0	0	0	0	0	445	0	0	0	0	1	535	0	0	0
LK-1115270	600	6	606	743	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	324	0	0	0
LK-1115275	1071	11	1082	1326	0	0	0	0	0	0	0	0	0	482	0	0	0	0	1	579	0	0	0
LK-1115280	990	10	1001	1226	0	0	0	0	0	0	0	0	0	445	0	0	0	0	1	535	0	0	0
