entity_id	valid	rejected	polled	electors	UNP	UPFA	JHU	NLF	S	JSP	UMPA	EPDP	USP	NPP	ULF	SLMK	SEP	IP2D	IP7D	IP1D	IP4D	IP6D	SMBP	IP5D	IP8D	SLNF	IP3D	IP9D	RJP	SLPF
LK-1103095	7127	388	7516	10945	5096	1258	632	16	6	16	22	4	14	3	8	2	0	0	35	0	0	0	0	0	0	0	0	0	0	2
LK-1103100	5236	285	5522	8042	3744	924	464	11	5	12	16	3	10	2	6	1	0	0	26	0	0	0	0	0	0	0	0	0	0	1
LK-1103105	3915	213	4129	6013	2800	691	347	8	3	8	12	2	7	1	4	1	0	0	19	0	0	0	0	0	0	0	0	0	0	1
LK-1103110	4035	219	4255	6196	2885	712	357	9	3	9	12	2	8	1	4	1	0	0	20	0	0	0	0	0	0	0	0	0	0	1
LK-1103115	1002	54	1056	1539	716	176	88	2	0	2	3	0	2	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
LK-1103120	767	41	809	1178	548	135	68	1	0	1	2	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LK-1103125	1973	107	2081	3031	1411	348	175	4	1	4	6	1	4	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
LK-1103130	1976	107	2084	3035	1413	349	175	4	1	4	6	1	4	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
LK-1103135	3585	195	3781	5506	2563	633	318	8	3	8	11	2	7	1	4	1	0	0	17	0	0	0	0	0	0	0	0	0	0	1
LK-1103140	2039	111	2150	3131	1458	360	180	4	1	4	6	1	4	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
LK-1103145	3761	204	3966	5776	2689	664	333	8	3	8	11	2	7	1	4	1	0	0	18	0	0	0	0	0	0	0	0	0	0	1
LK-1103150	4410	240	4651	6773	3153	778	391	9	4	10	13	2	8	2	5	1	0	0	22	0	0	0	0	0	0	0	0	0	0	1
LK-1103155	4671	254	4926	7174	3340	824	414	10	4	10	14	3	9	2	5	1	0	0	23	0	0	0	0	0	0	0	0	0	0	1
LK-1103160	4441	241	4683	6820	3175	784	393	9	4	10	14	2	9	2	5	1	0	0	22	0	0	0	0	0	0	0	0	0	0	1
LK-1103165	2391	130	2522	3672	1710	422	212	5	2	5	7	1	4	1	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
LK-1103170	1345	73	1418	2066	962	237	119	3	1	3	4	0	2	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
LK-1103175	3562	193	3757	5470	2547	629	315	8	3	8	11	2	7	1	4	1	0	0	17	0	0	0	0	0	0	0	0	0	0	1
LK-1106	77503	2811	80337	106311	29518	32954	14288	84	0	171	57	4	47	56	5	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
LK-1106005	3076	112	3188	4219	1172	1308	567	4	0	7	3	1	2	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106010	2804	102	2906	3846	1068	1192	517	3	0	7	2	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106015	933	34	967	1280	355	397	172	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106020	2055	75	2130	2819	783	874	379	2	0	5	2	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106025	856	31	888	1175	326	364	158	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106030	2386	87	2473	3272	909	1014	440	3	0	5	2	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106035	3410	124	3534	4677	1299	1450	629	4	0	8	3	1	3	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106040	1889	69	1958	2591	719	803	348	2	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106045	2329	85	2415	3195	887	991	430	3	0	5	2	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106050	3078	112	3190	4222	1172	1309	568	4	0	7	3	1	2	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106055	1497	54	1552	2054	570	637	276	2	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106060	1880	68	1949	2578	716	799	347	2	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106065	1633	59	1693	2241	622	695	301	2	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106070	1119	40	1160	1534	426	476	206	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106075	1795	65	1860	2462	684	763	331	2	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106080	1327	48	1376	1821	505	564	245	1	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106085	1429	52	1481	1960	544	608	263	1	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106090	1354	49	1404	1857	516	576	250	1	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106095	1659	60	1720	2276	632	705	306	2	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106100	907	33	940	1244	345	386	167	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106105	1457	53	1510	1998	555	619	268	1	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106110	947	34	981	1299	360	402	174	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106115	2372	86	2459	3254	904	1009	438	3	0	5	2	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106120	1649	60	1709	2262	628	701	304	2	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106125	4104	149	4254	5629	1564	1745	757	5	0	10	4	1	3	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LK-1106130	1302	47	1350	1786	496	554	240	1	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106135	1906	69	1976	2615	726	811	352	2	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106140	1191	43	1235	1634	453	506	219	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106145	1995	72	2068	2737	760	848	368	2	0	4	2	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106150	2060	75	2136	2826	785	876	380	2	0	5	2	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106155	1068	39	1108	1466	407	454	197	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106160	842	30	873	1155	321	358	155	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106165	2605	95	2700	3573	992	1108	480	3	0	6	2	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106170	973	35	1009	1335	371	414	179	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106175	1568	57	1626	2151	597	667	289	2	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106180	1352	49	1401	1855	515	575	249	1	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106185	1635	59	1695	2243	623	695	301	2	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106190	786	28	814	1078	299	334	145	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106195	1038	37	1076	1423	395	441	191	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106200	1043	38	1081	1431	397	443	192	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106205	2108	77	2185	2891	803	896	389	2	0	5	2	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106210	1283	46	1330	1760	488	545	236	1	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106215	1024	37	1061	1405	390	435	189	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106220	1521	55	1576	2086	579	647	280	2	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106225	882	32	914	1209	336	375	162	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106230	1376	50	1426	1887	524	585	254	1	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109	105043	3288	108365	143613	32746	53036	18456	116	0	175	3	16	23	87	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109005	2083	65	2149	2847	649	1052	366	2	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109010	1680	53	1733	2296	524	848	295	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109015	1736	54	1791	2373	541	876	305	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109020	1810	57	1867	2474	564	914	318	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109025	1760	55	1816	2407	549	889	309	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109030	1776	56	1832	2428	554	897	312	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109035	1610	50	1661	2201	502	813	283	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109040	2305	72	2378	3151	719	1164	405	3	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109045	2033	64	2097	2780	634	1027	357	2	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109050	875	27	902	1196	272	441	153	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109055	2539	80	2619	3471	791	1282	446	3	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109060	2290	72	2363	3131	714	1156	403	3	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109065	1305	41	1346	1784	407	659	229	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109070	3201	101	3302	4377	998	1616	563	4	0	6	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109075	1836	57	1894	2510	572	927	323	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109080	3826	120	3947	5230	1193	1932	673	5	0	7	1	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109085	1196	37	1234	1636	373	604	210	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109090	797	25	822	1090	248	402	140	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109095	2018	63	2082	2759	629	1019	355	2	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109100	877	27	905	1199	273	443	154	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109105	782	24	806	1069	243	394	137	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109110	1093	34	1128	1494	341	552	192	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109115	2885	91	2976	3945	900	1457	507	3	0	5	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109120	2139	67	2207	2925	667	1080	376	2	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109125	2483	78	2562	3395	774	1254	436	3	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109130	2143	67	2210	2929	668	1082	377	2	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109135	1574	49	1624	2152	491	795	277	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109140	1164	36	1201	1591	363	588	204	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109145	2807	88	2896	3837	875	1417	493	3	0	5	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109150	3856	121	3978	5271	1202	1947	678	5	0	7	1	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109155	3550	112	3663	4854	1107	1793	624	4	0	6	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109160	1787	56	1843	2443	557	902	314	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109165	1286	40	1327	1759	401	649	226	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109170	1070	33	1104	1463	333	540	188	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109175	1027	32	1060	1404	320	518	180	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109180	834	26	860	1140	260	421	146	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109185	3160	99	3260	4321	985	1596	556	4	0	6	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109190	3094	97	3191	4229	965	1562	544	4	0	5	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109195	2600	82	2682	3555	811	1313	457	3	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109200	1876	59	1935	2565	585	947	330	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109205	2417	76	2493	3304	754	1220	425	3	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109210	1261	39	1301	1725	393	637	222	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109215	1312	41	1354	1794	409	662	230	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109220	2131	67	2198	2914	664	1076	374	2	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109225	2297	72	2370	3141	716	1160	404	3	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109230	1086	34	1121	1485	338	548	191	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109235	2116	66	2182	2892	660	1068	372	2	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109240	920	29	949	1258	287	464	161	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109245	981	30	1012	1341	306	495	172	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109250	1274	40	1314	1742	397	643	224	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109255	658	20	679	900	205	332	115	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109260	839	26	866	1147	261	424	147	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109265	1851	58	1910	2531	577	935	325	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109270	1307	41	1348	1787	407	660	229	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109275	1969	62	2032	2692	614	994	346	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109280	2312	72	2385	3161	721	1168	406	3	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109285	1549	48	1598	2118	483	782	272	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112	91402	3271	94735	127405	27312	46623	16705	80	0	130	0	0	9	130	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112005	2802	101	2904	3906	838	1430	513	3	0	5	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112010	570	20	591	794	170	291	104	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112015	576	20	597	804	172	294	105	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112020	738	26	765	1029	220	376	135	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112025	680	24	705	948	203	347	124	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112030	635	23	658	886	190	324	116	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112035	1155	41	1197	1609	345	589	211	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112040	1161	42	1203	1618	347	592	212	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112045	1046	37	1084	1458	313	534	191	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112050	482	17	500	672	144	246	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112055	1207	43	1251	1683	361	616	221	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112060	924	33	958	1288	276	471	169	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112065	674	24	699	940	201	344	123	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112070	2576	93	2670	3590	770	1314	471	3	0	4	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112075	1176	42	1219	1639	351	600	215	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112080	1816	65	1882	2531	543	926	332	2	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112085	1600	58	1659	2231	478	816	293	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112090	809	29	838	1127	242	412	148	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112095	539	19	558	751	161	275	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112100	1180	42	1223	1644	352	602	216	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112105	538	19	557	749	160	274	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112110	1177	42	1220	1641	352	600	215	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112115	691	25	717	964	206	353	126	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112120	1245	45	1290	1735	372	635	228	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112125	1202	43	1246	1675	359	613	220	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112130	1354	49	1404	1888	405	691	248	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112135	1104	40	1144	1539	330	563	202	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112140	848	30	879	1182	253	432	155	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112145	1176	42	1219	1640	352	600	215	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112150	1212	43	1256	1689	362	618	221	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112155	1486	53	1540	2071	444	758	272	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112160	782	28	810	1090	233	399	143	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112165	2481	89	2572	3458	742	1266	454	3	0	4	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112170	1806	65	1872	2518	540	922	330	2	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112175	1065	38	1103	1484	318	543	195	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112180	1280	46	1327	1784	383	653	234	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112185	950	34	984	1324	284	484	173	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112190	1623	58	1682	2262	485	828	297	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112195	1291	46	1338	1799	386	659	236	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112200	1477	53	1531	2059	442	754	270	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112205	1717	62	1779	2392	513	876	314	2	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112210	1146	41	1188	1597	342	585	209	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112215	607	22	629	846	181	310	111	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112220	933	33	967	1301	279	476	170	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112225	942	34	976	1313	281	480	172	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112230	1895	68	1964	2641	566	967	347	2	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112235	728	26	754	1014	217	371	133	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112240	1381	50	1431	1925	413	704	252	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112245	1789	64	1854	2493	535	913	327	2	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112250	1259	45	1305	1755	376	642	230	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112255	961	34	996	1340	287	490	176	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112260	1552	56	1609	2163	464	792	284	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112265	1226	44	1271	1709	367	626	224	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112270	1029	37	1067	1435	308	525	188	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112275	1446	52	1498	2015	432	737	264	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112280	817	29	847	1139	244	417	149	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112285	1110	40	1150	1547	332	566	203	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112290	1530	55	1585	2132	457	780	280	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112295	587	21	609	819	175	299	107	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112300	746	27	773	1040	223	380	136	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112305	1225	44	1270	1708	366	625	224	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112310	1140	41	1182	1589	341	582	208	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112315	1570	56	1628	2189	469	801	287	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112320	1186	42	1229	1653	354	605	217	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112325	818	29	848	1140	244	417	149	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112330	708	25	734	987	211	361	129	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112335	651	23	675	907	194	332	119	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112340	1239	44	1284	1727	370	632	226	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112345	1095	39	1135	1526	327	559	200	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112350	803	29	832	1120	240	410	147	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112355	959	34	994	1337	287	489	175	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112360	1225	44	1270	1708	366	625	224	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112365	1030	37	1068	1436	308	525	188	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112370	819	29	848	1141	245	417	149	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112375	1181	42	1224	1646	353	602	216	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
