entity_id	valid	rejected	polled	electors	PA	UNP	JVP	SMBP	LDA	SLMP	Liberal	Ind 1	Ind 2	PLSF	Ind 3	DUNF	PFF
LK-1109055	2211	61	2272	3047	1221	796	149	22	8	2	2	2	2	1	0	0	0
LK-1109060	1994	55	2049	2749	1101	718	134	19	7	1	2	2	2	1	0	0	0
LK-1109065	1136	31	1167	1566	627	409	76	11	4	1	1	1	1	0	0	0	0
LK-1109070	2787	77	2864	3843	1539	1004	188	27	10	2	3	3	3	2	0	1	0
LK-1109075	1598	44	1643	2204	883	575	107	16	5	1	1	1	1	1	0	0	0
LK-1109080	3331	92	3423	4592	1840	1199	224	33	12	3	3	4	3	2	1	1	1
LK-1109085	1042	28	1070	1436	575	375	70	10	3	1	1	1	1	0	0	0	0
LK-1109090	694	19	713	957	383	250	46	6	2	0	0	0	0	0	0	0	0
LK-1109095	1757	48	1806	2422	970	633	118	17	6	1	1	2	1	1	0	0	0
LK-1109100	764	21	785	1053	422	275	51	7	2	0	0	0	0	0	0	0	0
LK-1109105	680	18	699	938	376	245	45	6	2	0	0	0	0	0	0	0	0
LK-1109110	952	26	978	1312	525	342	64	9	3	0	1	1	1	0	0	0	0
LK-1109115	2512	69	2582	3463	1387	904	169	25	9	2	2	3	2	2	0	0	0
LK-1109120	1863	51	1914	2568	1029	671	125	18	6	1	2	2	2	1	0	0	0
LK-1109125	2162	59	2222	2981	1194	778	145	21	7	2	2	2	2	1	0	0	0
LK-1109130	1866	51	1917	2572	1030	672	125	18	6	1	2	2	2	1	0	0	0
LK-1109135	1371	37	1408	1889	757	493	92	13	5	1	1	1	1	1	0	0	0
LK-1109140	1013	28	1041	1397	560	365	68	10	3	1	1	1	1	0	0	0	0
LK-1109145	2444	67	2512	3369	1350	880	164	24	9	2	2	2	2	2	0	0	0
LK-1109150	3357	92	3450	4628	1854	1209	226	33	12	3	3	4	3	2	1	1	1
LK-1109155	3092	85	3177	4262	1707	1113	208	30	11	3	3	3	3	2	1	1	0
LK-1109160	1556	43	1599	2145	859	560	104	15	5	1	1	1	1	1	0	0	0
LK-1109165	1120	30	1151	1544	618	403	75	11	4	1	1	1	1	0	0	0	0
LK-1109170	932	25	957	1285	514	335	62	9	3	0	1	1	1	0	0	0	0
LK-1109175	894	24	919	1233	494	322	60	8	3	0	0	1	0	0	0	0	0
LK-1109180	726	20	746	1001	401	261	48	7	2	0	0	0	0	0	0	0	0
LK-1109185	2752	76	2828	3793	1520	991	185	27	10	2	3	3	3	2	0	1	0
LK-1109190	2694	74	2768	3713	1488	970	181	26	9	2	2	3	3	2	0	1	0
LK-1109195	2264	62	2326	3121	1250	815	152	22	8	2	2	2	2	1	0	0	0
LK-1109200	1633	45	1679	2252	902	588	110	16	6	1	1	2	1	1	0	0	0
LK-1109205	2105	58	2163	2901	1162	758	141	21	7	2	2	2	2	1	0	0	0
LK-1109210	1098	30	1129	1514	606	395	74	11	4	1	1	1	1	0	0	0	0
LK-1109215	1143	31	1174	1575	631	411	77	11	4	1	1	1	1	0	0	0	0
LK-1109220	1856	51	1907	2558	1025	668	125	18	6	1	2	2	2	1	0	0	0
LK-1109225	2000	55	2056	2758	1105	720	134	20	7	1	2	2	2	1	0	0	0
LK-1109230	946	26	972	1304	522	340	63	9	3	0	1	1	1	0	0	0	0
LK-1109235	1842	50	1893	2539	1017	663	124	18	6	1	2	2	2	1	0	0	0
LK-1109240	801	22	823	1104	442	288	54	8	2	0	0	0	0	0	0	0	0
LK-1109245	854	23	878	1177	471	307	57	8	3	0	0	1	0	0	0	0	0
LK-1109250	1109	30	1140	1529	612	399	74	11	4	1	1	1	1	0	0	0	0
LK-1109255	573	15	589	790	316	206	38	5	2	0	0	0	0	0	0	0	0
LK-1109260	731	20	751	1007	403	263	49	7	2	0	0	0	0	0	0	0	0
LK-1109265	1612	44	1657	2222	890	580	108	16	5	1	1	1	1	1	0	0	0
LK-1109270	1138	31	1169	1569	628	409	76	11	4	1	1	1	1	0	0	0	0
LK-1109275	1715	47	1762	2364	947	617	115	17	6	1	1	2	1	1	0	0	0
LK-1109280	2013	55	2069	2776	1112	725	135	20	7	2	2	2	2	1	0	0	0
LK-1109285	1349	37	1386	1860	745	486	91	13	4	1	1	1	1	1	0	0	0
LK-1112	79232	2206	81473	109811	44082	29039	4557	587	216	46	52	80	88	17	0	0	1
LK-1112005	2429	68	2498	3367	1352	891	140	19	7	2	2	3	4	1	0	0	1
LK-1112010	494	14	508	685	275	181	28	3	1	0	0	0	0	0	0	0	0
LK-1112015	500	14	514	693	278	183	29	3	1	0	0	0	0	0	0	0	0
LK-1112020	640	18	658	887	356	234	37	5	2	0	0	0	1	0	0	0	0
LK-1112025	590	16	606	817	328	216	34	4	1	0	0	0	0	0	0	0	0
LK-1112030	551	15	566	763	306	202	31	4	1	0	0	0	0	0	0	0	0
LK-1112035	1001	28	1029	1387	557	367	58	7	3	1	1	1	1	0	0	0	0
LK-1112040	1006	28	1035	1395	560	369	58	7	3	1	1	1	1	0	0	0	0
LK-1112045	907	25	933	1257	505	332	52	7	2	0	1	1	1	0	0	0	0
LK-1112050	418	11	430	579	232	153	24	3	1	0	0	0	0	0	0	0	0
LK-1112055	1046	29	1076	1450	582	384	60	8	3	1	1	1	1	0	0	0	0
LK-1112060	801	22	824	1110	446	294	46	6	2	0	0	1	1	0	0	0	0
LK-1112065	584	16	601	810	325	214	33	4	1	0	0	0	0	0	0	0	0
LK-1112070	2233	63	2296	3095	1243	819	129	17	7	2	2	3	3	1	0	0	0
LK-1112075	1019	28	1048	1412	567	374	59	8	3	1	1	1	1	0	0	0	0
LK-1112080	1574	44	1618	2181	876	577	91	12	4	1	1	2	2	1	0	0	0
LK-1112085	1387	39	1427	1923	772	509	80	10	4	1	1	2	2	1	0	0	0
LK-1112090	701	19	721	971	390	257	40	5	2	0	0	1	1	0	0	0	0
LK-1112095	467	13	480	647	260	171	27	3	1	0	0	0	0	0	0	0	0
LK-1112100	1022	28	1051	1417	569	375	59	8	3	1	1	1	1	0	0	0	0
LK-1112105	466	13	479	646	259	171	27	3	1	0	0	0	0	0	0	0	0
LK-1112110	1020	28	1049	1414	568	374	59	8	3	1	1	1	1	0	0	0	0
LK-1112115	599	16	616	831	333	220	34	4	1	0	0	0	0	0	0	0	0
LK-1112120	1079	30	1110	1496	600	396	62	8	3	1	1	1	1	0	0	0	0
LK-1112125	1042	29	1071	1444	580	382	60	8	3	1	1	1	1	0	0	0	0
LK-1112130	1174	33	1207	1627	653	430	68	9	3	1	1	1	1	0	0	0	0
LK-1112135	957	27	984	1326	532	351	55	7	3	1	1	1	1	0	0	0	0
LK-1112140	735	20	756	1019	409	269	42	5	2	0	0	1	1	0	0	0	0
LK-1112145	1020	28	1049	1413	567	374	59	8	3	1	1	1	1	0	0	0	0
LK-1112150	1050	29	1080	1456	584	385	60	8	3	1	1	1	1	0	0	0	0
LK-1112155	1288	36	1324	1785	717	472	74	10	4	1	1	1	2	1	0	0	0
LK-1112160	678	19	697	939	377	248	39	5	2	0	0	1	1	0	0	0	0
LK-1112165	2151	60	2212	2981	1197	789	124	16	6	2	2	3	3	1	0	0	0
LK-1112170	1566	44	1610	2170	871	574	90	12	4	1	1	2	2	1	0	0	0
LK-1112175	923	26	949	1279	513	338	53	7	2	0	1	1	1	0	0	0	0
LK-1112180	1110	31	1141	1538	617	407	64	8	3	1	1	1	1	0	0	0	0
LK-1112185	823	23	847	1141	458	302	47	6	2	0	0	1	1	0	0	0	0
LK-1112190	1407	39	1446	1949	783	516	81	11	4	1	1	2	2	1	0	0	0
LK-1112195	1119	31	1151	1551	623	410	64	8	3	1	1	1	1	0	0	0	0
LK-1112200	1281	36	1317	1775	713	469	74	10	4	1	1	1	2	1	0	0	0
LK-1112205	1488	42	1530	2062	828	545	86	11	4	1	1	2	2	1	0	0	0
LK-1112210	993	28	1022	1377	553	364	57	7	3	1	1	1	1	0	0	0	0
LK-1112215	526	14	541	730	293	193	30	4	1	0	0	0	0	0	0	0	0
LK-1112220	809	22	832	1121	450	296	46	6	2	0	0	1	1	0	0	0	0
LK-1112225	817	23	840	1132	454	299	47	6	2	0	0	1	1	0	0	0	0
LK-1112230	1643	46	1689	2276	914	602	95	12	5	1	1	2	2	1	0	0	0
LK-1112235	631	17	648	874	351	231	36	4	2	0	0	0	1	0	0	0	0
LK-1112240	1197	33	1231	1659	666	439	69	9	3	1	1	1	1	0	0	0	0
LK-1112245	1551	43	1594	2149	863	568	89	12	4	1	1	2	2	1	0	0	0
LK-1112250	1092	30	1123	1513	607	400	63	8	3	1	1	1	1	0	0	0	0
LK-1112255	833	23	857	1155	464	305	48	6	2	0	1	1	1	0	0	0	0
LK-1112260	1345	38	1383	1864	749	493	78	10	4	1	1	2	2	1	0	0	0
LK-1112265	1063	30	1093	1473	591	390	61	8	3	1	1	1	1	0	0	0	0
LK-1112270	892	25	917	1237	496	327	51	7	2	0	1	1	1	0	0	0	0
LK-1112275	1253	35	1289	1737	697	459	72	9	3	1	1	1	2	1	0	0	0
LK-1112280	708	20	728	982	394	259	41	5	2	0	0	1	1	0	0	0	0
LK-1112285	962	27	989	1333	535	352	55	7	3	1	1	1	1	0	0	0	0
LK-1112290	1326	37	1364	1838	738	486	76	10	4	1	1	2	2	1	0	0	0
LK-1112295	509	14	523	706	283	186	29	4	1	0	0	0	0	0	0	0	0
LK-1112300	647	18	665	896	360	237	37	5	2	0	0	0	1	0	0	0	0
LK-1112305	1062	30	1092	1472	591	389	61	8	3	1	1	1	1	0	0	0	0
LK-1112310	988	28	1016	1370	550	362	57	7	3	1	1	1	1	0	0	0	0
LK-1112315	1361	38	1400	1887	757	499	78	10	4	1	1	2	2	1	0	0	0
LK-1112320	1028	29	1057	1425	572	377	59	8	3	1	1	1	1	0	0	0	0
LK-1112325	709	20	729	983	394	260	41	5	2	0	0	1	1	0	0	0	0
LK-1112330	614	17	631	851	341	225	35	4	1	0	0	0	1	0	0	0	0
LK-1112335	564	15	580	782	314	207	32	4	1	0	0	0	0	0	0	0	0
LK-1112340	1074	30	1105	1489	598	394	62	8	3	1	1	1	1	0	0	0	0
LK-1112345	949	26	976	1315	528	348	55	7	3	1	1	1	1	0	0	0	0
LK-1112350	696	19	716	965	387	255	40	5	2	0	0	1	1	0	0	0	0
LK-1112355	832	23	855	1152	463	305	48	6	2	0	1	1	1	0	0	0	0
LK-1112360	1062	30	1092	1472	591	389	61	8	3	1	1	1	1	0	0	0	0
LK-1112365	893	25	918	1237	497	327	51	7	2	0	1	1	1	0	0	0	0
LK-1112370	710	20	730	983	395	260	41	5	2	0	0	1	1	0	0	0	0
LK-1112375	1023	29	1052	1418	569	375	59	8	3	1	1	1	1	0	0	0	0
LK-1112380	438	12	450	607	243	160	25	3	1	0	0	0	0	0	0	0	0
LK-1112385	658	18	677	912	366	241	38	5	2	0	0	1	1	0	0	0	0
LK-1112390	681	19	700	943	379	249	39	5	2	0	0	1	1	0	0	0	0
LK-1112395	317	9	326	440	176	116	18	2	1	0	0	0	0	0	0	0	0
LK-1112400	805	22	828	1116	448	295	46	6	2	0	0	1	1	0	0	0	0
LK-1112405	1625	46	1671	2252	904	596	94	12	5	1	1	2	2	1	0	0	0
LK-1115	45057	1000	46091	60779	23456	18575	2022	200	175	41	50	45	74	26	0	0	2
LK-1115005	673	15	689	908	350	278	30	3	3	1	1	1	1	0	0	0	0
LK-1115010	712	16	729	961	371	294	32	3	3	1	1	1	1	0	0	0	0
LK-1115015	427	9	437	577	222	176	19	2	1	0	0	0	1	0	0	0	0
LK-1115020	236	5	242	319	123	97	10	1	1	0	0	0	0	0	0	0	0
LK-1115025	811	18	830	1094	422	334	37	4	3	1	1	1	1	1	0	0	0
LK-1115030	1329	30	1360	1793	692	548	60	6	6	2	2	2	3	1	0	0	0
LK-1115035	669	15	684	902	348	276	30	3	3	1	1	1	1	0	0	0	0
LK-1115040	322	7	330	435	168	133	14	1	1	0	0	0	0	0	0	0	0
LK-1115045	917	21	938	1237	478	378	41	4	4	1	1	1	2	1	0	0	0
LK-1115050	924	21	945	1246	481	381	42	4	4	1	1	1	2	1	0	0	0
LK-1115055	1049	24	1073	1415	546	433	47	5	4	1	1	1	2	1	0	0	0
LK-1115060	792	18	811	1069	413	327	36	4	3	1	1	1	1	1	0	0	0
LK-1115065	646	14	661	871	336	266	29	3	2	1	1	1	1	0	0	0	0
LK-1115070	1055	24	1079	1423	549	435	48	5	4	1	1	1	2	1	0	0	0
LK-1115075	548	12	561	740	285	226	25	2	2	0	1	0	1	0	0	0	0
LK-1115080	426	9	436	575	222	175	19	2	1	0	0	0	1	0	0	0	0
LK-1115085	473	10	484	638	246	195	21	2	2	0	0	0	1	0	0	0	0
LK-1115090	456	10	466	615	237	188	20	2	2	0	0	0	1	0	0	0	0
LK-1115095	566	13	579	764	295	234	25	2	2	0	1	0	1	0	0	0	0
LK-1115100	976	22	998	1316	508	402	44	5	4	1	1	1	2	1	0	0	0
LK-1115105	776	17	793	1046	404	320	35	3	3	1	1	1	1	1	0	0	0
LK-1115110	725	16	741	977	377	299	33	3	3	1	1	1	1	1	0	0	0
LK-1115115	517	11	529	698	269	213	23	2	2	0	0	0	1	0	0	0	0
LK-1115120	830	19	849	1119	432	342	37	4	3	1	1	1	2	1	0	0	0
LK-1115125	727	16	744	981	379	300	33	3	3	1	1	1	1	1	0	0	0
LK-1115130	847	19	866	1142	441	349	38	4	3	1	1	1	2	1	0	0	0
LK-1115135	683	15	699	921	356	282	31	3	3	1	1	1	1	0	0	0	0
LK-1115140	743	17	760	1003	387	306	33	3	3	1	1	1	1	1	0	0	0
LK-1115145	1174	26	1201	1583	611	484	53	6	5	1	2	2	2	1	0	0	0
LK-1115150	1520	34	1555	2050	792	627	69	7	6	2	2	2	3	2	0	0	1
LK-1115155	517	11	529	698	269	213	23	2	2	0	0	0	1	0	0	0	0
LK-1115160	515	11	527	695	268	212	23	2	2	0	0	0	1	0	0	0	0
LK-1115165	750	17	767	1011	390	309	34	3	3	1	1	1	1	1	0	0	0
LK-1115170	831	19	850	1121	433	343	37	4	3	1	1	1	2	1	0	0	0
LK-1115175	574	13	588	775	299	237	26	2	2	0	1	0	1	0	0	0	0
LK-1115180	805	18	823	1086	419	332	36	4	3	1	1	1	1	1	0	0	0
LK-1115185	1410	32	1442	1901	734	582	64	7	6	2	2	2	3	1	0	0	1
LK-1115190	367	8	376	495	191	151	16	1	1	0	0	0	0	0	0	0	0
LK-1115195	530	12	542	715	276	218	24	2	2	0	1	0	1	0	0	0	0
LK-1115200	591	13	604	797	307	243	26	3	2	0	1	1	1	0	0	0	0
LK-1115205	1184	27	1211	1597	616	488	54	6	5	1	2	2	2	1	0	0	0
LK-1115210	598	13	612	806	311	246	27	3	2	1	1	1	1	0	0	0	0
LK-1115215	666	15	681	898	346	274	30	3	3	1	1	1	1	0	0	0	0
LK-1115220	464	10	475	626	242	191	21	2	2	0	0	0	1	0	0	0	0
LK-1115225	686	15	701	925	357	283	31	3	3	1	1	1	1	0	0	0	0
LK-1115230	523	12	535	706	272	216	23	2	2	0	0	0	1	0	0	0	0
LK-1115235	585	13	599	789	305	241	26	3	2	0	1	1	1	0	0	0	0
LK-1115240	850	19	869	1146	442	350	38	4	3	1	1	1	2	1	0	0	0
LK-1115245	446	10	457	602	232	184	20	2	2	0	0	0	1	0	0	0	0
LK-1115250	599	13	612	808	312	247	27	3	2	1	1	1	1	0	0	0	0
LK-1115255	644	14	659	869	335	266	29	3	2	1	1	1	1	0	0	0	0
LK-1115260	263	6	269	355	137	108	12	1	1	0	0	0	0	0	0	0	0
LK-1115265	680	15	695	917	354	280	31	3	3	1	1	1	1	0	0	0	0
LK-1115270	412	9	421	556	214	170	18	2	1	0	0	0	0	0	0	0	0
LK-1115275	735	16	752	992	383	303	33	3	3	1	1	1	1	1	0	0	0
LK-1115280	680	15	695	917	354	280	31	3	3	1	1	1	1	0	0	0	0
LK-1115285	1112	25	1137	1500	579	459	50	5	5	1	2	1	2	1	0	0	0
LK-1115290	343	7	351	463	179	141	15	1	1	0	0	0	0	0	0	0	0
LK-1115295	488	11	499	658	254	201	22	2	2	0	0	0	1	0	0	0	0
LK-1115300	240	5	245	323	125	99	10	1	1	0	0	0	0	0	0	0	0
LK-1115305	211	4	216	284	110	87	9	1	0	0	0	0	0	0	0	0	0
LK-1115310	280	6	286	378	146	115	12	1	1	0	0	0	0	0	0	0	0
LK-1115315	303	6	310	409	158	125	13	1	1	0	0	0	0	0	0	0	0
LK-1115320	294	6	301	397	153	121	13	1	1	0	0	0	0	0	0	0	0
LK-1115325	510	11	522	688	266	210	23	2	2	0	0	0	1	0	0	0	0
LK-1115330	678	15	694	915	353	280	30	3	3	1	1	1	1	0	0	0	0
LK-1115335	782	17	800	1055	407	323	35	4	3	1	1	1	1	1	0	0	0
LK-1115340	362	8	370	488	188	149	16	1	1	0	0	0	0	0	0	0	0
LK-1118	24923	575	25519	33796	13142	10048	1175	113	87	14	20	16	31	9	0	0	0
LK-1118005	334	7	342	451	174	138	15	1	1	0	0	0	0	0	0	0	0
LK-1118010	601	13	615	811	313	248	27	3	2	1	1	1	1	0	0	0	0
LK-1118015	339	7	347	457	176	140	15	1	1	0	0	0	0	0	0	0	0
LK-1118020	708	16	725	956	369	292	32	3	3	1	1	1	1	0	0	0	0
LK-1118025	314	7	321	424	163	129	14	1	1	0	0	0	0	0	0	0	0
LK-1118030	384	8	393	518	200	158	17	1	1	0	0	0	0	0	0	0	0
LK-1118035	749	17	766	1010	390	309	34	3	3	1	1	1	1	1	0	0	0
LK-1118040	425	9	435	573	221	175	19	2	1	0	0	0	1	0	0	0	0
LK-1118045	288	6	294	388	150	118	13	1	1	0	0	0	0	0	0	0	0
LK-1118050	530	12	542	715	276	218	24	2	2	0	1	0	1	0	0	0	0
LK-1118055	744	17	761	1003	387	307	33	3	3	1	1	1	1	1	0	0	0
LK-1118060	280	6	286	377	145	115	12	1	1	0	0	0	0	0	0	0	0
LK-1118065	569	13	582	768	296	235	26	2	2	0	1	0	1	0	0	0	0
LK-1118070	527	12	539	711	274	217	24	2	2	0	0	0	1	0	0	0	0
LK-1118075	1105	25	1130	1490	575	456	50	5	5	1	2	1	2	1	0	0	0
LK-1118080	947	21	969	1277	493	391	43	4	4	1	1	1	2	1	0	0	0
LK-1118085	494	11	505	666	257	203	22	2	2	0	0	0	1	0	0	0	0
LK-1118090	1164	26	1191	1570	606	480	53	5	5	1	2	2	2	1	0	0	0
LK-1118095	602	13	616	812	313	248	27	3	2	1	1	1	1	0	0	0	0
LK-1118100	859	19	878	1158	447	354	39	4	3	1	1	1	2	1	0	0	0
LK-1118105	458	10	468	618	238	189	20	2	2	0	0	0	1	0	0	0	0
LK-1118110	854	19	874	1152	445	352	39	4	3	1	1	1	2	1	0	0	0
LK-1118115	718	16	735	969	374	296	32	3	3	1	1	1	1	1	0	0	0
LK-1118120	631	14	645	851	328	260	28	3	2	1	1	1	1	0	0	0	0
LK-1118125	927	21	948	1250	483	382	42	4	4	1	1	1	2	1	0	0	0
LK-1118130	356	10	366	494	198	130	20	2	1	0	0	0	0	0	0	0	0
LK-1118135	526	12	538	710	274	217	24	2	2	0	0	0	1	0	0	0	0
LK-1118140	391	11	402	542	217	143	22	3	1	0	0	0	0	0	0	0	0
LK-1118145	489	13	503	678	272	179	28	3	1	0	0	0	0	0	0	0	0
LK-1118150	327	9	336	453	182	120	18	2	1	0	0	0	0	0	0	0	0
LK-1118155	453	12	466	628	252	166	26	3	1	0	0	0	0	0	0	0	0
LK-1118160	686	19	705	950	381	251	39	5	2	0	0	1	1	0	0	0	0
LK-1118165	499	14	513	691	277	183	28	3	1	0	0	0	0	0	0	0	0
LK-1118170	633	17	651	877	352	232	36	4	2	0	0	0	1	0	0	0	0
LK-1118175	427	12	439	592	238	156	24	3	1	0	0	0	0	0	0	0	0
LK-1118180	587	16	604	814	326	215	34	4	1	0	0	0	0	0	0	0	0
LK-1118185	298	6	305	402	155	123	13	1	1	0	0	0	0	0	0	0	0
LK-1118190	541	12	554	730	282	223	24	2	2	0	1	0	1	0	0	0	0
LK-1118195	695	15	711	937	362	287	31	3	3	1	1	1	1	0	0	0	0
LK-1118200	369	8	377	498	192	152	16	1	1	0	0	0	0	0	0	0	0
LK-1118205	302	6	309	408	157	124	13	1	1	0	0	0	0	0	0	0	0
LK-1118210	246	5	251	331	128	101	11	1	1	0	0	0	0	0	0	0	0
LK-1118215	559	12	572	754	291	230	25	2	2	0	1	0	1	0	0	0	0
LK-1118220	363	8	371	490	189	149	16	1	1	0	0	0	0	0	0	0	0
LK-1118225	303	6	310	408	157	125	13	1	1	0	0	0	0	0	0	0	0
LK-1118230	322	7	329	434	167	132	14	1	1	0	0	0	0	0	0	0	0
LK-1121	77060	2857	79934	108601	43563	27318	4147	1101	319	57	63	97	78	46	7	0	12
LK-1121005	2371	88	2459	3341	1340	841	128	34	10	2	2	3	3	2	0	0	1
LK-1121010	2441	91	2532	3440	1380	865	132	35	10	2	2	3	3	2	0	0	1
LK-1121015	2450	91	2541	3452	1385	869	132	35	10	2	2	3	3	2	0	0	1
LK-1121020	2155	80	2235	3037	1218	764	116	31	9	2	2	3	2	1	0	0	0
LK-1121025	2439	91	2530	3438	1379	865	131	35	10	2	2	3	3	2	0	0	1
LK-1121030	1944	72	2017	2740	1099	689	105	28	8	1	2	2	2	1	0	0	0
LK-1121035	2210	82	2292	3114	1249	783	119	32	9	2	2	3	2	1	0	0	0
LK-1121040	1754	65	1819	2472	992	622	94	25	7	1	1	2	2	1	0	0	0
LK-1121045	494	18	512	696	279	175	26	7	2	0	0	0	0	0	0	0	0
LK-1121050	1058	39	1097	1491	598	375	57	15	4	1	1	1	1	0	0	0	0
LK-1121055	1703	63	1767	2401	963	604	92	24	7	1	1	2	2	1	0	0	0
LK-1121060	967	36	1003	1363	547	343	52	14	4	0	1	1	1	0	0	0	0
LK-1121065	3000	111	3112	4228	1696	1064	162	43	13	3	3	4	3	2	1	0	1
LK-1121070	1378	51	1430	1942	779	488	74	20	6	1	1	2	1	1	0	0	0
LK-1121075	1782	66	1849	2512	1008	632	96	25	7	1	1	2	2	1	0	0	0
LK-1121080	2780	103	2884	3918	1572	986	150	40	12	2	2	4	3	2	1	0	1
LK-1121085	2290	85	2376	3228	1295	812	123	33	10	2	2	3	2	2	0	0	0
LK-1121090	2475	92	2568	3488	1399	878	133	35	10	2	2	3	3	2	0	0	1
LK-1121095	1875	69	1945	2643	1060	665	101	27	8	1	1	2	2	1	0	0	0
LK-1121100	2568	95	2664	3619	1452	911	138	37	11	2	2	3	3	2	1	0	1
LK-1121105	1450	54	1504	2043	819	514	78	21	6	1	1	2	1	1	0	0	0
LK-1121110	966	36	1003	1362	546	342	52	14	4	0	1	1	1	0	0	0	0
LK-1121115	2053	76	2130	2893	1161	728	111	29	9	2	2	3	2	1	0	0	0
LK-1121120	1593	59	1652	2245	900	565	86	23	7	1	1	2	2	1	0	0	0
LK-1121125	1085	40	1125	1529	613	384	58	15	4	1	1	1	1	0	0	0	0
LK-1121130	2809	104	2914	3958	1588	996	151	40	12	2	2	4	3	2	1	0	1
LK-1121135	1056	39	1095	1488	597	374	57	15	4	1	1	1	1	0	0	0	0
LK-1121140	1431	53	1484	2017	809	507	77	20	6	1	1	2	1	1	0	0	0
LK-1121145	1357	50	1407	1912	767	481	73	19	5	1	1	2	1	1	0	0	0
LK-1121150	626	23	649	882	354	222	33	9	2	0	0	0	0	0	0	0	0
LK-1121155	2156	80	2237	3039	1219	764	116	31	9	2	2	3	2	1	0	0	0
LK-1121160	884	33	917	1247	500	313	47	12	3	0	0	1	1	0	0	0	0
LK-1121165	2139	79	2219	3015	1209	758	115	31	9	2	2	3	2	1	0	0	0
LK-1121170	2038	76	2114	2872	1152	722	110	29	8	2	2	3	2	1	0	0	0
LK-1121175	2875	107	2982	4052	1625	1019	155	41	12	2	3	4	3	2	1	0	1
LK-1121180	1606	59	1666	2263	908	569	86	23	7	1	1	2	2	1	0	0	0
LK-1121185	3035	113	3148	4276	1716	1076	164	44	13	3	3	4	3	2	1	0	1
LK-1121190	1923	71	1995	2710	1087	682	103	27	8	1	2	2	2	1	0	0	0
LK-1121195	1442	53	1495	2032	815	511	77	20	6	1	1	2	1	1	0	0	0
LK-1121200	2900	108	3008	4087	1639	1028	156	42	12	2	3	4	3	2	1	0	1
LK-1121205	1502	56	1558	2116	849	532	81	21	6	1	1	2	1	1	0	0	0
LK-1124	49625	1666	51302	70416	24772	21447	2065	751	221	38	75	75	28	34	1	1	2
LK-1124005	5504	185	5689	7809	2748	2379	230	84	25	5	9	9	4	4	1	1	1
LK-1124010	3222	108	3331	4572	1608	1392	134	49	14	3	5	5	2	2	0	0	0
LK-1124015	3105	104	3209	4405	1550	1342	129	47	14	2	5	5	2	2	0	0	0
LK-1124020	1652	55	1707	2344	824	714	69	25	7	1	2	2	1	1	0	0	0
LK-1124025	2204	74	2279	3128	1100	952	92	33	10	2	3	3	1	1	0	0	0
LK-1124030	1867	63	1930	2649	932	807	78	28	8	1	3	3	1	1	0	0	0
LK-1124035	2625	88	2714	3725	1310	1134	109	40	12	2	4	4	1	2	0	0	0
LK-1124040	1550	52	1603	2200	774	670	64	23	7	1	2	2	1	1	0	0	0
LK-1124045	2727	92	2819	3870	1361	1179	114	41	12	2	4	4	2	2	0	0	0
LK-1124050	1833	61	1894	2600	915	792	76	28	8	1	3	3	1	1	0	0	0
LK-1124055	1671	56	1728	2372	834	722	69	25	7	1	2	2	1	1	0	0	0
LK-1124060	2438	82	2521	3460	1217	1054	101	37	11	2	4	4	1	2	0	0	0
LK-1124065	2518	84	2603	3572	1257	1088	105	38	11	2	4	4	1	2	0	0	0
LK-1124070	2588	87	2676	3673	1292	1119	108	39	12	2	4	4	1	2	0	0	0
LK-1124075	2505	84	2590	3555	1251	1083	104	38	11	2	4	4	1	2	0	0	0
LK-1124080	1548	52	1600	2196	772	669	64	23	7	1	2	2	1	1	0	0	0
LK-1124085	2734	92	2827	3880	1365	1182	114	42	12	2	4	4	2	2	0	0	0
LK-1124090	2462	83	2545	3493	1229	1064	102	37	11	2	4	4	1	2	0	0	0
LK-1124095	3360	113	3474	4768	1678	1452	140	51	15	3	5	5	2	2	0	0	1
LK-1124100	1512	51	1563	2145	755	653	63	23	7	1	2	2	1	1	0	0	0
LK-1127	106270	3333	109611	160624	42116	57951	3169	885	1096	311	236	126	128	59	39	18	17
LK-1127005	3103	109	3213	5019	898	2028	49	25	66	11	12	4	2	1	1	0	0
LK-1127010	3480	123	3603	5628	1008	2274	55	28	74	12	13	4	2	1	2	0	0
LK-1127015	4197	116	4313	6078	1869	2103	141	30	16	13	6	4	6	2	1	0	1
LK-1127020	2958	81	3040	4285	1318	1482	99	21	11	9	4	3	4	1	1	0	0
LK-1127025	4500	124	4625	6517	2004	2255	151	32	17	14	6	4	6	2	1	0	1
LK-1127030	7915	219	8134	11462	3526	3966	266	56	30	24	11	8	11	4	2	1	2
LK-1127035	7384	204	7589	10694	3289	3700	249	53	28	22	11	8	11	4	2	0	2
LK-1127040	9074	251	9325	13140	4042	4547	306	65	35	28	13	9	13	5	3	1	2
LK-1127045	2181	60	2241	3159	971	1093	73	15	8	6	3	2	3	1	0	0	0
LK-1127050	2980	96	3076	4486	1238	1552	103	28	29	7	6	4	4	2	1	1	0
LK-1127055	5120	166	5287	7708	2128	2667	177	49	50	13	10	7	7	4	2	1	1
LK-1127060	5811	188	6000	8749	2415	3027	201	55	56	14	12	8	8	4	2	2	1
LK-1127065	3399	120	3519	5497	984	2221	54	28	72	12	13	4	2	1	2	0	0
LK-1127070	3423	121	3544	5535	991	2237	54	28	72	12	13	4	2	1	2	0	0
