entity_id	valid	rejected	polled	electors	UPFA	NDF	SLLP	DUNF	UDF	JSP	Ind 1	LF	ONF	NSH	Ind 3	Ind 5	USP	Ind 2	SEP	JP	NA	Ind 4	UNAF	RPP	PNF	ACAKO
LK-1103025	4149	68	4218	6413	1183	2884	6	13	14	4	3	7	5	5	1	5	2	1	2	0	0	0	0	0	0	0
LK-1103030	6418	106	6524	9919	1830	4461	10	20	23	7	5	11	8	9	2	8	4	3	3	0	1	1	1	0	0	1
LK-1103035	5852	96	5948	9044	1669	4067	9	18	21	6	5	10	7	8	2	8	4	2	3	0	1	0	0	0	0	1
LK-1103040	6501	107	6609	10048	1854	4519	10	20	23	7	6	11	8	9	2	9	4	3	3	0	1	1	1	0	0	1
LK-1103045	3007	49	3057	4648	857	2090	4	9	10	3	2	5	3	4	1	4	2	1	1	0	0	0	0	0	0	0
LK-1103050	4432	73	4505	6850	1264	3080	7	14	15	5	4	8	5	6	1	6	3	2	2	0	0	0	0	0	0	1
LK-1103055	4704	64	4768	6793	1060	3554	8	12	18	4	3	5	6	5	2	3	4	3	1	1	2	1	1	1	1	1
LK-1103060	4085	55	4141	5899	920	3086	7	10	16	4	2	4	5	4	2	3	3	3	1	0	1	1	1	1	0	0
LK-1103065	4289	58	4348	6194	966	3241	7	11	17	4	2	5	5	4	2	3	3	3	1	1	1	1	1	1	1	1
LK-1103070	6768	92	6860	9773	1525	5113	11	18	27	6	4	7	9	7	3	5	6	5	2	1	3	2	2	1	1	1
LK-1103075	8859	120	8980	12794	1996	6693	15	23	35	8	6	10	12	9	4	7	7	6	2	2	4	2	2	2	2	2
LK-1103080	4485	61	4546	6477	1010	3388	7	11	17	4	3	5	6	4	2	3	3	3	1	1	2	1	1	1	1	1
LK-1103085	3436	46	3482	4961	774	2595	6	9	13	3	2	4	4	3	1	2	3	2	1	0	1	1	1	0	0	0
LK-1103090	5805	79	5884	8383	1308	4385	10	15	23	5	4	6	8	6	2	4	5	4	1	1	2	1	1	1	1	1
LK-1103095	6892	93	6986	9953	1553	5207	12	18	27	6	4	8	9	7	3	5	6	5	2	1	3	2	2	1	1	1
LK-1103100	5064	69	5133	7312	1141	3825	8	13	20	5	3	5	7	5	2	4	4	3	1	1	2	1	1	1	1	1
LK-1103105	3786	51	3838	5468	853	2860	6	10	15	3	2	4	5	4	1	3	3	2	1	0	1	1	1	0	0	0
LK-1103110	3902	53	3955	5634	879	2947	6	10	15	3	2	4	5	4	1	3	3	2	1	0	1	1	1	1	0	0
LK-1103115	969	13	982	1399	218	732	1	2	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1103120	742	10	752	1071	167	560	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1103125	1908	26	1934	2756	430	1442	3	5	7	1	1	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0
LK-1103130	1911	26	1937	2760	430	1444	3	5	7	1	1	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0
LK-1103135	3467	47	3514	5006	781	2619	6	9	13	3	2	4	4	3	1	2	3	2	1	0	1	1	1	0	0	0
LK-1103140	1972	26	1999	2847	444	1489	3	5	7	1	1	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0
LK-1103145	3637	49	3687	5252	819	2748	6	9	14	3	2	4	5	3	1	3	3	2	1	0	1	1	1	0	0	0
LK-1103150	4265	58	4323	6159	961	3222	7	11	17	4	2	4	5	4	2	3	3	3	1	1	1	1	1	1	1	1
LK-1103155	4517	61	4579	6523	1018	3413	7	12	18	4	3	5	6	4	2	3	4	3	1	1	2	1	1	1	1	1
LK-1103160	4294	58	4353	6202	968	3244	7	11	17	4	2	5	5	4	2	3	3	3	1	1	1	1	1	1	1	1
LK-1103165	2312	31	2344	3339	521	1747	4	6	9	2	1	2	3	2	1	1	2	1	0	0	1	0	0	0	0	0
LK-1103170	1301	17	1318	1878	293	983	2	3	5	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
LK-1103175	3445	46	3492	4974	776	2602	6	9	13	3	2	4	4	3	1	2	3	2	1	0	1	1	1	0	0	0
LK-1106	86465	868	87358	112342	45975	39477	156	111	99	84	75	17	39	20	5	0	14	9	0	0	0	0	0	0	0	0
LK-1106005	3431	35	3467	4458	1825	1567	7	5	4	4	3	1	2	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-1106010	3128	32	3160	4064	1664	1428	6	4	4	3	3	1	2	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-1106015	1041	10	1052	1352	553	475	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106020	2293	23	2317	2979	1219	1047	4	3	3	2	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106025	956	9	965	1242	508	436	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106030	2661	27	2689	3458	1415	1215	5	4	3	3	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
LK-1106035	3804	39	3843	4942	2023	1737	7	5	5	4	4	1	2	2	1	0	1	1	0	0	0	0	0	0	0	0
LK-1106040	2107	21	2129	2738	1120	962	4	3	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106045	2599	26	2626	3376	1382	1187	5	4	3	3	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
LK-1106050	3433	35	3469	4461	1826	1568	7	5	4	4	3	1	2	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-1106055	1670	17	1687	2170	888	763	3	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106060	2097	21	2119	2725	1115	957	4	3	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106065	1822	18	1841	2368	969	832	3	2	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106070	1248	12	1261	1621	664	570	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106075	2002	20	2023	2602	1065	914	4	3	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106080	1481	15	1496	1924	787	676	3	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106085	1594	16	1611	2072	848	728	3	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106090	1511	15	1526	1963	803	690	3	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106095	1851	19	1870	2405	984	845	3	2	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106100	1012	10	1022	1315	538	462	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106105	1625	16	1642	2112	864	742	3	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106110	1056	10	1067	1372	562	482	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106115	2647	27	2674	3439	1407	1208	5	4	3	3	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
LK-1106120	1839	18	1858	2390	978	840	3	2	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106125	4579	47	4626	5949	2435	2091	9	7	6	5	5	2	3	2	1	0	2	1	0	0	0	0	0	0	0	0
LK-1106130	1453	15	1468	1888	772	663	2	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106135	2127	21	2149	2763	1131	971	4	3	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106140	1329	13	1342	1726	706	607	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106145	2226	22	2249	2892	1184	1016	4	3	3	2	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106150	2299	23	2322	2987	1222	1050	4	3	3	2	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106155	1192	12	1204	1549	634	544	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106160	939	9	949	1221	499	429	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106165	2906	30	2936	3776	1545	1327	5	4	4	3	3	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0
LK-1106170	1086	11	1097	1411	577	496	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106175	1750	18	1768	2273	930	799	3	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106180	1508	15	1524	1960	802	689	3	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106185	1824	18	1843	2370	970	833	3	2	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106190	877	9	886	1139	466	400	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106195	1158	11	1170	1504	616	528	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106200	1164	12	1176	1512	619	531	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106205	2352	24	2376	3055	1251	1074	4	3	3	2	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106210	1431	14	1446	1859	761	653	2	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106215	1142	11	1154	1484	607	521	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106220	1696	17	1714	2204	902	774	3	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106225	984	10	994	1278	523	449	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106230	1535	15	1551	1994	816	701	3	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109	122251	822	123095	158708	76076	45053	96	101	77	151	105	16	8	12	44	0	12	9	0	0	0	0	0	0	0	0
LK-1109005	2424	16	2441	3147	1508	893	2	2	2	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109010	1955	13	1968	2538	1216	720	1	2	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109015	2020	14	2034	2623	1257	744	2	2	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109020	2106	14	2121	2734	1311	776	2	2	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109025	2049	14	2063	2660	1275	755	2	2	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109030	2067	14	2081	2683	1286	762	2	2	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109035	1874	13	1887	2432	1166	690	1	1	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109040	2682	18	2701	3482	1669	989	2	2	2	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109045	2366	16	2382	3072	1472	872	2	2	2	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109050	1018	7	1025	1321	633	375	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109055	2955	20	2975	3836	1839	1089	2	3	2	4	3	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-1109060	2665	18	2684	3460	1659	982	2	2	2	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109065	1518	10	1529	1971	945	560	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109070	3725	25	3751	4836	2318	1373	3	3	3	5	4	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0
LK-1109075	2137	14	2151	2774	1330	787	2	2	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109080	4452	30	4483	5780	2771	1641	4	4	3	6	4	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0
LK-1109085	1392	9	1402	1808	866	513	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109090	928	6	934	1204	577	342	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109095	2349	16	2365	3049	1462	866	2	2	2	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109100	1021	7	1028	1325	635	376	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109105	910	6	916	1181	566	335	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109110	1272	8	1281	1651	792	469	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109115	3358	23	3381	4359	2090	1238	3	3	2	4	3	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0
LK-1109120	2490	17	2507	3232	1549	918	2	2	2	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109125	2890	20	2910	3752	1798	1065	2	3	2	4	3	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-1109130	2494	17	2511	3237	1552	919	2	2	2	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109135	1832	12	1845	2378	1140	675	1	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109140	1355	9	1364	1759	843	499	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109145	3266	22	3289	4241	2033	1204	3	3	2	4	3	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0
LK-1109150	4487	31	4518	5825	2793	1654	4	4	3	6	4	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0
LK-1109155	4132	28	4161	5364	2571	1523	4	4	3	6	4	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0
LK-1109160	2079	14	2094	2699	1294	766	2	2	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109165	1497	10	1508	1944	932	552	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109170	1245	8	1254	1617	775	459	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109175	1195	8	1204	1552	744	440	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109180	970	6	977	1260	604	357	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109185	3678	25	3703	4775	2289	1356	3	3	3	5	3	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0
LK-1109190	3600	25	3625	4674	2241	1327	3	3	3	5	3	1	1	1	2	0	1	1	0	0	0	0	0	0	0	0
LK-1109195	3026	21	3047	3928	1883	1115	3	3	2	4	3	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0
LK-1109200	2183	15	2198	2834	1359	805	2	2	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109205	2813	19	2832	3652	1750	1037	2	2	2	4	3	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-1109210	1468	10	1478	1906	913	541	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109215	1527	10	1538	1983	950	563	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109220	2480	17	2497	3220	1543	914	2	2	2	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109225	2674	18	2692	3471	1664	985	2	2	2	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109230	1264	8	1273	1641	787	466	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109235	2462	17	2479	3196	1532	907	2	2	2	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109240	1071	7	1078	1390	666	394	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109245	1142	7	1149	1482	710	421	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109250	1483	10	1493	1925	923	546	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109255	766	5	771	995	477	282	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109260	977	6	983	1268	608	360	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109265	2155	14	2169	2797	1341	794	2	2	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109270	1521	10	1531	1975	946	560	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109275	2292	15	2308	2975	1426	845	2	2	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109280	2691	18	2710	3494	1675	992	2	2	2	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109285	1803	12	1816	2341	1122	665	1	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112	114239	686	114973	146699	76099	37100	66	91	40	165	82	5	3	2	5	0	1	0	0	0	0	0	0	0	0	0
LK-1112005	3502	22	3525	4497	2333	1138	3	4	2	6	3	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
LK-1112010	712	4	717	915	474	231	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112015	721	4	725	925	480	234	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112020	922	5	928	1184	614	299	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112025	850	5	856	1092	566	276	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112030	794	5	799	1020	529	258	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112035	1443	9	1452	1853	961	469	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112040	1451	9	1460	1863	967	471	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112045	1308	8	1316	1679	871	425	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112050	603	3	607	774	401	196	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112055	1509	9	1518	1937	1005	490	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112060	1155	7	1163	1483	770	375	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112065	843	5	848	1082	561	273	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112070	3219	20	3240	4134	2145	1046	3	3	2	5	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112075	1469	9	1479	1887	979	477	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112080	2269	14	2284	2914	1512	737	2	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112085	2000	12	2013	2568	1332	650	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112090	1011	6	1017	1298	673	328	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112095	673	4	678	865	449	219	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112100	1474	9	1484	1893	982	479	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112105	672	4	676	863	448	218	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112110	1471	9	1481	1889	980	478	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112115	864	5	870	1110	576	281	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112120	1556	9	1566	1998	1036	505	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112125	1502	9	1512	1929	1001	488	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112130	1693	10	1704	2174	1128	550	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112135	1380	8	1388	1772	919	448	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112140	1060	6	1066	1361	706	344	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112145	1470	9	1480	1888	979	478	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112150	1515	9	1524	1945	1009	492	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112155	1857	11	1869	2385	1237	603	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112160	977	6	983	1255	651	317	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112165	3101	19	3121	3982	2066	1008	2	3	2	5	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112170	2258	14	2272	2899	1504	733	2	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112175	1331	8	1339	1709	886	432	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112180	1600	10	1610	2055	1066	520	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112185	1187	7	1195	1524	791	385	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112190	2028	12	2041	2604	1351	659	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112195	1614	10	1624	2072	1075	524	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112200	1847	11	1858	2371	1230	600	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112205	2145	13	2159	2755	1429	697	2	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112210	1432	9	1442	1839	954	465	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112215	759	4	764	975	505	246	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112220	1166	7	1174	1498	777	379	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112225	1177	7	1185	1512	784	382	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112230	2368	15	2383	3041	1578	769	2	2	1	4	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112235	909	5	915	1168	606	295	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112240	1726	10	1737	2216	1150	561	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112245	2236	14	2250	2871	1489	726	2	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112250	1574	9	1584	2021	1049	511	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112255	1201	7	1209	1543	800	390	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112260	1940	12	1952	2491	1292	630	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112265	1533	9	1543	1968	1021	498	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112270	1286	8	1295	1652	857	418	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112275	1807	11	1818	2320	1203	587	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112280	1021	6	1028	1311	680	332	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112285	1387	8	1396	1781	924	450	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112290	1912	12	1924	2455	1274	621	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112295	734	4	739	943	489	238	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112300	932	5	938	1197	621	303	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112305	1531	9	1541	1966	1020	497	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112310	1425	9	1434	1830	949	463	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112315	1963	12	1975	2520	1307	638	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112320	1482	9	1492	1904	987	481	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112325	1022	6	1029	1313	681	332	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112330	885	5	890	1136	589	287	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112335	814	5	819	1045	542	264	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112340	1549	9	1559	1989	1032	503	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112345	1369	8	1377	1757	912	444	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112350	1004	6	1010	1289	669	326	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112355	1199	7	1207	1540	799	389	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112360	1531	9	1541	1966	1020	497	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112365	1287	8	1296	1653	858	418	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112370	1023	6	1030	1314	681	332	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112375	1476	9	1485	1895	983	479	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112380	631	4	635	811	420	205	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112385	949	6	955	1219	632	308	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112390	981	6	988	1260	654	319	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112395	458	2	461	588	305	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112400	1161	7	1168	1491	773	377	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112405	2343	14	2358	3008	1561	761	2	2	1	4	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115	57892	443	58371	74778	37090	19942	28	68	58	113	68	9	1	0	3	0	5	0	0	0	0	0	0	0	0	0
LK-1115005	865	7	872	1117	554	298	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115010	915	7	923	1182	586	315	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115015	549	4	554	709	352	189	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
