entity_id	valid	rejected	polled	electors	UNP	UPFA	USP	ULPP	JSP	NLF	ULF	RPP	SLNF	SEP	DUA	SLPF	UNAF
LK-1109075	1989	21	2010	2594	821	1150	3	3	4	1	0	1	0	0	0	0	0
LK-1109080	4144	44	4188	5405	1712	2397	6	7	8	2	1	2	1	1	1	0	0
LK-1109085	1296	13	1310	1690	535	749	2	2	2	0	0	0	0	0	0	0	0
LK-1109090	863	9	872	1126	356	499	1	1	1	0	0	0	0	0	0	0	0
LK-1109095	2186	23	2209	2851	903	1264	3	3	4	1	1	1	0	0	0	0	0
LK-1109100	950	10	960	1239	392	549	1	1	1	0	0	0	0	0	0	0	0
LK-1109105	847	8	856	1104	350	489	1	1	1	0	0	0	0	0	0	0	0
LK-1109110	1184	12	1196	1544	489	685	1	2	2	0	0	0	0	0	0	0	0
LK-1109115	3125	33	3158	4076	1291	1807	5	5	6	1	1	1	1	1	1	0	0
LK-1109120	2317	24	2342	3022	957	1340	3	4	4	1	1	1	0	0	0	0	0
LK-1109125	2690	28	2718	3508	1111	1556	4	4	5	1	1	1	0	1	0	0	0
LK-1109130	2321	24	2345	3027	959	1342	3	4	4	1	1	1	0	0	0	0	0
LK-1109135	1705	18	1723	2224	704	986	2	3	3	0	0	1	0	0	0	0	0
LK-1109140	1261	13	1274	1644	521	729	2	2	2	0	0	0	0	0	0	0	0
LK-1109145	3040	32	3072	3965	1256	1758	5	5	6	1	1	1	1	1	0	0	0
LK-1109150	4176	44	4221	5447	1725	2415	7	7	8	2	1	2	1	1	1	0	0
LK-1109155	3846	40	3887	5016	1589	2224	6	6	7	1	1	2	1	1	1	0	0
LK-1109160	1935	20	1956	2524	799	1119	3	3	4	1	0	1	0	0	0	0	0
LK-1109165	1393	14	1408	1818	575	806	2	2	2	0	0	0	0	0	0	0	0
LK-1109170	1159	12	1171	1512	479	670	1	2	2	0	0	0	0	0	0	0	0
LK-1109175	1113	11	1124	1451	459	643	1	2	2	0	0	0	0	0	0	0	0
LK-1109180	903	9	913	1178	373	522	1	1	1	0	0	0	0	0	0	0	0
LK-1109185	3423	36	3459	4465	1414	1980	5	6	7	1	1	2	1	1	1	0	0
LK-1109190	3351	35	3386	4371	1384	1938	5	6	6	1	1	2	1	1	1	0	0
LK-1109195	2816	29	2846	3673	1163	1629	4	5	5	1	1	1	1	1	0	0	0
LK-1109200	2032	21	2053	2650	839	1175	3	3	4	1	0	1	0	0	0	0	0
LK-1109205	2618	27	2646	3415	1081	1514	4	4	5	1	1	1	0	0	0	0	0
LK-1109210	1366	14	1381	1782	564	790	2	2	2	0	0	0	0	0	0	0	0
LK-1109215	1421	15	1436	1854	587	822	2	2	2	0	0	0	0	0	0	0	0
LK-1109220	2308	24	2333	3011	953	1335	3	4	4	1	1	1	0	0	0	0	0
LK-1109225	2488	26	2515	3246	1028	1439	4	4	5	1	1	1	0	0	0	0	0
LK-1109230	1177	12	1189	1535	486	680	1	2	2	0	0	0	0	0	0	0	0
LK-1109235	2291	24	2316	2989	947	1325	3	4	4	1	1	1	0	0	0	0	0
LK-1109240	996	10	1007	1300	411	576	1	1	2	0	0	0	0	0	0	0	0
LK-1109245	1062	11	1074	1386	439	614	1	1	2	0	0	0	0	0	0	0	0
LK-1109250	1380	14	1395	1800	570	798	2	2	2	0	0	0	0	0	0	0	0
LK-1109255	713	7	721	930	294	412	1	1	1	0	0	0	0	0	0	0	0
LK-1109260	909	9	919	1186	375	526	1	1	1	0	0	0	0	0	0	0	0
LK-1109265	2005	21	2027	2616	828	1160	3	3	4	1	0	1	0	0	0	0	0
LK-1109270	1416	15	1431	1846	585	819	2	2	2	0	0	0	0	0	0	0	0
LK-1109275	2133	22	2156	2782	881	1234	3	3	4	1	1	1	0	0	0	0	0
LK-1109280	2505	26	2531	3267	1035	1449	4	4	5	1	1	1	0	0	0	0	0
LK-1109285	1678	17	1696	2189	693	971	2	3	3	0	0	1	0	0	0	0	0
LK-1112	102562	934	103534	133746	40929	60674	185	137	155	17	8	12	14	0	3	0	0
LK-1112005	3144	29	3174	4100	1255	1861	6	5	5	1	1	1	1	0	1	0	0
LK-1112010	640	6	646	834	255	378	1	1	1	0	0	0	0	0	0	0	0
LK-1112015	647	6	653	844	258	383	1	1	1	0	0	0	0	0	0	0	0
LK-1112020	828	7	836	1080	330	490	1	1	1	0	0	0	0	0	0	0	0
LK-1112025	763	7	771	995	304	451	1	1	1	0	0	0	0	0	0	0	0
LK-1112030	713	6	720	930	284	422	1	1	1	0	0	0	0	0	0	0	0
LK-1112035	1295	12	1308	1689	517	766	2	2	2	0	0	0	0	0	0	0	0
LK-1112040	1303	12	1315	1699	520	771	2	2	2	0	0	0	0	0	0	0	0
LK-1112045	1174	11	1185	1531	468	694	2	1	2	0	0	0	0	0	0	0	0
LK-1112050	541	5	546	706	216	320	1	0	1	0	0	0	0	0	0	0	0
LK-1112055	1355	12	1367	1766	541	801	3	2	2	0	0	0	0	0	0	0	0
LK-1112060	1037	9	1047	1352	414	614	2	1	1	0	0	0	0	0	0	0	0
LK-1112065	756	7	764	986	302	447	1	1	1	0	0	0	0	0	0	0	0
LK-1112070	2890	27	2918	3769	1154	1710	6	4	5	1	1	1	1	0	1	0	0
LK-1112075	1319	12	1332	1720	526	780	2	2	2	0	0	0	0	0	0	0	0
LK-1112080	2037	19	2057	2657	813	1205	4	3	3	1	1	1	1	0	0	0	0
LK-1112085	1796	17	1813	2342	717	1062	3	3	3	1	0	1	1	0	0	0	0
LK-1112090	907	8	916	1183	362	537	2	1	1	0	0	0	0	0	0	0	0
LK-1112095	605	5	610	788	241	358	1	1	1	0	0	0	0	0	0	0	0
LK-1112100	1323	12	1336	1726	528	783	2	2	2	0	0	0	0	0	0	0	0
LK-1112105	603	5	609	787	241	357	1	1	1	0	0	0	0	0	0	0	0
LK-1112110	1321	12	1333	1723	527	781	2	2	2	0	0	0	0	0	0	0	0
LK-1112115	776	7	783	1012	309	459	1	1	1	0	0	0	0	0	0	0	0
LK-1112120	1397	13	1410	1821	557	826	3	2	2	0	0	0	0	0	0	0	0
LK-1112125	1349	12	1361	1759	538	798	2	2	2	0	0	0	0	0	0	0	0
LK-1112130	1520	14	1534	1982	607	899	3	2	2	0	0	0	0	0	0	0	0
LK-1112135	1239	11	1250	1615	494	733	2	2	2	0	0	0	0	0	0	0	0
LK-1112140	951	9	960	1241	380	563	2	1	1	0	0	0	0	0	0	0	0
LK-1112145	1320	12	1333	1721	527	781	2	2	2	0	0	0	0	0	0	0	0
LK-1112150	1360	12	1373	1773	543	804	3	2	2	0	0	0	0	0	0	0	0
LK-1112155	1667	15	1683	2174	665	986	3	2	3	1	0	0	0	0	0	0	0
LK-1112160	877	8	885	1144	350	519	1	1	1	0	0	0	0	0	0	0	0
LK-1112165	2784	26	2811	3631	1111	1647	6	4	5	1	1	1	1	0	1	0	0
LK-1112170	2027	19	2046	2643	809	1199	4	3	3	1	1	1	1	0	0	0	0
LK-1112175	1195	11	1206	1558	477	707	2	2	2	0	0	0	0	0	0	0	0
LK-1112180	1436	13	1450	1873	573	850	3	2	2	0	0	0	0	0	0	0	0
LK-1112185	1066	10	1076	1390	425	630	2	1	2	0	0	0	0	0	0	0	0
LK-1112190	1821	17	1838	2374	727	1077	4	3	3	1	0	1	1	0	0	0	0
LK-1112195	1449	13	1462	1889	578	857	3	2	2	0	0	0	0	0	0	0	0
LK-1112200	1658	15	1673	2162	662	981	3	2	3	1	0	0	0	0	0	0	0
LK-1112205	1926	18	1944	2511	769	1140	4	3	3	1	0	1	1	0	0	0	0
LK-1112210	1286	12	1298	1677	513	761	2	2	2	0	0	0	0	0	0	0	0
LK-1112215	681	6	688	889	272	403	1	1	1	0	0	0	0	0	0	0	0
LK-1112220	1047	9	1057	1365	418	619	2	1	1	0	0	0	0	0	0	0	0
LK-1112225	1057	10	1067	1378	422	625	2	1	2	0	0	0	0	0	0	0	0
LK-1112230	2126	20	2146	2772	849	1258	4	3	4	1	1	1	1	0	0	0	0
LK-1112235	816	7	824	1065	326	483	1	1	1	0	0	0	0	0	0	0	0
LK-1112240	1549	14	1564	2021	618	917	3	2	2	0	0	0	0	0	0	0	0
LK-1112245	2007	19	2026	2617	801	1188	4	3	3	1	1	1	1	0	0	0	0
LK-1112250	1413	13	1427	1843	564	836	3	2	2	0	0	0	0	0	0	0	0
LK-1112255	1079	10	1089	1406	430	638	2	1	2	0	0	0	0	0	0	0	0
LK-1112260	1741	16	1758	2271	695	1030	3	2	3	1	0	0	1	0	0	0	0
LK-1112265	1376	13	1389	1794	549	814	3	2	2	0	0	0	0	0	0	0	0
LK-1112270	1155	10	1166	1506	461	683	2	1	2	0	0	0	0	0	0	0	0
LK-1112275	1622	15	1637	2115	647	960	3	2	3	1	0	0	0	0	0	0	0
LK-1112280	917	8	926	1196	366	542	2	1	1	0	0	0	0	0	0	0	0
LK-1112285	1245	11	1257	1624	497	737	2	2	2	0	0	0	0	0	0	0	0
LK-1112290	1716	16	1733	2238	685	1015	3	2	3	1	0	0	1	0	0	0	0
LK-1112295	659	6	665	859	263	390	1	1	1	0	0	0	0	0	0	0	0
LK-1112300	837	7	845	1092	334	495	1	1	1	0	0	0	0	0	0	0	0
LK-1112305	1375	13	1388	1793	549	813	3	2	2	0	0	0	0	0	0	0	0
LK-1112310	1280	12	1292	1669	511	757	2	2	2	0	0	0	0	0	0	0	0
LK-1112315	1762	16	1779	2298	703	1043	3	2	3	1	0	1	1	0	0	0	0
LK-1112320	1331	12	1343	1735	531	787	2	2	2	0	0	0	0	0	0	0	0
LK-1112325	918	8	926	1197	366	543	2	1	1	0	0	0	0	0	0	0	0
LK-1112330	794	7	802	1036	317	470	1	1	1	0	0	0	0	0	0	0	0
LK-1112335	731	6	737	953	291	432	1	1	1	0	0	0	0	0	0	0	0
LK-1112340	1390	13	1404	1813	555	823	3	2	2	0	0	0	0	0	0	0	0
LK-1112345	1229	11	1240	1602	490	727	2	2	2	0	0	0	0	0	0	0	0
LK-1112350	901	8	910	1175	360	533	2	1	1	0	0	0	0	0	0	0	0
LK-1112355	1076	10	1087	1404	430	637	2	1	2	0	0	0	0	0	0	0	0
LK-1112360	1375	13	1388	1793	549	813	3	2	2	0	0	0	0	0	0	0	0
LK-1112365	1156	10	1167	1507	461	684	2	1	2	0	0	0	0	0	0	0	0
LK-1112370	919	8	927	1198	366	543	2	1	1	0	0	0	0	0	0	0	0
LK-1112375	1325	12	1337	1728	529	784	2	2	2	0	0	0	0	0	0	0	0
LK-1112380	567	5	572	739	226	335	1	0	1	0	0	0	0	0	0	0	0
LK-1112385	852	8	860	1111	340	504	1	1	1	0	0	0	0	0	0	0	0
LK-1112390	881	8	889	1149	351	521	1	1	1	0	0	0	0	0	0	0	0
LK-1112395	411	3	415	536	164	243	0	0	0	0	0	0	0	0	0	0	0
LK-1112400	1042	9	1052	1359	416	617	2	1	1	0	0	0	0	0	0	0	0
LK-1112405	2103	19	2123	2743	840	1244	4	3	3	1	1	1	1	0	0	0	0
LK-1115	54684	562	55283	69881	25026	28979	161	46	109	23	8	3	0	0	0	0	0
LK-1115005	817	8	826	1044	374	433	2	1	2	0	0	0	0	0	0	0	0
LK-1115010	864	9	874	1105	396	458	3	1	2	0	0	0	0	0	0	0	0
LK-1115015	519	5	524	663	237	275	1	0	1	0	0	0	0	0	0	0	0
LK-1115020	287	3	290	367	131	152	1	0	0	0	0	0	0	0	0	0	0
LK-1115025	984	10	995	1258	450	522	3	1	2	1	0	0	0	0	0	0	0
LK-1115030	1613	17	1631	2061	739	855	5	2	4	1	1	1	0	0	0	0	0
LK-1115035	812	8	820	1037	371	430	2	1	2	0	0	0	0	0	0	0	0
LK-1115040	391	4	396	500	179	207	1	0	1	0	0	0	0	0	0	0	0
LK-1115045	1113	12	1125	1422	510	590	3	1	2	1	0	0	0	0	0	0	0
LK-1115050	1121	12	1133	1433	513	594	3	1	2	1	0	0	0	0	0	0	0
LK-1115055	1273	13	1287	1627	583	675	4	1	3	1	1	0	0	0	0	0	0
LK-1115060	962	10	972	1229	440	510	3	1	2	1	0	0	0	0	0	0	0
LK-1115065	784	8	792	1001	359	415	2	1	2	0	0	0	0	0	0	0	0
LK-1115070	1280	14	1294	1636	586	679	4	1	3	1	1	0	0	0	0	0	0
LK-1115075	665	7	673	850	304	353	2	0	1	0	0	0	0	0	0	0	0
LK-1115080	517	5	523	661	236	274	1	0	1	0	0	0	0	0	0	0	0
LK-1115085	574	6	580	734	263	304	2	0	1	0	0	0	0	0	0	0	0
LK-1115090	553	6	559	707	253	293	1	0	1	0	0	0	0	0	0	0	0
LK-1115095	688	7	695	879	315	364	2	0	1	0	0	0	0	0	0	0	0
LK-1115100	1184	12	1197	1513	542	628	4	1	3	1	0	0	0	0	0	0	0
LK-1115105	941	10	952	1203	431	499	3	1	2	1	0	0	0	0	0	0	0
LK-1115110	879	9	889	1124	402	466	3	1	2	0	0	0	0	0	0	0	0
LK-1115115	628	6	635	802	287	333	2	0	1	0	0	0	0	0	0	0	0
LK-1115120	1007	11	1018	1287	461	534	3	1	2	1	0	0	0	0	0	0	0
LK-1115125	883	9	892	1128	404	468	3	1	2	0	0	0	0	0	0	0	0
LK-1115130	1027	11	1039	1313	470	545	3	1	2	1	0	0	0	0	0	0	0
LK-1115135	829	9	838	1059	379	439	2	1	2	0	0	0	0	0	0	0	0
LK-1115140	902	9	912	1153	413	478	3	1	2	1	0	0	0	0	0	0	0
LK-1115145	1425	15	1440	1820	652	755	5	2	3	1	1	0	0	0	0	0	0
LK-1115150	1844	20	1865	2357	844	978	6	2	4	2	1	1	0	0	0	0	0
LK-1115155	628	6	635	802	287	333	2	0	1	0	0	0	0	0	0	0	0
LK-1115160	625	6	632	799	286	331	2	0	1	0	0	0	0	0	0	0	0
LK-1115165	910	9	920	1162	416	482	3	1	2	1	0	0	0	0	0	0	0
LK-1115170	1009	11	1020	1289	462	535	3	1	2	1	0	0	0	0	0	0	0
LK-1115175	697	7	705	891	319	369	2	1	1	0	0	0	0	0	0	0	0
LK-1115180	977	10	988	1248	447	518	3	1	2	1	0	0	0	0	0	0	0
LK-1115185	1711	18	1729	2186	783	907	6	2	4	1	1	1	0	0	0	0	0
LK-1115190	446	4	451	570	204	236	1	0	1	0	0	0	0	0	0	0	0
LK-1115195	643	7	650	822	294	341	2	0	1	0	0	0	0	0	0	0	0
LK-1115200	717	7	725	916	328	380	2	1	1	0	0	0	0	0	0	0	0
LK-1115205	1437	15	1452	1836	658	761	5	2	3	1	1	0	0	0	0	0	0
LK-1115210	726	7	733	927	332	384	2	1	1	0	0	0	0	0	0	0	0
LK-1115215	808	8	817	1032	370	428	2	1	2	0	0	0	0	0	0	0	0
LK-1115220	563	6	570	720	258	299	2	0	1	0	0	0	0	0	0	0	0
LK-1115225	832	9	841	1064	381	441	2	1	2	0	0	0	0	0	0	0	0
LK-1115230	635	6	642	812	291	336	2	0	1	0	0	0	0	0	0	0	0
LK-1115235	710	7	718	907	325	376	2	1	1	0	0	0	0	0	0	0	0
LK-1115240	1031	11	1043	1318	472	547	3	1	2	1	0	0	0	0	0	0	0
LK-1115245	542	5	548	692	248	287	1	0	1	0	0	0	0	0	0	0	0
LK-1115250	726	7	734	928	332	385	2	1	1	0	0	0	0	0	0	0	0
LK-1115255	782	8	790	999	358	414	2	1	2	0	0	0	0	0	0	0	0
LK-1115260	320	3	323	409	146	169	1	0	0	0	0	0	0	0	0	0	0
LK-1115265	825	9	834	1054	378	437	2	1	2	0	0	0	0	0	0	0	0
LK-1115270	500	5	505	639	229	265	1	0	1	0	0	0	0	0	0	0	0
LK-1115275	892	9	902	1140	408	473	3	1	2	0	0	0	0	0	0	0	0
LK-1115280	825	9	834	1054	378	437	2	1	2	0	0	0	0	0	0	0	0
LK-1115285	1349	14	1364	1724	618	715	4	1	3	1	1	0	0	0	0	0	0
LK-1115290	417	4	421	533	191	221	1	0	1	0	0	0	0	0	0	0	0
LK-1115295	592	6	599	757	271	314	2	0	1	0	0	0	0	0	0	0	0
LK-1115300	291	3	294	372	133	154	1	0	0	0	0	0	0	0	0	0	0
LK-1115305	256	2	259	327	117	135	0	0	0	0	0	0	0	0	0	0	0
LK-1115310	340	3	344	434	155	180	1	0	0	0	0	0	0	0	0	0	0
LK-1115315	368	4	372	471	168	195	1	0	0	0	0	0	0	0	0	0	0
LK-1115320	357	3	361	457	163	189	1	0	0	0	0	0	0	0	0	0	0
LK-1115325	619	6	626	791	283	328	2	0	1	0	0	0	0	0	0	0	0
LK-1115330	823	9	832	1052	377	436	2	1	2	0	0	0	0	0	0	0	0
LK-1115335	950	10	960	1213	435	503	3	1	2	1	0	0	0	0	0	0	0
LK-1115340	439	4	444	561	201	232	1	0	1	0	0	0	0	0	0	0	0
LK-1118	30634	305	30963	39316	13649	16618	80	20	52	8	2	0	0	0	0	0	0
LK-1118005	406	4	410	519	186	215	1	0	1	0	0	0	0	0	0	0	0
LK-1118010	729	7	737	932	334	386	2	1	1	0	0	0	0	0	0	0	0
LK-1118015	412	4	416	526	188	218	1	0	1	0	0	0	0	0	0	0	0
LK-1118020	860	9	869	1099	393	456	3	1	2	0	0	0	0	0	0	0	0
LK-1118025	381	4	385	487	174	202	1	0	1	0	0	0	0	0	0	0	0
LK-1118030	466	5	471	595	213	247	1	0	1	0	0	0	0	0	0	0	0
LK-1118035	909	9	919	1161	416	482	3	1	2	1	0	0	0	0	0	0	0
LK-1118040	516	5	522	659	236	273	1	0	1	0	0	0	0	0	0	0	0
LK-1118045	349	3	353	446	160	185	1	0	0	0	0	0	0	0	0	0	0
LK-1118050	643	7	650	822	294	341	2	0	1	0	0	0	0	0	0	0	0
LK-1118055	902	9	912	1153	413	478	3	1	2	1	0	0	0	0	0	0	0
LK-1118060	339	3	343	434	155	180	1	0	0	0	0	0	0	0	0	0	0
LK-1118065	691	7	698	883	316	366	2	0	1	0	0	0	0	0	0	0	0
LK-1118070	640	7	647	818	293	339	2	0	1	0	0	0	0	0	0	0	0
LK-1118075	1341	14	1356	1714	614	711	4	1	3	1	1	0	0	0	0	0	0
LK-1118080	1149	12	1162	1468	526	609	4	1	3	1	0	0	0	0	0	0	0
LK-1118085	599	6	606	766	274	317	2	0	1	0	0	0	0	0	0	0	0
LK-1118090	1413	15	1428	1805	647	749	5	2	3	1	1	0	0	0	0	0	0
LK-1118095	730	7	738	933	334	387	2	1	1	0	0	0	0	0	0	0	0
LK-1118100	1042	11	1053	1331	477	552	3	1	2	1	0	0	0	0	0	0	0
LK-1118105	556	6	562	710	254	294	1	0	1	0	0	0	0	0	0	0	0
LK-1118110	1037	11	1048	1325	474	549	3	1	2	1	0	0	0	0	0	0	0
LK-1118115	872	9	881	1114	399	462	3	1	2	0	0	0	0	0	0	0	0
LK-1118120	765	8	774	978	350	406	2	1	2	0	0	0	0	0	0	0	0
LK-1118125	1125	12	1137	1437	515	596	3	1	2	1	0	0	0	0	0	0	0
LK-1118130	461	4	466	602	184	273	1	0	0	0	0	0	0	0	0	0	0
LK-1118135	638	6	645	816	292	338	2	0	1	0	0	0	0	0	0	0	0
LK-1118140	506	4	511	660	202	299	1	0	0	0	0	0	0	0	0	0	0
LK-1118145	633	6	639	826	252	374	1	1	1	0	0	0	0	0	0	0	0
LK-1118150	423	4	427	552	169	250	0	0	0	0	0	0	0	0	0	0	0
LK-1118155	586	5	592	765	234	347	1	0	1	0	0	0	0	0	0	0	0
LK-1118160	887	8	896	1157	354	525	1	1	1	0	0	0	0	0	0	0	0
LK-1118165	646	6	652	842	257	382	1	1	1	0	0	0	0	0	0	0	0
LK-1118170	819	7	827	1069	327	485	1	1	1	0	0	0	0	0	0	0	0
LK-1118175	553	5	559	722	221	327	1	0	1	0	0	0	0	0	0	0	0
LK-1118180	760	7	767	991	303	449	1	1	1	0	0	0	0	0	0	0	0
LK-1118185	362	3	366	462	165	191	1	0	0	0	0	0	0	0	0	0	0
LK-1118190	657	7	664	839	301	348	2	0	1	0	0	0	0	0	0	0	0
LK-1118195	843	9	853	1078	386	447	2	1	2	0	0	0	0	0	0	0	0
LK-1118200	448	4	453	572	205	237	1	0	1	0	0	0	0	0	0	0	0
LK-1118205	367	4	371	469	168	194	1	0	0	0	0	0	0	0	0	0	0
LK-1118210	298	3	301	381	136	158	1	0	0	0	0	0	0	0	0	0	0
LK-1118215	678	7	686	867	310	359	2	0	1	0	0	0	0	0	0	0	0
LK-1118220	440	4	445	563	201	233	1	0	1	0	0	0	0	0	0	0	0
LK-1118225	367	4	371	469	168	195	1	0	0	0	0	0	0	0	0	0	0
LK-1118230	390	4	395	499	179	207	1	0	1	0	0	0	0	0	0	0	0
LK-1121	90408	890	91310	119114	36074	53661	82	154	116	30	21	25	2	14	0	0	0
LK-1121005	2781	27	2809	3665	1110	1651	3	5	4	1	1	1	0	1	0	0	0
LK-1121010	2864	28	2893	3773	1143	1700	3	5	4	1	1	1	0	1	0	0	0
LK-1121015	2874	28	2903	3787	1147	1706	3	5	4	1	1	1	0	1	0	0	0
LK-1121020	2528	25	2553	3331	1009	1500	2	4	3	1	1	1	0	0	0	0	0
LK-1121025	2862	28	2890	3770	1142	1699	3	5	4	1	1	1	0	1	0	0	0
LK-1121030	2281	22	2304	3005	910	1354	2	4	3	1	1	1	0	0	0	0	0
LK-1121035	2592	26	2618	3415	1034	1539	2	4	3	1	1	1	0	1	0	0	0
LK-1121040	2058	20	2078	2711	821	1221	2	3	3	1	0	1	0	0	0	0	0
LK-1121045	579	5	585	763	231	344	0	1	0	0	0	0	0	0	0	0	0
LK-1121050	1241	12	1254	1635	495	737	1	2	1	0	0	0	0	0	0	0	0
LK-1121055	1998	20	2018	2633	797	1186	2	3	3	1	0	1	0	0	0	0	0
LK-1121060	1135	11	1146	1495	453	673	1	2	1	0	0	0	0	0	0	0	0
LK-1121065	3520	35	3555	4638	1405	2089	4	6	5	2	1	1	1	1	0	0	0
LK-1121070	1617	16	1633	2130	645	960	1	3	2	0	0	0	0	0	0	0	0
LK-1121075	2091	21	2112	2755	834	1241	2	4	3	1	0	1	0	0	0	0	0
LK-1121080	3262	32	3294	4297	1302	1936	3	6	4	1	1	1	0	1	0	0	0
LK-1121085	2687	27	2714	3540	1072	1595	3	5	4	1	1	1	0	1	0	0	0
LK-1121090	2904	29	2933	3826	1159	1724	3	5	4	1	1	1	0	1	0	0	0
LK-1121095	2200	22	2222	2899	878	1306	2	4	3	1	0	1	0	0	0	0	0
LK-1121100	3013	30	3043	3970	1202	1788	3	5	4	1	1	1	0	1	0	0	0
LK-1121105	1701	17	1718	2241	678	1009	1	3	2	0	0	0	0	0	0	0	0
LK-1121110	1134	11	1145	1494	452	673	1	2	1	0	0	0	0	0	0	0	0
LK-1121115	2409	24	2433	3173	961	1430	2	4	3	1	1	1	0	0	0	0	0
LK-1121120	1869	18	1887	2462	746	1109	2	3	2	1	0	0	0	0	0	0	0
LK-1121125	1273	12	1286	1677	508	755	1	2	1	0	0	0	0	0	0	0	0
LK-1121130	3295	33	3328	4342	1315	1956	3	6	5	1	1	1	0	1	0	0	0
LK-1121135	1239	12	1251	1632	494	735	1	2	1	0	0	0	0	0	0	0	0
LK-1121140	1679	16	1696	2212	670	996	1	3	2	0	0	0	0	0	0	0	0
LK-1121145	1591	16	1607	2097	635	945	1	3	2	0	0	0	0	0	0	0	0
LK-1121150	734	7	742	968	293	436	0	1	1	0	0	0	0	0	0	0	0
LK-1121155	2530	25	2555	3333	1009	1502	2	4	3	1	1	1	0	0	0	0	0
LK-1121160	1038	10	1048	1367	414	616	1	1	1	0	0	0	0	0	0	0	0
LK-1121165	2510	25	2535	3307	1001	1490	2	4	3	1	1	1	0	0	0	0	0
LK-1121170	2391	24	2415	3150	954	1419	2	4	3	1	1	1	0	0	0	0	0
LK-1121175	3373	33	3407	4444	1346	2002	3	6	5	1	1	1	0	1	0	0	0
LK-1121180	1884	18	1903	2483	752	1118	2	3	2	1	0	0	0	0	0	0	0
LK-1121185	3560	35	3596	4690	1421	2113	4	6	5	2	1	1	1	1	0	0	0
LK-1121190	2256	22	2278	2972	900	1339	2	4	3	1	1	1	0	0	0	0	0
LK-1121195	1691	17	1708	2229	675	1004	1	3	2	0	0	0	0	0	0	0	0
LK-1121200	3402	34	3436	4482	1358	2019	3	6	5	1	1	1	0	1	0	0	0
LK-1121205	1762	17	1779	2321	703	1046	2	3	2	1	0	0	0	0	0	0	0
LK-1124	54493	508	55011	73264	27094	26979	75	105	75	21	8	4	4	1	11	0	0
LK-1124005	6043	57	6101	8125	3005	2992	9	12	9	3	2	1	1	1	2	0	0
LK-1124010	3538	33	3572	4757	1759	1752	5	7	5	2	1	1	1	0	1	0	0
LK-1124015	3409	32	3441	4583	1695	1688	5	7	5	1	1	1	1	0	1	0	0
LK-1124020	1814	17	1831	2439	902	898	2	3	2	1	0	0	0	0	0	0	0
LK-1124025	2420	22	2443	3254	1204	1198	3	5	3	1	0	0	0	0	0	0	0
LK-1124030	2050	19	2070	2756	1019	1015	3	4	3	1	0	0	0	0	0	0	0
LK-1124035	2883	27	2910	3876	1433	1427	4	6	4	1	1	0	0	0	1	0	0
LK-1124040	1703	16	1719	2289	846	843	2	3	2	0	0	0	0	0	0	0	0
LK-1124045	2995	28	3023	4026	1489	1483	4	6	4	1	1	0	0	0	1	0	0
LK-1124050	2012	19	2031	2705	1000	996	3	4	3	1	0	0	0	0	0	0	0
LK-1124055	1835	17	1853	2468	913	909	2	3	2	1	0	0	0	0	0	0	0
LK-1124060	2678	25	2703	3600	1331	1326	4	5	4	1	0	0	0	0	0	0	0
LK-1124065	2765	26	2791	3717	1375	1369	4	5	4	1	0	0	0	0	1	0	0
LK-1124070	2842	26	2869	3821	1413	1407	4	6	4	1	0	0	0	0	1	0	0
LK-1124075	2751	26	2777	3698	1368	1362	4	5	4	1	0	0	0	0	1	0	0
LK-1124080	1700	16	1716	2285	845	841	2	3	2	0	0	0	0	0	0	0	0
LK-1124085	3002	28	3031	4037	1493	1486	4	6	4	1	1	0	0	0	1	0	0
LK-1124090	2703	25	2729	3635	1344	1338	4	5	4	1	0	0	0	0	0	0	0
LK-1124095	3690	34	3725	4961	1835	1827	5	7	5	2	1	1	1	0	1	0	0
LK-1124100	1660	15	1676	2232	825	822	2	3	2	0	0	0	0	0	0	0	0
LK-1127	113870	1534	115417	165023	75081	37657	260	359	136	93	47	23	33	46	16	2	1
LK-1127005	3173	48	3222	4738	2512	626	6	15	2	4	1	0	1	1	0	0	0
LK-1127010	3558	54	3613	5313	2816	702	7	17	3	5	1	0	1	1	0	0	0
LK-1127015	4592	49	4642	6665	2832	1718	12	8	6	3	2	1	1	2	1	0	0
LK-1127020	3237	35	3272	4698	1996	1211	8	6	4	2	1	1	1	1	0	0	0
LK-1127025	4924	53	4977	7146	3036	1842	13	9	7	3	2	2	2	2	1	0	0
LK-1127030	8660	93	8753	12568	5340	3240	23	16	12	6	4	3	3	4	2	0	0
LK-1127035	8079	87	8167	11726	4982	3023	22	15	11	6	4	3	3	4	1	0	0
LK-1127040	9928	107	10035	14409	6122	3714	27	18	14	7	5	4	4	5	2	0	0
LK-1127045	2386	25	2412	3464	1472	893	6	4	3	1	1	1	0	1	0	0	0
LK-1127050	3219	48	3267	4579	2008	1178	7	11	4	2	1	0	1	1	0	0	0
LK-1127055	5532	83	5615	7870	3452	2025	12	19	7	3	2	1	1	2	1	0	0
LK-1127060	6278	94	6373	8932	3917	2299	13	21	8	4	3	1	2	3	1	0	0
LK-1127065	3475	53	3529	5189	2751	685	6	17	2	4	1	0	1	1	0	0	0
LK-1127070	3500	53	3554	5226	2770	690	7	17	2	5	1	0	1	1	0	0	0
LK-1127075	10026	150	10177	14263	6256	3671	22	34	14	7	5	2	3	4	2	0	1
