entity_id	valid	rejected	polled	electors	UNP	PA	TULF	JVP	SU	DLF	NLF	EPDP	USP	ULF	SLMK	SEP	SMBP	IND4	IND2	IND3	JSP	RJP	SLPF	IND1	SLNF
LK-1106115	2338	84	2423	3142	1140	871	1	271	30	5	7	1	3	2	0	0	1	0	0	0	0	0	0	0	0
LK-1106120	1625	58	1684	2184	792	605	0	188	21	3	5	0	2	1	0	0	1	0	0	0	0	0	0	0	0
LK-1106125	4045	146	4191	5436	1972	1507	2	469	52	9	12	1	6	4	1	0	2	0	0	0	0	0	0	0	0
LK-1106130	1284	46	1330	1725	626	478	0	149	16	3	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106135	1879	67	1947	2525	916	700	1	218	24	4	5	0	2	1	0	0	1	0	0	0	0	0	0	0	0
LK-1106140	1174	42	1216	1578	572	437	0	136	15	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106145	1967	71	2038	2643	959	732	1	228	25	4	6	0	3	1	0	0	1	0	0	0	0	0	0	0	0
LK-1106150	2031	73	2104	2729	990	756	1	235	26	4	6	0	3	2	0	0	1	0	0	0	0	0	0	0	0
LK-1106155	1053	38	1091	1415	513	392	0	122	13	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106160	830	30	860	1115	404	309	0	96	10	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106165	2568	92	2660	3450	1252	956	1	298	33	6	7	1	4	2	0	0	1	0	0	0	0	0	0	0	0
LK-1106170	959	34	994	1289	468	357	0	111	12	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106175	1546	55	1602	2077	753	576	0	179	20	3	4	0	2	1	0	0	1	0	0	0	0	0	0	0	0
LK-1106180	1333	48	1381	1791	649	496	0	154	17	3	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106185	1612	58	1670	2166	785	600	0	187	21	3	4	0	2	1	0	0	1	0	0	0	0	0	0	0	0
LK-1106190	774	28	802	1041	377	288	0	89	10	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106195	1023	36	1060	1374	498	381	0	118	13	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106200	1028	37	1065	1381	501	383	0	119	13	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106205	2078	75	2153	2792	1013	774	1	241	27	4	6	0	3	2	0	0	1	0	0	0	0	0	0	0	0
LK-1106210	1264	45	1310	1699	616	471	0	146	16	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106215	1009	36	1046	1356	492	376	0	117	13	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1106220	1499	54	1553	2014	730	558	0	174	19	3	4	0	2	1	0	0	1	0	0	0	0	0	0	0	0
LK-1106225	869	31	900	1168	423	323	0	100	11	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106230	1356	49	1405	1822	661	505	0	157	17	3	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109	101684	3190	104900	135522	43303	39207	0	16575	1514	275	255	6	88	63	0	0	11	0	0	0	0	0	0	0	0
LK-1109005	2016	63	2080	2687	859	777	0	329	30	5	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109010	1626	51	1677	2167	692	627	0	265	24	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109015	1680	53	1733	2239	716	648	0	274	25	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109020	1752	55	1807	2335	746	675	0	286	26	5	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109025	1704	53	1758	2271	726	657	0	278	25	5	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109030	1719	54	1773	2291	732	663	0	280	26	5	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109035	1558	49	1608	2077	664	601	0	254	23	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109040	2231	70	2302	2974	950	860	0	364	33	6	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0
LK-1109045	1968	62	2030	2623	838	759	0	321	29	5	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109050	847	26	873	1128	360	326	0	138	12	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109055	2458	77	2535	3275	1047	948	0	401	37	7	6	0	2	2	0	0	1	0	0	0	0	0	0	0	0
LK-1109060	2217	70	2287	2955	944	855	0	361	33	6	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0
LK-1109065	1263	39	1303	1683	538	487	0	206	19	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109070	3099	98	3197	4130	1320	1195	0	505	46	9	8	1	3	2	0	0	1	0	0	0	0	0	0	0	0
LK-1109075	1777	56	1833	2369	757	685	0	290	26	5	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109080	3703	117	3820	4936	1577	1428	0	604	56	10	10	1	4	3	0	0	1	0	0	0	0	0	0	0	0
LK-1109085	1158	36	1195	1544	493	446	0	189	17	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109090	771	24	796	1028	328	297	0	126	11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109095	1954	61	2015	2604	832	753	0	318	29	5	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109100	849	26	876	1132	361	327	0	138	12	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109105	757	23	781	1008	322	292	0	123	11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109110	1058	33	1092	1410	450	408	0	172	16	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109115	2793	88	2881	3722	1190	1077	0	455	42	8	7	0	3	2	0	0	1	0	0	0	0	0	0	0	0
LK-1109120	2071	65	2136	2760	882	799	0	338	31	6	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109125	2404	76	2480	3204	1024	927	0	392	36	7	6	0	2	2	0	0	1	0	0	0	0	0	0	0	0
LK-1109130	2074	65	2140	2764	883	800	0	338	31	6	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109135	1524	48	1572	2031	649	588	0	248	23	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109140	1127	35	1162	1502	480	434	0	183	17	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109145	2717	85	2803	3621	1157	1048	0	443	41	8	7	0	3	2	0	0	1	0	0	0	0	0	0	0	0
LK-1109150	3732	118	3850	4974	1590	1440	0	609	56	11	10	1	4	3	0	0	1	0	0	0	0	0	0	0	0
LK-1109155	3437	108	3546	4581	1464	1326	0	561	52	10	9	1	3	3	0	0	1	0	0	0	0	0	0	0	0
LK-1109160	1730	54	1784	2305	737	667	0	282	26	5	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109165	1245	39	1285	1660	530	480	0	203	18	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109170	1036	32	1069	1381	441	399	0	169	15	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109175	994	31	1026	1325	423	383	0	162	15	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109180	807	25	833	1076	344	311	0	131	12	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109185	3059	96	3156	4077	1303	1180	0	499	46	9	8	1	3	2	0	0	1	0	0	0	0	0	0	0	0
LK-1109190	2995	94	3089	3991	1275	1155	0	488	45	8	8	1	3	2	0	0	1	0	0	0	0	0	0	0	0
LK-1109195	2517	79	2597	3354	1072	971	0	410	38	7	7	0	2	2	0	0	1	0	0	0	0	0	0	0	0
LK-1109200	1816	57	1873	2420	773	700	0	296	27	5	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109205	2340	74	2414	3118	996	902	0	381	35	6	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0
LK-1109210	1221	38	1260	1627	520	471	0	199	18	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109215	1270	40	1310	1693	541	490	0	207	19	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109220	2063	65	2128	2749	879	795	0	336	31	6	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109225	2224	70	2294	2964	947	858	0	363	33	6	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0
LK-1109230	1052	33	1085	1402	448	405	0	171	15	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109235	2048	64	2113	2729	872	790	0	334	31	6	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109240	891	28	919	1187	379	343	0	145	13	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109245	949	30	980	1266	404	366	0	155	14	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109250	1233	39	1272	1644	525	475	0	201	18	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109255	637	20	657	849	271	245	0	104	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109260	812	25	838	1083	346	313	0	132	12	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109265	1792	56	1849	2388	763	691	0	292	27	5	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109270	1265	40	1305	1686	539	488	0	206	19	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109275	1906	60	1967	2541	812	735	0	311	28	5	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LK-1109280	2238	70	2309	2983	953	863	0	365	33	6	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0
LK-1109285	1500	47	1547	1999	639	578	0	244	22	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112	88353	3474	91858	120029	37596	35195	0	13299	1116	287	322	3	47	52	0	0	1	0	0	0	0	0	0	0	0
LK-1112005	2709	107	2816	3680	1153	1079	0	408	35	10	11	1	2	2	0	0	1	0	0	0	0	0	0	0	0
LK-1112010	551	21	573	748	234	219	0	83	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112015	557	22	579	757	237	222	0	84	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112020	713	28	742	969	303	284	0	107	9	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112025	658	26	684	893	280	262	0	99	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112030	614	24	638	834	261	244	0	92	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112035	1116	44	1160	1516	475	445	0	168	14	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112040	1122	44	1167	1525	478	447	0	169	14	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112045	1011	40	1051	1374	430	403	0	152	13	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112050	466	18	485	633	198	186	0	70	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112055	1167	46	1213	1585	497	465	0	176	15	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112060	893	35	929	1214	380	356	0	134	11	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112065	652	25	677	885	277	259	0	98	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112070	2490	98	2589	3383	1060	992	0	375	32	9	10	1	2	2	0	0	0	0	0	0	0	0	0	0	0
LK-1112075	1136	45	1182	1544	484	453	0	171	14	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112080	1755	69	1825	2384	747	699	0	264	23	6	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112085	1547	61	1608	2102	658	616	0	233	20	5	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112090	782	31	813	1062	333	311	0	118	10	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112095	521	20	541	708	221	207	0	78	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112100	1140	45	1185	1549	485	454	0	172	14	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112105	520	20	540	706	221	207	0	78	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112110	1138	45	1183	1546	484	453	0	171	14	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112115	668	26	695	908	284	266	0	100	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112120	1203	47	1251	1635	512	479	0	181	15	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112125	1162	46	1208	1578	494	463	0	175	15	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112130	1309	52	1361	1779	557	522	0	197	17	4	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112135	1067	42	1109	1450	454	425	0	161	13	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112140	820	32	852	1113	349	326	0	123	10	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112145	1137	45	1182	1545	484	453	0	171	14	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112150	1171	46	1218	1591	498	467	0	176	15	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112155	1436	57	1493	1951	611	572	0	216	18	5	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112160	756	30	786	1027	321	301	0	114	9	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112165	2399	95	2494	3258	1021	956	0	362	31	8	9	1	2	2	0	0	0	0	0	0	0	0	0	0	0
LK-1112170	1746	69	1816	2372	743	696	0	263	22	6	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112175	1029	40	1070	1398	438	410	0	155	13	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112180	1238	49	1287	1681	527	493	0	186	16	4	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112185	918	36	954	1247	391	366	0	138	12	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112190	1569	62	1631	2131	668	625	0	236	20	5	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112195	1248	49	1297	1695	531	497	0	188	16	4	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112200	1428	56	1485	1940	608	569	0	215	18	5	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112205	1659	65	1725	2254	706	661	0	250	21	6	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112210	1108	44	1152	1505	471	441	0	167	14	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112215	587	23	610	797	250	234	0	88	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112220	902	35	938	1225	384	359	0	136	11	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112225	911	36	947	1237	387	363	0	137	11	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112230	1832	72	1904	2488	780	730	0	276	24	6	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112235	703	27	731	955	299	280	0	106	9	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112240	1335	53	1388	1813	568	532	0	201	17	4	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112245	1729	68	1798	2349	736	689	0	261	22	6	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112250	1217	48	1266	1654	518	485	0	183	15	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112255	929	36	966	1262	395	370	0	140	12	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112260	1500	59	1560	2038	639	598	0	226	19	5	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112265	1186	47	1233	1611	505	472	0	179	15	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112270	995	39	1034	1352	423	396	0	150	13	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112275	1397	55	1453	1898	595	557	0	210	18	5	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112280	790	31	821	1073	336	314	0	119	10	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112285	1073	42	1115	1457	456	427	0	161	14	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112290	1479	58	1537	2009	629	589	0	223	19	5	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112295	568	22	590	771	241	226	0	85	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112300	721	28	750	980	307	287	0	108	9	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112305	1184	47	1231	1609	504	472	0	178	15	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112310	1102	43	1146	1497	469	439	0	166	14	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112315	1518	60	1578	2062	646	605	0	229	19	5	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112320	1146	45	1192	1558	488	457	0	173	15	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112325	791	31	822	1074	336	315	0	119	10	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112330	684	27	711	930	291	272	0	103	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112335	629	25	654	855	268	251	0	95	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112340	1198	47	1245	1627	510	477	0	180	15	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112345	1058	42	1100	1438	450	422	0	159	13	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112350	776	30	807	1055	330	309	0	117	10	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112355	927	36	964	1260	395	369	0	140	12	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112360	1184	47	1231	1609	504	472	0	178	15	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112365	996	39	1035	1353	424	397	0	150	13	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112370	791	31	823	1075	337	315	0	119	10	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112375	1141	45	1187	1550	486	455	0	172	14	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1112380	488	19	507	663	208	194	0	73	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112385	734	29	763	997	312	292	0	110	9	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112390	759	30	789	1031	323	302	0	114	9	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112395	354	14	368	481	150	141	0	53	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112400	898	35	934	1220	382	358	0	135	11	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112405	1812	71	1884	2461	771	722	0	273	23	6	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115	48781	2263	51083	64737	22648	20149	0	4890	325	153	200	3	28	36	0	0	0	0	0	0	0	0	0	0	0
LK-1115005	729	34	763	967	338	301	0	73	5	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115010	771	36	808	1023	358	319	0	77	5	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115015	463	21	485	614	215	191	0	46	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115020	256	12	268	340	119	106	0	25	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115025	878	41	919	1165	408	363	0	88	6	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115030	1439	67	1507	1910	668	595	0	145	10	5	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115035	724	34	758	961	336	299	0	73	5	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115040	349	16	366	463	162	144	0	35	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115045	993	46	1040	1318	461	410	0	100	7	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115050	1000	47	1047	1327	464	413	0	100	7	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115055	1136	53	1189	1507	527	469	0	114	8	4	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115060	858	40	898	1138	398	354	0	86	6	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115065	699	32	732	928	325	289	0	70	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115070	1142	53	1196	1516	530	472	0	115	8	4	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115075	594	27	622	788	276	245	0	59	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115080	461	21	483	612	214	190	0	46	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115085	512	24	536	680	238	211	0	51	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115090	494	23	517	655	229	204	0	49	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115095	613	28	642	814	285	253	0	61	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115100	1056	49	1106	1402	491	436	0	106	7	4	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115105	840	39	879	1114	390	347	0	84	6	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115110	784	36	821	1041	364	324	0	79	5	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115115	560	26	587	743	260	231	0	56	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115120	898	42	940	1192	417	371	0	90	6	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115125	787	37	825	1045	366	325	0	79	5	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115130	917	43	960	1216	426	379	0	92	6	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115135	739	34	774	981	343	305	0	74	5	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115140	805	37	843	1068	374	332	0	81	5	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115145	1271	59	1331	1686	590	525	0	128	9	4	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115150	1645	77	1723	2183	764	680	0	166	12	6	7	1	2	2	0	0	0	0	0	0	0	0	0	0	0
LK-1115155	560	26	587	743	260	231	0	56	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115160	558	26	584	740	259	230	0	56	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115165	811	38	850	1077	377	335	0	81	5	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115170	900	42	942	1194	418	372	0	90	6	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115175	622	29	651	825	289	257	0	62	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115180	872	41	913	1157	405	360	0	88	6	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115185	1526	71	1598	2025	709	631	0	154	11	5	7	1	2	2	0	0	0	0	0	0	0	0	0	0	0
LK-1115190	398	18	416	528	184	164	0	40	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115195	574	27	601	762	266	237	0	57	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115200	639	30	670	849	297	264	0	64	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115205	1282	60	1342	1701	595	530	0	129	9	4	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115210	647	30	678	859	300	267	0	65	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115215	721	33	755	956	334	298	0	72	5	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115220	503	23	526	667	233	208	0	50	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115225	742	34	777	985	345	307	0	74	5	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115230	567	26	593	752	263	234	0	57	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115235	633	29	663	841	294	262	0	63	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115240	920	43	963	1221	427	380	0	92	6	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115245	483	22	506	641	224	200	0	48	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115250	648	30	679	860	301	268	0	65	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115255	697	32	730	925	324	288	0	70	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115260	285	13	299	379	132	118	0	28	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115265	736	34	771	977	342	304	0	74	5	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115270	446	21	467	592	207	184	0	45	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115275	796	37	834	1056	370	329	0	80	5	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115280	736	34	771	977	342	304	0	74	5	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115285	1204	56	1260	1597	559	497	0	121	8	4	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115290	372	17	389	494	172	153	0	37	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115295	528	24	553	701	245	218	0	53	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115300	259	12	272	344	120	107	0	26	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115305	228	10	239	303	106	94	0	23	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115310	303	14	317	402	141	125	0	30	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115315	328	15	344	436	152	136	0	33	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115320	319	15	334	423	148	131	0	32	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115325	552	26	578	733	256	228	0	55	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115330	734	34	769	974	341	303	0	74	5	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115335	847	39	887	1124	393	350	0	85	6	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
LK-1115340	392	18	410	520	182	162	0	39	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1118	27137	1219	28375	36184	12383	11129	0	2989	206	82	98	0	10	11	0	0	0	0	0	0	0	0	0	0	0
LK-1118005	362	17	379	480	168	149	0	36	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
