entity_id	valid	rejected	polled	electors	UNP	PA	SU	ACTC	NUA	JVP	CWC	NLF	NPP	PP	TLP	SLMK	SMBP	IG3	ULF	MULF	SEP	IG2	DUNF	IG4	IG5	PFF	RJP	IG1	SLPF
LK-1106050	0	0	0	0	1211	1286	103	0	67	227	8	8	3	4	0	0	2	0	1	2	1	0	1	0	0	0	0	0	0
LK-1106055	0	0	0	0	589	625	50	0	32	110	3	3	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106060	0	0	0	0	740	785	63	0	40	139	4	4	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106065	0	0	0	0	643	682	54	0	35	120	4	4	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106070	0	0	0	0	440	467	37	0	24	82	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106075	0	0	0	0	706	750	60	0	39	132	4	4	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106080	0	0	0	0	522	554	44	0	28	98	3	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106085	0	0	0	0	562	597	48	0	31	105	3	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106090	0	0	0	0	533	565	45	0	29	100	3	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106095	0	0	0	0	653	693	55	0	36	122	4	4	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106100	0	0	0	0	357	379	30	0	19	67	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106105	0	0	0	0	573	608	48	0	31	107	3	3	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106110	0	0	0	0	372	395	31	0	20	70	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106115	0	0	0	0	934	991	79	0	51	175	6	6	2	3	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0
LK-1106120	0	0	0	0	649	689	55	0	35	122	4	4	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106125	0	0	0	0	1616	1715	137	0	89	303	10	10	4	6	0	0	3	0	1	2	1	0	1	0	0	0	0	0	0
LK-1106130	0	0	0	0	512	544	43	0	28	96	3	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106135	0	0	0	0	750	796	64	0	41	141	5	5	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106140	0	0	0	0	469	497	40	0	25	88	3	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106145	0	0	0	0	785	833	67	0	43	147	5	5	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106150	0	0	0	0	811	861	69	0	44	152	5	5	2	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106155	0	0	0	0	420	446	35	0	23	79	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106160	0	0	0	0	331	352	28	0	18	62	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106165	0	0	0	0	1025	1088	87	0	56	192	6	6	2	3	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0
LK-1106170	0	0	0	0	383	406	32	0	21	72	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106175	0	0	0	0	617	655	52	0	34	116	4	4	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106180	0	0	0	0	532	565	45	0	29	100	3	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106185	0	0	0	0	643	683	54	0	35	121	4	4	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106190	0	0	0	0	309	328	26	0	17	58	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106195	0	0	0	0	408	433	34	0	22	76	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106200	0	0	0	0	410	436	35	0	22	77	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106205	0	0	0	0	830	880	70	0	45	156	5	5	2	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106210	0	0	0	0	505	536	43	0	27	95	3	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106215	0	0	0	0	403	428	34	0	22	75	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106220	0	0	0	0	598	635	51	0	33	112	4	4	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LK-1106225	0	0	0	0	347	368	29	0	19	65	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106230	0	0	0	0	541	575	46	0	29	101	3	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109	0	0	0	0	35762	43445	4672	0	79	11240	0	252	101	56	8	0	110	0	42	3	8	0	3	0	0	0	0	0	0
LK-1109005	0	0	0	0	709	861	93	0	2	223	0	5	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109010	0	0	0	0	572	695	75	0	1	180	0	4	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109015	0	0	0	0	591	718	77	0	1	186	0	4	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109020	0	0	0	0	616	748	80	0	1	194	0	4	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109025	0	0	0	0	599	728	78	0	1	188	0	4	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109030	0	0	0	0	605	734	79	0	1	190	0	4	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109035	0	0	0	0	548	666	72	0	1	172	0	4	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109040	0	0	0	0	785	953	103	0	2	247	0	6	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109045	0	0	0	0	692	841	90	0	2	218	0	5	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109050	0	0	0	0	298	362	39	0	0	93	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109055	0	0	0	0	864	1050	113	0	2	272	0	6	3	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109060	0	0	0	0	780	947	102	0	2	245	0	6	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109065	0	0	0	0	444	540	58	0	1	139	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109070	0	0	0	0	1090	1324	143	0	3	343	0	8	3	2	1	0	4	0	2	0	1	0	0	0	0	0	0	0	0
LK-1109075	0	0	0	0	625	759	82	0	1	196	0	4	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109080	0	0	0	0	1303	1583	171	0	3	410	0	10	4	3	1	0	4	0	2	1	1	0	1	0	0	0	0	0	0
LK-1109085	0	0	0	0	407	495	53	0	1	128	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109090	0	0	0	0	271	329	35	0	0	85	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109095	0	0	0	0	687	835	90	0	2	216	0	5	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109100	0	0	0	0	298	363	39	0	0	94	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109105	0	0	0	0	266	323	34	0	0	83	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109110	0	0	0	0	372	452	48	0	1	117	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109115	0	0	0	0	982	1193	129	0	2	309	0	7	3	2	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0
LK-1109120	0	0	0	0	728	885	95	0	2	229	0	5	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109125	0	0	0	0	846	1027	111	0	2	266	0	6	3	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109130	0	0	0	0	730	886	95	0	2	229	0	5	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109135	0	0	0	0	536	651	70	0	1	168	0	4	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109140	0	0	0	0	396	481	52	0	1	124	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109145	0	0	0	0	956	1161	125	0	2	301	0	7	3	2	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0
LK-1109150	0	0	0	0	1313	1595	172	0	3	413	0	10	4	3	1	0	4	0	2	1	1	0	1	0	0	0	0	0	0
LK-1109155	0	0	0	0	1209	1469	158	0	3	380	0	9	4	2	1	0	4	0	2	1	1	0	1	0	0	0	0	0	0
LK-1109160	0	0	0	0	608	739	79	0	1	191	0	4	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109165	0	0	0	0	438	532	57	0	1	138	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109170	0	0	0	0	364	442	47	0	1	114	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109175	0	0	0	0	350	425	45	0	1	110	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109180	0	0	0	0	284	345	37	0	0	89	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109185	0	0	0	0	1076	1307	141	0	3	338	0	8	3	2	1	0	4	0	2	0	1	0	0	0	0	0	0	0	0
LK-1109190	0	0	0	0	1053	1280	138	0	3	331	0	8	3	2	1	0	4	0	2	0	1	0	0	0	0	0	0	0	0
LK-1109195	0	0	0	0	885	1075	116	0	2	278	0	6	3	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109200	0	0	0	0	639	776	83	0	1	201	0	4	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109205	0	0	0	0	823	1000	108	0	2	259	0	6	2	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109210	0	0	0	0	429	522	56	0	1	135	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109215	0	0	0	0	447	543	58	0	1	140	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109220	0	0	0	0	726	881	95	0	2	228	0	5	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109225	0	0	0	0	782	950	102	0	2	246	0	6	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109230	0	0	0	0	370	449	48	0	1	116	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109235	0	0	0	0	720	875	94	0	2	226	0	5	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109240	0	0	0	0	313	380	41	0	0	98	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109245	0	0	0	0	334	406	43	0	1	105	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109250	0	0	0	0	434	527	57	0	1	136	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109255	0	0	0	0	224	272	29	0	0	70	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109260	0	0	0	0	286	347	37	0	0	90	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109265	0	0	0	0	630	766	82	0	1	198	0	4	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109270	0	0	0	0	445	540	58	0	1	140	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109275	0	0	0	0	670	815	88	0	2	211	0	5	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109280	0	0	0	0	787	956	103	0	2	248	0	6	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1109285	0	0	0	0	527	641	69	0	1	166	0	4	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112	0	0	0	0	31929	38906	3052	0	2	8210	0	288	19	50	0	0	51	0	50	3	0	0	2	0	0	0	0	0	0
LK-1112005	0	0	0	0	979	1193	94	0	1	252	0	10	2	2	0	0	2	0	2	1	0	0	1	0	0	0	0	0	0
LK-1112010	0	0	0	0	199	242	19	0	0	51	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112015	0	0	0	0	201	245	19	0	0	52	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112020	0	0	0	0	258	314	24	0	0	66	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112025	0	0	0	0	238	289	23	0	0	61	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112030	0	0	0	0	222	270	21	0	0	57	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112035	0	0	0	0	403	491	39	0	0	104	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112040	0	0	0	0	406	494	39	0	0	104	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112045	0	0	0	0	365	445	35	0	0	94	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112050	0	0	0	0	168	205	16	0	0	43	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112055	0	0	0	0	422	514	40	0	0	108	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112060	0	0	0	0	323	393	31	0	0	83	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112065	0	0	0	0	235	287	22	0	0	60	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112070	0	0	0	0	900	1097	87	0	1	232	0	9	1	2	0	0	2	0	2	1	0	0	1	0	0	0	0	0	0
LK-1112075	0	0	0	0	411	500	39	0	0	106	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112080	0	0	0	0	635	773	61	0	0	163	0	6	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112085	0	0	0	0	559	681	54	0	0	144	0	5	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112090	0	0	0	0	282	344	27	0	0	73	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112095	0	0	0	0	188	229	18	0	0	48	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112100	0	0	0	0	412	502	39	0	0	106	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112105	0	0	0	0	188	229	18	0	0	48	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112110	0	0	0	0	411	501	39	0	0	106	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112115	0	0	0	0	241	294	23	0	0	62	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112120	0	0	0	0	435	530	42	0	0	112	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112125	0	0	0	0	420	512	40	0	0	108	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112130	0	0	0	0	473	577	45	0	0	122	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112135	0	0	0	0	386	470	37	0	0	99	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112140	0	0	0	0	296	361	28	0	0	76	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112145	0	0	0	0	411	501	39	0	0	106	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112150	0	0	0	0	423	516	41	0	0	109	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112155	0	0	0	0	519	633	50	0	0	134	0	5	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112160	0	0	0	0	273	333	26	0	0	70	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112165	0	0	0	0	867	1057	83	0	0	223	0	8	1	2	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0
LK-1112170	0	0	0	0	631	769	61	0	0	163	0	6	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112175	0	0	0	0	372	453	36	0	0	96	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112180	0	0	0	0	447	545	43	0	0	115	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112185	0	0	0	0	332	404	32	0	0	85	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112190	0	0	0	0	567	691	54	0	0	146	0	5	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112195	0	0	0	0	451	550	43	0	0	116	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112200	0	0	0	0	516	629	49	0	0	133	0	5	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112205	0	0	0	0	600	731	58	0	0	154	0	6	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112210	0	0	0	0	400	488	38	0	0	103	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112215	0	0	0	0	212	258	20	0	0	54	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112220	0	0	0	0	326	397	31	0	0	84	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112225	0	0	0	0	329	401	31	0	0	85	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112230	0	0	0	0	662	807	64	0	0	171	0	6	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112235	0	0	0	0	254	310	24	0	0	65	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112240	0	0	0	0	483	588	46	0	0	124	0	4	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112245	0	0	0	0	625	762	60	0	0	161	0	6	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112250	0	0	0	0	440	536	42	0	0	113	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112255	0	0	0	0	336	409	32	0	0	86	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112260	0	0	0	0	542	661	52	0	0	140	0	5	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112265	0	0	0	0	428	522	41	0	0	110	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112270	0	0	0	0	360	438	34	0	0	92	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112275	0	0	0	0	505	615	48	0	0	130	0	5	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112280	0	0	0	0	285	348	27	0	0	73	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112285	0	0	0	0	388	472	37	0	0	100	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112290	0	0	0	0	535	651	51	0	0	138	0	5	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112295	0	0	0	0	205	250	19	0	0	53	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112300	0	0	0	0	260	317	25	0	0	67	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112305	0	0	0	0	428	522	41	0	0	110	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112310	0	0	0	0	398	485	38	0	0	102	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112315	0	0	0	0	549	669	53	0	0	141	0	5	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112320	0	0	0	0	414	505	40	0	0	107	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112325	0	0	0	0	286	348	27	0	0	73	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112330	0	0	0	0	247	301	23	0	0	63	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112335	0	0	0	0	227	277	22	0	0	58	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112340	0	0	0	0	433	527	41	0	0	111	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112345	0	0	0	0	383	466	37	0	0	98	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112350	0	0	0	0	281	342	27	0	0	72	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112355	0	0	0	0	335	408	32	0	0	86	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112360	0	0	0	0	428	522	41	0	0	110	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112365	0	0	0	0	360	438	34	0	0	93	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112370	0	0	0	0	286	348	27	0	0	73	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112375	0	0	0	0	412	503	39	0	0	106	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1112380	0	0	0	0	176	215	17	0	0	45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112385	0	0	0	0	265	323	25	0	0	68	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112390	0	0	0	0	274	334	26	0	0	70	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112395	0	0	0	0	128	156	12	0	0	33	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112400	0	0	0	0	324	395	31	0	0	83	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112405	0	0	0	0	655	798	63	0	0	169	0	6	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1115	0	0	0	0	18413	23479	719	0	187	3036	540	218	0	11	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0
LK-1115005	0	0	0	0	275	351	11	0	3	45	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115010	0	0	0	0	291	371	11	0	3	48	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115015	0	0	0	0	175	223	7	0	2	29	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115020	0	0	0	0	96	123	3	0	1	16	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115025	0	0	0	0	332	423	13	0	3	55	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115030	0	0	0	0	544	693	22	0	6	90	16	7	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1115035	0	0	0	0	273	348	11	0	3	45	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115040	0	0	0	0	132	168	5	0	1	21	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115045	0	0	0	0	375	478	15	0	4	62	11	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115050	0	0	0	0	378	481	15	0	4	62	11	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115055	0	0	0	0	429	547	17	0	5	71	13	5	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1115060	0	0	0	0	324	413	13	0	3	53	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115065	0	0	0	0	264	336	10	0	3	43	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115070	0	0	0	0	431	550	17	0	5	71	13	5	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1115075	0	0	0	0	224	286	9	0	2	37	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115080	0	0	0	0	174	222	7	0	2	29	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115085	0	0	0	0	193	246	7	0	2	32	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115090	0	0	0	0	186	237	7	0	2	31	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115095	0	0	0	0	231	295	9	0	2	38	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115100	0	0	0	0	399	509	16	0	4	66	12	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LK-1115105	0	0	0	0	317	404	12	0	3	52	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115110	0	0	0	0	296	378	12	0	3	49	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115115	0	0	0	0	211	270	8	0	2	35	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115120	0	0	0	0	339	432	13	0	4	56	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115125	0	0	0	0	297	379	12	0	3	49	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115130	0	0	0	0	346	441	14	0	4	57	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115135	0	0	0	0	279	356	11	0	3	46	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115140	0	0	0	0	304	387	12	0	3	50	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115145	0	0	0	0	480	612	19	0	5	79	14	6	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1115150	0	0	0	0	622	792	25	0	7	103	19	8	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
LK-1115155	0	0	0	0	211	270	8	0	2	35	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115160	0	0	0	0	210	268	8	0	2	35	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115165	0	0	0	0	306	391	12	0	3	51	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115170	0	0	0	0	340	433	13	0	4	56	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115175	0	0	0	0	235	299	9	0	2	39	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
