entity_id	valid	rejected	polled	electors	UNP	UPFA	JVP	TULF	DP	BJP	NSSP	IG0	UPP	USP	AITM	SEP	IG1	ONF	UPF	JSP	FSP	ELPP	TLP	SLVP	NSU	MJP	SLNF
LK-1106100	1070	38	1110	1412	575	413	72	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106105	1719	61	1782	2267	924	663	115	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106110	1117	40	1158	1473	601	431	75	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106115	2800	100	2903	3691	1505	1080	188	1	8	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106120	1946	69	2018	2566	1046	750	131	1	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106125	4843	173	5022	6386	2604	1868	326	3	15	12	0	0	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1106130	1537	55	1593	2026	826	593	103	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106135	2250	80	2333	2966	1210	868	151	1	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106140	1406	50	1457	1853	756	542	94	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106145	2355	84	2442	3105	1266	908	158	1	7	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106150	2432	87	2521	3206	1307	938	163	1	7	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106155	1261	45	1307	1663	678	486	84	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106160	994	35	1030	1310	534	383	66	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106165	3074	110	3187	4053	1653	1186	206	1	9	7	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
LK-1106170	1149	41	1191	1515	618	443	77	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106175	1851	66	1919	2440	995	714	124	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106180	1595	57	1654	2104	858	615	107	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106185	1930	69	2001	2544	1037	744	129	1	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106190	927	33	962	1223	498	357	62	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106195	1225	43	1270	1615	658	472	82	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106200	1231	44	1276	1623	662	475	82	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106205	2487	89	2579	3280	1337	959	167	1	7	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106210	1514	54	1570	1996	814	584	101	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106215	1208	43	1253	1593	650	466	81	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106220	1794	64	1861	2366	965	692	120	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106225	1040	37	1079	1372	559	401	70	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1106230	1624	58	1684	2141	873	626	109	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109	131362	3510	135000	173323	56126	62105	11938	0	535	172	0	0	9	3	0	0	0	36	0	22	16	0	0	0	0	0	0
LK-1109005	2604	70	2677	3436	1113	1231	237	0	11	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LK-1109010	2100	56	2159	2771	897	993	191	0	9	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1109015	2171	58	2231	2864	927	1026	197	0	9	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1109020	2263	60	2326	2986	967	1070	206	0	9	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1109025	2201	59	2262	2905	941	1041	200	0	9	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1109030	2221	59	2282	2930	949	1050	202	0	9	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1109035	2013	54	2069	2656	860	952	183	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109040	2882	77	2962	3803	1232	1363	262	0	12	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109045	2542	68	2613	3355	1086	1202	231	0	10	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LK-1109050	1094	29	1124	1443	467	517	99	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109055	3175	85	3263	4189	1357	1501	289	0	13	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109060	2864	77	2943	3779	1224	1354	260	0	12	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109065	1632	43	1677	2153	697	771	148	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109070	4003	107	4114	5282	1711	1893	364	0	17	6	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109075	2296	61	2359	3029	981	1085	209	0	9	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1109080	4784	128	4917	6312	2044	2262	435	0	20	7	0	0	1	1	0	0	0	2	0	1	1	0	0	0	0	0	0
LK-1109085	1496	40	1538	1974	639	707	136	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109090	997	26	1024	1315	426	471	90	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109095	2524	67	2594	3330	1078	1193	229	0	10	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1109100	1097	29	1127	1447	468	518	99	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109105	977	26	1005	1290	417	462	89	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109110	1367	36	1405	1804	584	646	124	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109115	3608	97	3708	4760	1542	1706	328	0	15	5	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109120	2675	72	2749	3530	1143	1265	243	0	11	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LK-1109125	3105	83	3191	4097	1327	1468	282	0	13	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109130	2680	72	2754	3536	1145	1267	244	0	11	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LK-1109135	1968	52	2023	2597	841	931	179	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109140	1455	39	1496	1921	622	688	132	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109145	3510	94	3607	4631	1500	1660	319	0	15	5	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109150	4822	129	4955	6362	2060	2280	439	0	20	7	0	0	1	1	0	0	0	2	0	1	1	0	0	0	0	0	0
LK-1109155	4440	119	4563	5858	1897	2099	404	0	19	6	0	0	1	1	0	0	0	2	0	1	1	0	0	0	0	0	0
LK-1109160	2234	60	2296	2948	955	1056	203	0	9	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1109165	1609	43	1653	2123	687	761	146	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109170	1338	36	1375	1766	572	633	121	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109175	1285	34	1320	1695	549	607	117	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109180	1043	28	1072	1376	445	493	95	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109185	3952	106	4061	5214	1689	1869	360	0	16	5	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109190	3869	104	3976	5104	1653	1829	352	0	16	5	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109195	3251	87	3341	4290	1389	1537	296	0	13	4	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109200	2346	63	2411	3095	1002	1109	213	0	10	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1109205	3023	81	3106	3988	1292	1429	275	0	12	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109210	1577	42	1621	2081	674	746	143	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109215	1641	44	1687	2165	701	776	149	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109220	2665	71	2739	3516	1139	1260	242	0	11	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LK-1109225	2873	77	2953	3791	1228	1358	261	0	12	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109230	1359	36	1396	1793	580	642	123	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109235	2646	71	2719	3491	1130	1251	241	0	11	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LK-1109240	1151	30	1182	1518	491	544	104	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109245	1227	33	1261	1619	524	580	111	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109250	1593	42	1637	2102	681	753	145	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109255	823	22	846	1086	352	389	75	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109260	1049	28	1078	1385	448	496	95	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109265	2315	62	2379	3055	989	1095	210	0	9	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1109270	1634	43	1680	2156	698	773	148	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1109275	2463	66	2531	3249	1052	1164	224	0	10	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1109280	2892	77	2972	3815	1236	1367	263	0	12	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
LK-1109285	1938	52	1991	2557	828	916	176	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112	123112	3751	126955	164774	49276	62580	10062	0	599	155	0	0	0	0	0	0	0	19	0	0	3	0	0	0	0	0	0
LK-1112005	3774	116	3892	5051	1511	1919	309	0	19	5	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
LK-1112010	768	23	792	1028	307	390	63	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112015	776	23	801	1039	311	395	63	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112020	994	30	1025	1330	398	505	81	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112025	916	28	945	1226	367	466	75	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112030	856	26	882	1145	342	435	70	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112035	1555	47	1604	2081	622	790	127	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112040	1564	48	1613	2093	626	795	128	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112045	1409	43	1453	1886	564	716	115	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112050	650	20	670	870	260	330	53	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112055	1626	50	1677	2176	651	826	133	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112060	1245	38	1284	1666	498	633	102	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112065	908	27	936	1215	363	461	74	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112070	3469	106	3578	4643	1389	1764	284	0	18	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
LK-1112075	1583	48	1633	2119	634	805	129	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112080	2445	75	2522	3273	979	1243	200	0	12	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112085	2155	66	2223	2885	863	1096	176	0	11	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112090	1089	33	1123	1458	436	554	89	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112095	726	22	748	971	290	369	59	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112100	1589	48	1638	2126	636	808	130	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112105	724	22	747	969	290	368	59	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112110	1586	48	1635	2122	635	806	130	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112115	931	28	960	1247	373	473	76	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112120	1677	51	1729	2244	671	852	137	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112125	1619	49	1669	2167	648	823	132	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112130	1824	56	1881	2442	730	927	149	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112135	1487	45	1533	1990	595	756	121	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112140	1142	35	1178	1528	457	580	93	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112145	1585	48	1634	2121	634	805	130	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112150	1632	50	1683	2185	653	830	133	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112155	2001	61	2064	2679	801	1017	164	0	10	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112160	1053	32	1086	1409	421	535	86	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112165	3342	102	3446	4473	1338	1699	274	0	17	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
LK-1112170	2433	74	2509	3256	974	1237	199	0	12	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112175	1434	44	1479	1919	574	729	117	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112180	1724	53	1778	2308	690	876	141	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112185	1279	39	1319	1712	512	650	104	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112190	2186	67	2254	2925	875	1111	179	0	11	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112195	1739	53	1793	2327	696	884	142	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112200	1990	61	2052	2663	797	1012	163	0	10	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112205	2312	71	2384	3094	925	1175	189	0	11	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112210	1544	47	1592	2066	618	785	126	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112215	818	25	843	1095	327	416	67	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112220	1257	38	1296	1682	503	639	103	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112225	1269	39	1308	1698	508	645	104	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112230	2552	78	2632	3416	1022	1297	209	0	13	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112235	980	30	1011	1312	392	498	80	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112240	1860	57	1918	2489	745	945	152	0	9	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112245	2409	74	2484	3224	964	1225	197	0	12	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112250	1696	52	1749	2270	679	862	139	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112255	1295	39	1335	1733	518	658	106	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112260	2090	64	2155	2798	837	1063	171	0	10	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112265	1652	50	1703	2211	661	840	135	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112270	1386	42	1430	1855	555	705	113	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112275	1947	59	2008	2606	779	990	159	0	10	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112280	1101	33	1135	1473	440	559	90	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112285	1494	46	1541	2000	598	760	122	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112290	2060	63	2125	2758	825	1047	169	0	10	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112295	791	24	816	1059	316	402	64	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112300	1005	30	1036	1345	402	511	82	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112305	1650	50	1702	2209	661	839	135	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112310	1536	47	1584	2056	615	781	126	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112315	2115	65	2181	2831	847	1075	173	0	10	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1112320	1597	49	1647	2138	639	812	131	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112325	1102	33	1136	1474	441	560	90	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112330	954	29	983	1276	382	485	78	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112335	877	27	904	1174	351	446	71	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112340	1669	51	1721	2234	668	848	136	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112345	1475	45	1521	1974	590	750	121	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112350	1082	33	1116	1448	433	550	88	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112355	1292	39	1332	1729	517	657	106	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112360	1650	50	1702	2209	661	839	135	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112365	1387	42	1431	1857	555	705	113	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112370	1103	33	1137	1476	441	560	90	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112375	1590	49	1640	2128	637	808	130	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112380	680	20	701	911	272	346	55	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112385	1023	31	1055	1369	409	520	83	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112390	1058	32	1091	1416	423	537	86	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112395	493	15	509	660	197	251	40	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112400	1251	38	1290	1675	501	636	102	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1112405	2525	77	2603	3379	1011	1283	207	0	13	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LK-1115	60055	2766	62885	81232	27022	29641	2973	0	83	21	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0
LK-1115005	897	41	939	1213	404	443	44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115010	949	44	994	1284	427	469	47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115015	570	26	597	771	256	281	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115020	315	14	330	427	142	155	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115025	1081	50	1132	1462	486	534	54	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115030	1771	82	1855	2396	797	875	88	0	3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
LK-1115035	891	41	933	1206	401	440	44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115040	430	20	450	581	193	212	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115045	1222	56	1280	1653	550	603	61	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115050	1231	57	1289	1665	554	608	61	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115055	1398	65	1464	1891	629	690	69	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115060	1056	49	1106	1428	475	521	52	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115065	861	40	901	1164	387	425	43	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115070	1406	65	1472	1902	633	694	70	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115075	731	34	765	988	329	361	36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115080	568	26	594	768	255	280	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115085	630	29	660	853	284	311	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115090	608	28	636	822	273	300	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115095	755	35	791	1021	340	373	37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115100	1300	60	1362	1759	585	642	65	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115105	1034	48	1083	1398	465	510	51	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115110	966	44	1011	1306	435	477	48	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115115	690	32	722	933	310	340	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115120	1106	51	1158	1495	498	546	55	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115125	969	45	1015	1311	436	478	48	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115130	1128	52	1182	1526	508	557	56	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115135	910	42	953	1231	410	449	45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115140	991	46	1037	1340	446	489	49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115145	1564	72	1638	2116	704	772	78	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LK-1115150	2025	94	2121	2739	912	1000	101	0	4	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
LK-1115155	690	32	722	933	310	340	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115160	686	31	719	929	309	339	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115165	999	46	1046	1351	449	493	50	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115170	1108	51	1160	1498	498	547	55	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115175	766	35	802	1036	344	378	38	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115180	1073	49	1123	1451	483	530	53	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115185	1879	87	1967	2541	846	927	94	0	3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
LK-1115190	489	22	513	662	220	241	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115195	706	32	740	956	318	349	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115200	787	36	824	1065	354	389	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115205	1578	73	1652	2134	710	779	78	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LK-1115210	797	37	834	1078	358	393	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115215	887	41	929	1200	399	438	44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115220	619	28	648	837	278	305	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115225	914	42	957	1236	411	451	45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115230	698	32	730	944	314	344	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115235	780	36	817	1055	351	385	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115240	1133	52	1186	1532	510	559	56	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1115245	595	27	623	805	268	294	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
