entity_id	valid	rejected	polled	electors	IND01	IND02	IND03	IND04	DUNF	OWORS	IND05	IND06	USP	RJA	DNM	NMPP	FSP	JSWP	IND07	OPPP	IND08	IND09	NDF	JSP	NSSP	NSU	IND10	IND11	SLPP	NUA	SLLP	IND12	IND13	SPSL	IND14	SEP	IND15	ONF	NPP
EC-16E	77484	668	78198	109761	1	1	0	0	36	0	0	0	0	13	0	2852	8	129	1	0	1	9	26574	2	0	0	0	79	45918	2	1	0	1	158	0	0	0	1	711
EC-16P	13327	186	13513	13753	7	4	1	0	11	0	0	0	0	2	0	764	3	15	4	2	1	3	4685	1	2	0	5	20	7645	8	0	1	0	11	0	2	0	0	130
EC-17	580002	4564	584921	682098	43	73	6	6	1303	4	8	7	6	268	8	22547	39	862	26	3	32	76	201997	78	2	6	2	841	341876	98	11	5	14	1216	4	4	1	29	1061
EC-17A	69952	484	70489	82121	0	1	0	0	183	0	0	0	0	31	1	2562	0	126	1	0	1	7	23371	1	0	0	0	126	42239	14	0	0	0	164	0	0	0	1	62
EC-17B	67390	423	67873	79098	0	0	0	0	157	0	0	0	0	11	0	1920	0	97	0	0	0	10	27211	14	0	0	0	98	36644	4	0	0	0	142	0	0	0	0	31
EC-17C	81841	798	82676	97274	3	6	0	0	170	0	0	0	0	17	0	4529	12	119	3	0	0	11	25870	7	0	0	0	75	49671	23	0	0	1	181	0	0	0	3	271
EC-17D	86039	633	86724	102655	2	9	1	0	203	0	0	0	0	41	1	2742	1	143	4	0	4	11	30246	6	0	1	0	119	51039	9	1	0	1	198	0	0	0	4	119
EC-17E	103901	713	104678	123880	3	29	0	0	225	0	0	0	0	93	0	3970	3	165	3	0	4	9	34166	7	0	0	0	190	63244	16	0	0	0	276	0	0	0	3	156
EC-17F	53678	418	54137	64764	1	4	1	0	139	0	0	0	0	26	0	2203	5	70	1	0	4	1	19276	7	0	0	0	75	30773	7	1	0	0	90	0	0	0	5	79
EC-17G	69432	446	69926	83205	2	5	0	0	167	0	0	0	0	19	0	1881	1	75	3	0	12	14	26490	19	0	1	0	116	39309	8	1	0	1	134	0	0	0	3	95
EC-17P	47769	649	48418	49101	32	19	4	6	59	4	8	7	6	30	6	2740	17	67	11	3	7	13	15367	17	2	4	2	42	28957	17	8	5	11	31	4	4	1	10	248
EC-18	277779	2418	280342	326290	14	35	1	1	405	1	3	1	1	52	3	12136	268	386	7	3	3	82	112335	23	1	1	2	495	147188	74	4	4	1	429	0	1	1	2	650
EC-18A	70122	524	70684	83260	0	8	0	0	111	0	0	0	0	35	0	3233	139	128	0	0	0	19	24038	1	0	0	0	117	41106	8	0	0	0	148	0	0	0	0	169
EC-18B	66108	381	66527	77463	0	0	0	0	62	0	0	0	0	3	0	2700	24	52	0	0	0	14	28290	3	0	0	0	94	33988	9	0	0	0	66	0	0	0	0	89
EC-18C	124883	1262	126214	148331	2	17	0	0	217	0	0	0	0	12	2	4969	73	184	2	0	2	48	54172	13	0	0	0	270	62809	49	2	0	0	199	0	0	0	2	249
EC-18P	16666	251	16917	17236	12	10	1	1	15	1	3	1	1	2	1	1234	32	22	5	3	1	1	5835	6	1	1	2	14	9285	8	2	4	1	16	0	1	1	0	143
EC-19	560054	6705	567046	657485	174	647	11	3	1423	2	5	1	36	419	19	14527	119	975	537	6	814	398	251429	348	1	14	35	1062	275917	153	171	7	45	1110	11	21	3	361	1275
EC-19A	83581	693	84309	97409	17	34	3	0	223	0	0	0	0	84	1	2497	10	241	48	0	58	50	32311	52	0	0	0	150	46228	52	3	1	6	188	1	0	0	54	158
EC-19B	43025	487	43553	50920	4	36	0	0	90	0	0	0	0	41	0	760	3	121	41	0	54	19	16196	14	0	0	0	67	24363	3	18	0	0	130	0	0	0	46	93
EC-19C	51839	945	52811	63179	34	113	1	0	195	0	0	0	5	29	6	679	0	93	91	1	193	63	28810	70	0	5	22	144	20001	14	29	1	2	97	1	0	0	51	49
EC-19D	45593	607	46216	54277	21	42	0	0	73	0	0	0	1	26	5	1507	27	65	20	0	48	18	19898	26	0	1	4	73	23013	16	7	0	6	73	0	0	0	26	176
EC-19E	58518	799	59339	69747	18	104	0	0	170	0	0	0	18	50	2	1354	2	90	95	0	138	63	28474	50	0	2	3	158	26456	14	33	0	14	121	3	11	0	55	129
EC-19F	52722	471	53231	61604	5	46	0	0	175	0	0	0	0	47	0	1174	20	55	53	0	69	60	22748	23	0	0	0	102	26994	2	13	0	2	152	0	0	0	15	72
EC-19G	63668	600	64299	74754	2	56	0	0	131	0	0	0	0	37	0	1639	9	66	56	0	56	49	29642	29	0	0	0	133	30633	9	3	0	0	128	0	0	0	16	121
EC-19H	70738	739	71519	83659	17	75	0	0	158	0	0	0	1	73	0	1880	2	159	50	0	80	26	32213	31	0	0	0	122	34494	24	20	0	4	124	0	4	0	38	173
EC-19I	54561	753	55349	65256	32	132	4	0	188	0	0	0	8	27	1	991	15	54	79	1	117	47	29605	43	0	4	4	93	21963	8	42	3	7	81	4	3	1	57	79
EC-19P	35809	611	36420	36680	24	9	3	3	20	2	5	1	3	5	4	2046	31	31	4	4	1	3	11532	10	1	2	2	20	21772	11	3	2	4	16	2	3	2	3	225
EC-20	319443	2840	322442	366363	18	43	8	4	351	2	0	0	1	174	4	11074	128	633	40	0	22	39	92379	49	1	2	0	587	208652	110	10	2	14	749	0	0	0	25	421
EC-20A	70284	520	70862	81604	0	2	0	0	40	0	0	0	0	8	0	2206	21	161	0	0	2	0	21853	0	0	0	0	140	44289	11	0	0	0	162	0	0	0	2	74
EC-20B	92700	1000	93758	108030	2	13	0	0	132	0	0	0	0	46	0	2474	5	157	20	0	11	12	28635	26	0	1	0	191	59306	12	2	0	2	217	0	0	0	5	82
EC-20C	134772	986	135801	154399	8	21	6	0	169	0	0	0	1	117	3	5054	92	292	17	0	8	24	35511	11	0	0	0	235	91303	84	8	1	11	355	0	0	0	16	186
EC-20P	21687	334	22021	22330	8	7	2	4	10	2	0	0	0	3	1	1340	10	23	3	0	1	3	6380	12	1	1	0	21	13754	3	0	1	1	15	0	0	0	2	79
EC-21	747390	5577	753249	864698	108	601	18	1	1043	0	1	1	5	508	18	18605	74	1004	262	3	271	509	264229	366	1	9	3	1269	447781	337	101	0	34	1379	16	7	0	112	1238
EC-21A	83403	559	83999	97278	17	66	0	0	80	0	0	0	0	42	0	1916	11	109	24	0	18	28	28825	30	0	0	0	129	50964	22	5	0	2	171	0	0	0	0	142
EC-21B	106956	785	107772	123936	3	72	1	0	149	0	0	0	0	88	2	2700	7	101	25	0	36	55	37368	55	0	1	0	163	64780	47	2	0	1	190	0	1	0	22	204
EC-21C	76305	582	76909	88515	25	87	0	0	94	0	0	0	0	41	0	1290	0	84	54	0	55	102	31821	60	0	2	0	131	41446	37	17	0	1	122	4	0	0	8	94
EC-21D	94101	690	94837	109706	13	104	9	0	164	0	0	0	1	84	5	2106	6	133	32	0	55	68	36371	22	0	0	0	167	53071	29	10	0	9	198	5	2	0	14	155
EC-21E	90690	709	91447	105976	6	58	0	0	132	0	0	0	0	43	0	1697	2	123	27	0	25	95	37964	45	0	0	0	171	48824	32	12	0	0	155	0	0	0	17	108
EC-21F	87041	694	87764	99764	17	122	1	1	167	0	0	0	2	78	2	1314	3	131	71	0	51	69	32661	67	0	2	2	167	50778	64	36	0	6	178	3	2	0	21	129
EC-21G	57193	386	57613	65280	0	23	0	0	77	0	0	0	0	43	0	1192	6	64	6	0	6	23	19264	26	0	0	0	104	35366	15	3	0	0	143	0	0	0	6	71
EC-21H	122696	794	123525	144527	12	63	6	0	173	0	0	0	0	80	7	4712	23	236	22	0	23	66	32015	51	0	3	0	227	83491	86	16	0	14	208	0	0	0	22	152
EC-21P	29005	378	29383	29716	15	6	1	0	7	0	1	1	2	9	2	1678	16	23	1	3	2	3	7940	10	1	1	1	10	19061	5	0	0	1	14	4	2	0	2	183
EC-22	575556	4856	580690	676147	45	155	3	0	634	4	4	1	4	203	28	14757	281	495	118	6	211	259	227750	219	2	6	5	700	320200	132	19	1	8	1001	4	4	2	29	1431
EC-22A	73199	552	73793	86309	3	10	0	0	44	0	0	0	0	19	0	2124	11	44	0	0	5	14	28059	5	0	0	0	67	41592	21	0	0	0	126	0	0	0	0	175
EC-22B	55455	445	55920	65302	1	18	0	0	58	0	0	0	0	32	0	1378	56	42	4	0	17	18	20445	22	0	0	0	56	32347	0	0	0	0	109	0	0	0	0	144
EC-22C	58670	595	59292	69445	4	4	0	0	60	0	0	0	0	23	0	2004	58	57	3	0	3	4	19313	3	0	0	0	57	36083	3	0	0	0	98	0	0	0	3	231
EC-22D	53539	471	54057	63755	0	4	0	0	68	0	0	0	0	4	0	1783	2	23	2	0	0	2	18612	2	0	0	0	37	31857	2	0	0	0	110	0	0	0	0	159
EC-22E	75760	523	76321	91451	5	14	0	0	83	0	0	0	0	22	0	1822	14	34	2	0	13	41	37934	29	0	0	0	99	34406	6	3	0	1	138	1	0	0	4	172
EC-22F	43054	259	43341	50751	0	1	0	0	66	0	0	0	0	7	0	725	43	32	0	0	6	3	17046	1	0	0	0	55	24265	1	0	0	0	93	0	0	0	0	56
EC-22G	63423	632	64079	74808	3	38	0	0	100	0	0	0	0	33	3	962	1	71	38	0	74	54	28190	70	0	1	2	118	32728	22	8	0	2	92	0	0	0	7	71
EC-22H	62957	541	63522	74358	4	13	0	0	63	0	0	0	0	35	0	1374	21	66	13	0	16	47	24576	27	0	0	0	100	35688	19	0	0	0	100	0	0	0	3	98
EC-22I	57786	444	58258	67399	8	42	3	0	81	0	0	0	0	26	22	1088	36	98	49	2	74	71	23707	44	0	3	0	91	31365	47	8	0	2	121	0	0	0	10	72
EC-22P	31713	394	32107	32569	17	11	0	0	11	4	4	1	4	2	3	1497	39	28	7	4	3	5	9868	16	2	2	3	20	19869	11	0	1	3	14	3	4	2	2	253
LK	13245521	128522	13380999	15985609	2611	8401	586	357	27382	273	1584	59	825	4620	648	411607	2904	18106	3708	220	4617	6807	5557247	5301	110	368	9383	31647	6917313	2930	1903	337	631	20575	1037	343	228	2219	42757
LK-1	3622470	36711	3660404	4376134	390	1109	67	28	2585	17	23	5	67	903	53	142015	954	6188	367	34	240	1118	1337567	1195	12	32	232	3626	2065273	934	146	25	32	5428	63	78	15	143	23586
LK-11	1334926	14531	1349744	1636203	193	423	51	21	1082	7	14	1	44	379	29	51292	260	2005	167	24	125	616	551356	675	8	28	194	1375	705717	453	95	14	14	1713	55	59	12	75	9534
LK-1103	172303	2493	174813	218039	114	200	28	16	334	3	12	1	24	56	15	2592	23	111	79	18	83	274	133045	261	6	15	82	328	33308	51	53	8	13	101	34	25	7	42	366
LK-1103005	4340	80	4421	5599	3	5	1	0	11	0	0	0	0	2	0	64	1	4	2	1	3	7	3166	6	0	0	3	8	1015	1	2	0	1	4	1	1	0	1	11
LK-1103010	15526	289	15816	20028	11	20	4	3	41	1	3	1	1	8	3	231	4	15	9	4	10	25	11324	24	1	3	13	29	3630	6	7	2	3	14	4	3	2	6	42
LK-1103015	9845	183	10029	12700	7	13	3	2	26	1	2	0	1	5	2	146	3	9	5	2	6	16	7181	15	1	2	8	18	2302	4	4	1	2	9	2	2	1	4	26
LK-1103020	7191	134	7325	9276	5	9	2	1	19	0	1	0	0	4	1	107	2	7	4	2	5	11	5245	11	0	1	6	13	1681	3	3	1	1	6	2	1	1	3	19
LK-1103025	4884	91	4975	6300	3	6	1	1	12	0	1	0	0	2	1	72	1	4	2	1	3	8	3562	7	0	1	4	9	1142	2	2	0	1	4	1	1	0	2	13
LK-1103030	7554	140	7695	9745	5	10	2	1	20	0	1	0	0	4	1	112	2	7	4	2	5	12	5510	11	0	1	6	14	1766	3	3	1	1	7	2	1	1	3	20
LK-1103035	6888	128	7016	8885	5	9	2	1	18	0	1	0	0	3	1	102	2	6	4	1	4	11	5024	10	0	1	5	12	1610	3	3	1	1	6	2	1	1	3	18
LK-1103040	7652	142	7795	9871	5	10	2	1	20	0	1	0	0	4	1	114	2	7	4	2	5	12	5581	11	0	1	6	14	1789	3	3	1	1	7	2	1	1	3	20
LK-1103045	3540	66	3606	4566	2	4	1	0	9	0	0	0	0	1	0	52	1	3	2	1	2	5	2582	5	0	0	3	6	827	1	1	0	0	3	1	0	0	1	9
LK-1103050	5217	97	5314	6729	3	6	1	1	13	0	1	0	0	2	1	77	1	5	3	1	3	8	3805	8	0	1	4	9	1219	2	2	0	1	4	1	1	0	2	14
LK-1103055	4843	56	4899	6042	3	5	1	0	7	0	0	0	1	1	0	74	0	2	2	0	2	8	3890	8	0	0	1	10	793	1	1	0	0	2	1	1	0	1	9
LK-1103060	4205	48	4254	5246	3	5	0	0	6	0	0	0	1	1	0	64	0	2	2	0	2	7	3378	7	0	0	1	8	689	1	1	0	0	2	1	1	0	1	7
LK-1103065	4416	51	4467	5509	3	5	0	0	6	0	0	0	1	1	0	67	0	2	2	0	2	7	3547	7	0	0	1	9	723	1	1	0	0	2	1	1	0	1	8
LK-1103070	6967	80	7048	8692	5	8	1	1	10	0	0	0	2	2	1	106	1	3	3	0	3	11	5597	11	1	1	2	14	1142	2	2	0	0	3	1	1	0	1	13
LK-1103075	9121	105	9226	11378	7	10	2	1	14	1	1	0	3	2	1	139	1	5	4	1	4	15	7327	15	1	1	3	18	1495	3	3	1	1	4	2	2	0	2	17
LK-1103080	4617	53	4671	5760	3	5	1	0	7	0	0	0	1	1	0	70	0	2	2	0	2	7	3709	7	0	0	1	9	756	1	1	0	0	2	1	1	0	1	8
LK-1103085	3537	41	3578	4412	2	4	0	0	5	0	0	0	1	1	0	54	0	1	1	0	1	6	2841	5	0	0	1	7	579	1	1	0	0	1	0	0	0	0	6
LK-1103090	5976	69	6045	7455	4	7	1	1	9	0	0	0	1	1	1	91	1	3	3	0	2	10	4800	9	1	1	2	12	979	2	2	0	0	2	1	1	0	1	11
LK-1103095	7095	82	7178	8852	5	8	1	1	11	0	0	0	2	2	1	108	1	3	3	0	3	12	5700	11	1	1	2	14	1163	2	2	0	0	3	1	1	0	1	13
LK-1103100	5213	60	5273	6503	4	6	1	1	8	0	0	0	1	1	0	79	0	2	2	0	2	8	4188	8	0	0	2	10	854	1	1	0	0	2	1	1	0	1	9
LK-1103105	3898	45	3943	4863	3	4	0	0	6	0	0	0	1	1	0	59	0	2	1	0	1	6	3131	6	0	0	1	8	639	1	1	0	0	1	1	0	0	0	7
LK-1103110	4017	46	4063	5011	3	4	0	0	6	0	0	0	1	1	0	61	0	2	2	0	2	6	3227	6	0	0	1	8	658	1	1	0	0	2	1	0	0	1	7
LK-1103115	997	11	1009	1244	0	1	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	1	801	1	0	0	0	2	163	0	0	0	0	0	0	0	0	0	1
LK-1103120	763	8	772	952	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	1	613	1	0	0	0	1	125	0	0	0	0	0	0	0	0	0	1
LK-1103125	1964	22	1987	2451	1	2	0	0	3	0	0	0	0	0	0	30	0	1	1	0	0	3	1578	3	0	0	0	4	322	0	0	0	0	0	0	0	0	0	3
LK-1103130	1968	22	1990	2455	1	2	0	0	3	0	0	0	0	0	0	30	0	1	1	0	0	3	1581	3	0	0	0	4	322	0	0	0	0	0	0	0	0	0	3
LK-1103135	3569	41	3610	4453	2	4	0	0	5	0	0	0	1	1	0	54	0	2	1	0	1	6	2867	5	0	0	1	7	585	1	1	0	0	1	0	0	0	0	6
LK-1103140	2030	23	2053	2532	1	2	0	0	3	0	0	0	0	0	0	31	0	1	1	0	1	3	1631	3	0	0	0	4	332	0	0	0	0	1	0	0	0	0	3
LK-1103145	3744	43	3788	4671	2	4	0	0	5	0	0	0	1	1	0	57	0	2	1	0	1	6	3008	6	0	0	1	7	613	1	1	0	0	1	1	0	0	0	6
LK-1103150	4390	50	4441	5477	3	5	0	0	6	0	0	0	1	1	0	67	0	2	2	0	2	7	3527	7	0	0	1	9	719	1	1	0	0	2	1	1	0	1	8
LK-1103155	4650	53	4704	5801	3	5	1	0	7	0	0	0	1	1	0	71	0	2	2	0	2	7	3736	7	0	0	1	9	762	1	1	0	0	2	1	1	0	1	8
LK-1103160	4421	51	4472	5516	3	5	0	0	6	0	0	0	1	1	0	67	0	2	2	0	2	7	3551	7	0	0	1	9	724	1	1	0	0	2	1	1	0	1	8
LK-1103165	2380	27	2408	2970	1	2	0	0	3	0	0	0	0	0	0	36	0	1	1	0	1	4	1912	3	0	0	0	4	390	0	0	0	0	1	0	0	0	0	4
LK-1103170	1339	15	1355	1671	1	1	0	0	2	0	0	0	0	0	0	20	0	0	0	0	0	2	1076	2	0	0	0	2	219	0	0	0	0	0	0	0	0	0	2
LK-1103175	3546	41	3587	4424	2	4	0	0	5	0	0	0	1	1	0	54	0	1	1	0	1	6	2849	5	0	0	1	7	581	1	1	0	0	1	0	0	0	0	6
LK-1106	109470	1112	110606	132358	9	42	0	0	105	0	0	0	0	43	0	3919	6	152	17	0	9	75	50434	71	0	0	0	130	53210	27	5	0	0	109	0	0	0	2	504
LK-1106005	4344	45	4389	5252	1	2	0	0	5	0	0	0	0	2	0	156	1	6	1	0	1	3	2002	3	0	0	0	6	2112	2	1	0	0	5	0	0	0	0	20
LK-1106010	3960	41	4001	4788	1	2	0	0	4	0	0	0	0	2	0	142	1	6	1	0	1	3	1825	3	0	0	0	5	1925	1	1	0	0	4	0	0	0	0	19
LK-1106015	1318	13	1332	1593	0	0	0	0	1	0	0	0	0	0	0	47	0	2	0	0	0	1	607	1	0	0	0	1	640	0	0	0	0	1	0	0	0	0	6
LK-1106020	2903	30	2933	3510	0	1	0	0	3	0	0	0	0	1	0	104	0	4	1	0	0	2	1337	2	0	0	0	4	1411	1	0	0	0	3	0	0	0	0	13
LK-1106025	1210	12	1222	1463	0	0	0	0	1	0	0	0	0	0	0	43	0	1	0	0	0	1	557	1	0	0	0	1	588	0	0	0	0	1	0	0	0	0	5
LK-1106030	3370	34	3405	4074	1	2	0	0	3	0	0	0	0	2	0	121	0	5	1	0	1	2	1553	2	0	0	0	4	1638	1	0	0	0	4	0	0	0	0	16
LK-1106035	4816	49	4866	5823	1	2	0	0	5	0	0	0	0	2	0	173	1	7	1	0	1	4	2219	4	0	0	0	6	2341	2	1	0	0	5	0	0	0	1	23
LK-1106040	2668	27	2695	3225	0	1	0	0	3	0	0	0	0	1	0	96	0	4	1	0	0	2	1229	2	0	0	0	3	1297	1	0	0	0	3	0	0	0	0	12
LK-1106045	3290	34	3324	3978	1	1	0	0	3	0	0	0	0	2	0	118	0	5	1	0	1	2	1516	2	0	0	0	4	1599	1	0	0	0	3	0	0	0	0	15
LK-1106050	4347	45	4392	5256	1	2	0	0	5	0	0	0	0	2	0	156	1	6	1	0	1	3	2003	3	0	0	0	6	2113	2	1	0	0	5	0	0	0	0	20
LK-1106055	2115	21	2137	2557	0	1	0	0	2	0	0	0	0	1	0	76	0	3	0	0	0	1	974	1	0	0	0	2	1028	0	0	0	0	2	0	0	0	0	10
LK-1106060	2655	27	2683	3210	0	1	0	0	3	0	0	0	0	1	0	95	0	4	1	0	0	2	1223	2	0	0	0	3	1291	1	0	0	0	3	0	0	0	0	12
LK-1106065	2307	23	2331	2790	0	1	0	0	2	0	0	0	0	1	0	83	0	3	0	0	0	2	1063	1	0	0	0	3	1121	1	0	0	0	2	0	0	0	0	11
LK-1106070	1580	16	1596	1910	0	0	0	0	1	0	0	0	0	0	0	56	0	2	0	0	0	1	728	1	0	0	0	2	768	0	0	0	0	1	0	0	0	0	7
LK-1106075	2535	26	2561	3065	0	1	0	0	2	0	0	0	0	1	0	91	0	4	0	0	0	2	1168	2	0	0	0	3	1232	1	0	0	0	3	0	0	0	0	12
LK-1106080	1875	19	1894	2267	0	1	0	0	2	0	0	0	0	1	0	67	0	2	0	0	0	1	864	1	0	0	0	2	911	0	0	0	0	2	0	0	0	0	9
LK-1106085	2019	20	2040	2441	0	1	0	0	2	0	0	0	0	1	0	72	0	3	0	0	0	1	930	1	0	0	0	2	981	0	0	0	0	2	0	0	0	0	9
LK-1106090	1913	19	1932	2312	0	1	0	0	2	0	0	0	0	1	0	68	0	3	0	0	0	1	881	1	0	0	0	2	930	0	0	0	0	2	0	0	0	0	9
LK-1106095	2343	24	2368	2833	0	1	0	0	2	0	0	0	0	1	0	84	0	3	0	0	0	2	1079	2	0	0	0	3	1139	1	0	0	0	2	0	0	0	0	11
LK-1106100	1281	13	1295	1549	0	0	0	0	1	0	0	0	0	0	0	46	0	2	0	0	0	1	590	1	0	0	0	1	623	0	0	0	0	1	0	0	0	0	6
LK-1106105	2058	21	2079	2488	0	1	0	0	2	0	0	0	0	1	0	74	0	3	0	0	0	1	948	1	0	0	0	2	1000	0	0	0	0	2	0	0	0	0	9
LK-1106110	1337	13	1351	1617	0	0	0	0	1	0	0	0	0	0	0	48	0	2	0	0	0	1	616	1	0	0	0	1	650	0	0	0	0	1	0	0	0	0	6
LK-1106115	3351	34	3386	4051	1	2	0	0	3	0	0	0	0	2	0	120	0	5	1	0	1	2	1544	2	0	0	0	4	1629	1	0	0	0	4	0	0	0	0	16
LK-1106120	2329	24	2353	2816	0	1	0	0	2	0	0	0	0	1	0	83	0	3	0	0	0	2	1073	1	0	0	0	3	1132	1	0	0	0	2	0	0	0	0	11
LK-1106125	5797	60	5857	7009	1	3	0	0	6	0	0	0	0	3	0	208	1	9	2	0	1	5	2671	4	0	0	0	8	2818	2	1	0	0	6	0	0	0	1	27
LK-1106130	1839	19	1858	2224	0	1	0	0	2	0	0	0	0	1	0	66	0	2	0	0	0	1	847	1	0	0	0	2	894	0	0	0	0	2	0	0	0	0	8
LK-1106135	2693	27	2721	3256	0	1	0	0	3	0	0	0	0	1	0	96	0	4	1	0	0	2	1241	2	0	0	0	3	1309	1	0	0	0	3	0	0	0	0	12
LK-1106140	1682	17	1700	2034	0	1	0	0	1	0	0	0	0	1	0	60	0	2	0	0	0	1	775	1	0	0	0	2	818	0	0	0	0	2	0	0	0	0	8
LK-1106145	2818	29	2848	3408	0	1	0	0	3	0	0	0	0	1	0	101	0	4	1	0	0	2	1298	2	0	0	0	3	1370	1	0	0	0	3	0	0	0	0	13
LK-1106150	2910	30	2941	3519	0	1	0	0	3	0	0	0	0	1	0	104	0	4	1	0	0	2	1341	2	0	0	0	4	1415	1	0	0	0	3	0	0	0	0	13
LK-1106155	1509	15	1525	1825	0	0	0	0	1	0	0	0	0	0	0	54	0	2	0	0	0	1	695	1	0	0	0	2	733	0	0	0	0	1	0	0	0	0	7
LK-1106160	1189	12	1202	1438	0	0	0	0	1	0	0	0	0	0	0	42	0	1	0	0	0	1	548	1	0	0	0	1	578	0	0	0	0	1	0	0	0	0	5
LK-1106165	3679	38	3717	4448	1	2	0	0	4	0	0	0	0	2	0	132	1	5	1	0	1	3	1695	3	0	0	0	5	1788	1	0	0	0	4	0	0	0	0	17
LK-1106170	1375	14	1389	1662	0	0	0	0	1	0	0	0	0	0	0	49	0	2	0	0	0	1	633	1	0	0	0	1	668	0	0	0	0	1	0	0	0	0	6
LK-1106175	2215	22	2238	2678	0	1	0	0	2	0	0	0	0	1	0	79	0	3	0	0	0	1	1021	1	0	0	0	3	1077	1	0	0	0	2	0	0	0	0	10
LK-1106180	1910	19	1929	2309	0	1	0	0	2	0	0	0	0	1	0	68	0	3	0	0	0	1	880	1	0	0	0	2	928	0	0	0	0	2	0	0	0	0	9
LK-1106185	2310	23	2333	2792	0	1	0	0	2	0	0	0	0	1	0	83	0	3	0	0	0	2	1064	1	0	0	0	3	1123	1	0	0	0	2	0	0	0	0	11
LK-1106190	1110	11	1121	1342	0	0	0	0	1	0	0	0	0	0	0	39	0	1	0	0	0	0	511	0	0	0	0	1	539	0	0	0	0	1	0	0	0	0	5
LK-1106195	1466	15	1481	1772	0	0	0	0	1	0	0	0	0	0	0	52	0	2	0	0	0	1	675	1	0	0	0	2	712	0	0	0	0	1	0	0	0	0	7
LK-1106200	1473	15	1489	1781	0	0	0	0	1	0	0	0	0	0	0	53	0	2	0	0	0	1	679	1	0	0	0	2	716	0	0	0	0	1	0	0	0	0	7
LK-1106205	2977	30	3008	3600	0	1	0	0	3	0	0	0	0	1	0	107	0	4	1	0	0	2	1372	2	0	0	0	4	1447	1	0	0	0	3	0	0	0	0	14
LK-1106210	1812	18	1831	2191	0	1	0	0	2	0	0	0	0	1	0	65	0	2	0	0	0	1	835	1	0	0	0	2	881	0	0	0	0	2	0	0	0	0	8
LK-1106215	1446	14	1461	1749	0	0	0	0	1	0	0	0	0	0	0	52	0	2	0	0	0	1	666	1	0	0	0	2	703	0	0	0	0	1	0	0	0	0	6
LK-1106220	2148	22	2170	2597	0	1	0	0	2	0	0	0	0	1	0	77	0	3	0	0	0	1	989	1	0	0	0	2	1044	1	0	0	0	2	0	0	0	0	10
LK-1106225	1245	12	1258	1506	0	0	0	0	1	0	0	0	0	0	0	44	0	1	0	0	0	1	574	1	0	0	0	1	605	0	0	0	0	1	0	0	0	0	5
LK-1106230	1943	20	1964	2350	0	1	0	0	2	0	0	0	0	1	0	69	0	3	0	0	0	1	895	1	0	0	0	2	945	0	0	0	0	2	0	0	0	0	9
LK-1109	151160	1469	152662	183763	3	21	0	0	75	0	0	0	0	53	0	7577	44	284	3	0	0	31	41714	42	0	0	0	116	98776	73	0	0	0	230	0	0	0	0	1396
LK-1109005	2997	29	3027	3643	0	1	0	0	2	0	0	0	0	1	0	150	1	6	0	0	0	1	827	1	0	0	0	2	1958	2	0	0	0	5	0	0	0	0	28
LK-1109010	2417	23	2441	2938	0	0	0	0	1	0	0	0	0	1	0	121	1	5	0	0	0	0	667	1	0	0	0	2	1579	1	0	0	0	4	0	0	0	0	22
LK-1109015	2498	24	2523	3037	0	0	0	0	1	0	0	0	0	1	0	125	1	5	0	0	0	0	689	1	0	0	0	2	1632	1	0	0	0	4	0	0	0	0	23
LK-1109020	2604	25	2630	3166	0	0	0	0	1	0	0	0	0	1	0	131	1	5	0	0	0	1	719	1	0	0	0	2	1702	1	0	0	0	4	0	0	0	0	24
LK-1109025	2533	25	2558	3080	0	0	0	0	1	0	0	0	0	1	0	127	1	5	0	0	0	0	699	1	0	0	0	2	1655	1	0	0	0	4	0	0	0	0	23
LK-1109030	2555	25	2581	3107	0	0	0	0	1	0	0	0	0	1	0	128	1	5	0	0	0	0	705	1	0	0	0	2	1670	1	0	0	0	4	0	0	0	0	24
LK-1109035	2317	22	2340	2816	0	0	0	0	1	0	0	0	0	1	0	116	1	4	0	0	0	0	639	1	0	0	0	2	1514	1	0	0	0	3	0	0	0	0	21
LK-1109040	3317	32	3350	4032	0	1	0	0	2	0	0	0	0	1	0	166	1	6	0	0	0	1	915	1	0	0	0	3	2167	2	0	0	0	5	0	0	0	0	31
LK-1109045	2926	28	2955	3557	0	0	0	0	1	0	0	0	0	1	0	147	1	6	0	0	0	1	807	1	0	0	0	2	1912	1	0	0	0	4	0	0	0	0	27
LK-1109050	1259	12	1271	1530	0	0	0	0	0	0	0	0	0	0	0	63	0	2	0	0	0	0	347	0	0	0	0	1	822	0	0	0	0	2	0	0	0	0	11
LK-1109055	3653	36	3689	4441	0	1	0	0	2	0	0	0	0	2	0	183	1	7	0	0	0	1	1008	1	0	0	0	3	2387	2	0	0	0	6	0	0	0	0	34
LK-1109060	3296	32	3328	4006	0	1	0	0	2	0	0	0	0	1	0	165	1	6	0	0	0	1	910	1	0	0	0	3	2154	2	0	0	0	5	0	0	0	0	31
LK-1109065	1878	18	1896	2283	0	0	0	0	1	0	0	0	0	1	0	94	0	3	0	0	0	0	518	0	0	0	0	1	1227	1	0	0	0	3	0	0	0	0	17
LK-1109070	4606	45	4652	5600	0	1	0	0	3	0	0	0	0	2	0	231	2	9	0	0	0	1	1272	2	0	0	0	4	3010	3	0	0	0	7	0	0	0	0	43
